_timestamp,Loss/Loss_pi/Delta,Time/Rollout,Time/FPS,Train/PolicyStd,Metrics/EpCost,Misc/Nu_star,Loss/Loss_cost_critic,Misc/cost_gradient_norm,Train/PolicyRatio/Min,Value/Adv,Train/Entropy,Loss/Loss_reward_critic,Misc/OptimCase,Misc/Alpha,Train/StopIter,Time/Epoch,Loss/Loss_cost_critic/Delta,Misc/H_inv_g,Value/reward,Misc/AcceptanceStep,Misc/r,Misc/gradient_norm,Train/PolicyRatio/Std,TotalEnvSteps,Misc/B,Train/Epoch,Misc/xHx,Value/cost,_step,Train/LR,Misc/FinalStepNorm,Time/Total,Train/PolicyRatio/Max,Time/Update,Loss/Loss_pi,Misc/A,Train/PolicyRatio,Misc/s,_runtime,Misc/q,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Metrics/EpRet,Misc/Lambda_star,Train/KL
1743306012.5629077,-0.003808261128142476,77.3990478515625,232.10537719726562,1.0171113014221191,55.95000076293945,0.9776091575622559,8.254852294921875,0.1094563752412796,1.00103759765625,1.5258788677030566e-09,1.4356690645217896,0.007762059103697538,0,1.7618434429168701,10,86.16776275634766,8.254852294921875,0.18537867069244385,-0.05293610319495201,1,0.0017181654693558812,0.0721924901008606,0.0007336923154070973,20000.0,-149589.359375,0,0.00644309725612402,0.14461389183998108,1,0,0.32885614037513733,86.1685791015625,1.00103759765625,8.76869010925293,-0.003808261128142476,0.006302028428763151,1.00103759765625,0.02092662826180458,171.778573787,0.00644309725612402,1000,0.007762059103697538,0.28974729776382446,0,0.00013049055996816605
1743306097.2025728,-0.002011507051065564,75.83792114257812,236.45823669433594,1.0241849422454834,95.07499694824219,0.5623574256896973,7.020633697509766,0.22532621026039124,0.9999601244926453,1.2207030941624453e-08,1.4427372217178345,0.00449804263189435,0,1.4894325733184814,10,84.58153533935547,-1.2342185974121094,0.2221781462430954,-0.03744779899716377,1,0.00601591169834137,0.08468902111053467,2.8238451704964973e-05,40000.0,-142931.328125,1,0.009015458635985851,0.8100506067276001,2,0,0.32727494835853577,170.83055114746094,0.9999601244926453,8.74359130859375,-0.00581976817920804,0.008443192578852177,0.9999601244926453,0.06324192881584167,256.823856535,0.009015458635985851,1000,-0.0032640164718031883,-0.311432421207428,0,0.00014463800471276045
1743306182.2477946,0.0033317403867840767,76.22350311279297,235.318359375,1.0291211605072021,73.11666870117188,0.8177222609519958,2.339988946914673,0.12285193055868149,0.9988273978233337,0.0,1.4474390745162964,0.0034167044796049595,0,1.1848399639129639,10,84.99124908447266,-4.680644750595093,0.26332059502601624,-0.053494811058044434,1,0.005834215320646763,0.11443769186735153,0.0008291690028272569,60000.0,-178736.984375,2,0.014246569946408272,0.9660603404045105,3,0,0.33984437584877014,255.87945556640625,0.9988273978233337,8.767719268798828,-0.0024880277924239635,0.01310855895280838,0.9988273978233337,0.029910121113061905,342.119406209,0.014246569946408272,1000,-0.0010813381522893906,-0.49255430698394775,0,0.00012926867930218577
1743306267.543368,0.0023069019662216306,76.47813415527344,234.67591857910156,1.0368825197219849,58.29999923706055,1.1223336458206177,1.7860960960388184,0.09919276088476181,1.000821590423584,-1.1444091230217168e-09,1.454999566078186,0.004838038235902786,0,1.395984172821045,10,85.22390747070312,-0.5538928508758545,0.229315847158432,-0.07044153660535812,1,0.005519522819668055,0.08812478184700012,0.0005809521535411477,80000.0,-214067.65625,3,0.010262863710522652,0.8896661996841431,4,0,0.3362850844860077,341.1573791503906,1.000821590423584,8.745757102966309,-0.00018112582620233297,0.008344119414687157,1.000821590423584,0.015877632424235344,427.291349178,0.010262863710522652,1000,0.0014213337562978268,-0.7902167439460754,0,0.00013576881610788405
1743306352.7153118,-0.0020622193114832044,76.3319091796875,235.0322723388672,1.0295013189315796,49.119998931884766,1.3284783363342285,1.215591311454773,0.11289481818675995,0.9989209175109863,0.0,1.4479578733444214,0.0045243799686431885,0,1.092161774635315,10,85.09469604492188,-0.5705047845840454,0.24114136397838593,-0.09190113842487335,1,0.0021776228677481413,0.21614059805870056,0.0007630546460859478,100000.0,-212909.796875,4,0.016767017543315887,0.7217822074890137,5,0,0.3112095892429352,426.32177734375,0.9989209175109863,8.762767791748047,-0.0022433451376855373,0.016348566859960556,0.9989209175109863,0.011332367546856403,512.513797894,0.016767017543315887,1000,-0.0003136582672595978,-0.8587134480476379,0,0.0001804289495339617
1743306437.93774,-0.0024161450564861298,76.3667221069336,234.83506774902344,1.0364168882369995,39.09000015258789,1.1149033308029175,1.0825594663619995,0.06600980460643768,0.99931401014328,1.2588500908350397e-08,1.4546703100204468,0.0059829894453287125,0,0.9668598771095276,10,85.16615295410156,-0.13303184509277344,0.26585981249809265,-0.09710744023323059,1,-0.0002955984091386199,0.24699214100837708,0.0004850540426559746,120000.0,-94967.6328125,5,0.021394528448581696,1.24492609500885,6,0,0.37095722556114197,511.5663146972656,0.99931401014328,8.799408912658691,-0.004659490194171667,0.021389096975326538,0.99931401014328,0.016089973971247673,597.963421132,0.021394528448581696,1000,0.001458609476685524,-1.2671194076538086,0,8.8369422883261e-05
1743306523.3874383,0.002124718390405178,76.59481048583984,234.2124786376953,1.0423334836959839,16.75,1.3529962301254272,1.2390162944793701,0.07270850986242294,1.000176191329956,4.577636492086867e-09,1.460137963294983,0.006359381135553122,0,1.051403284072876,10,85.39254760742188,0.1564568281173706,0.20624104142189026,-0.14207011461257935,1,0.0011635494884103537,0.2724599540233612,0.00012458613491617143,140000.0,-25679.84765625,6,0.018092187121510506,0.5916290283203125,7,0,0.36412811279296875,597.0159912109375,1.000176191329956,8.797718048095703,-0.002534771803766489,0.01796826906502247,1.0001760721206665,0.010925376787781715,683.213776688,0.018092187121510506,1000,0.0003763916902244091,-1.5007208585739136,0,0.00010381796164438128
1743306608.6377816,-0.00039832713082432747,76.4004135131836,234.79115295410156,1.0569998025894165,14.789999961853027,1.3578128814697266,1.220155954360962,0.10318639129400253,1.0013301372528076,-2.6702879907247734e-08,1.4736829996109009,0.006954205222427845,0,1.5471214056015015,10,85.18208312988281,-0.018860340118408203,0.18957184255123138,-0.13580892980098724,1,0.0010136484634131193,0.10264301300048828,0.0009404366719536483,160000.0,-20164.419921875,7,0.008355658501386642,0.18067006766796112,8,0,0.34365761280059814,682.2533569335938,1.0013301372528076,8.781654357910156,-0.0029330989345908165,0.008260942064225674,1.001330018043518,0.010848002508282661,768.653224239,0.008355658501386642,1000,0.0005948240868747234,-2.0619637966156006,0,0.00012728909496217966
1743306694.077188,0.0013741853181272745,76.5868148803711,234.23846435546875,1.0764765739440918,14.0,1.6219956874847412,0.8903059959411621,0.07335726916790009,1.0001933574676514,-1.4495848965623281e-08,1.4915982484817505,0.006079941522330046,0,0.8827953934669495,10,85.3830795288086,-0.3298499584197998,0.2741796374320984,-0.15186868607997894,1,0.001395328901708126,0.2933270335197449,0.0001366119977319613,180000.0,-25782.5078125,8,0.025663135573267937,0.9931642413139343,9,0,0.36930662393569946,767.7061767578125,1.0001933574676514,8.796239852905273,-0.001558913616463542,0.025407027453184128,1.0001932382583618,0.007602037861943245,854.156258297,0.025663135573267937,1000,-0.0008742637000977993,-2.193075656890869,0,9.211112046614289e-05
1743306779.580248,-0.0035563723649829626,76.6496810913086,234.11253356933594,1.078391432762146,20.1299991607666,0.9505429267883301,1.692478895187378,0.14018522202968597,1.000197410583496,-7.629394005448376e-09,1.4934234619140625,0.0063988580368459225,0,1.1799697875976562,10,85.42900848388672,0.8021728992462158,0.2560650706291199,-0.1642737239599228,1,0.00033970363438129425,0.10985895991325378,0.0001395903673255816,200000.0,-18306.298828125,9,0.014364414848387241,0.25025323033332825,10,0,0.36309775710105896,853.1918334960938,1.000197410583496,8.779287338256836,-0.005115285981446505,0.014359201304614544,1.000197410583496,0.02213534712791443,939.730402294,0.014364414848387241,1000,0.00031891651451587677,-2.426373243331909,0,0.0001074134124792181
