Misc/AcceptanceStep,Train/PolicyStd,Loss/Loss_pi/Delta,Train/LR,Loss/Loss_pi,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Misc/H_inv_g,Time/Epoch,_step,TotalEnvSteps,Safety/shield_violation,Misc/Alpha,Value/cost,Train/Epoch,Loss/Loss_reward_critic,Train/PolicyRatio/Min,Time/Update,Value/Adv,Metrics/LagrangeMultiplier/Max,_runtime,Safety/shield_adv_c,Train/PolicyRatio/Max,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,Loss/Loss_cost_critic/Delta,Misc/FinalStepNorm,Misc/gradient_norm,Train/KL,Train/Entropy,Metrics/LagrangeMultiplier/Std,Time/Total,Train/StopIter,Metrics/LagrangeMultiplier/Min,Metrics/EpCost,Value/reward,Metrics/EpRet,Metrics/EpLen,Loss/Loss_cost_critic,Safety/EpCostShield,_timestamp,Misc/xHx,Time/Rollout
1,1.1015127897262573,0.01125095784664154,0,-0.08527956157922745,5.715125007554889e-05,0.3725103437900543,0.3725103437900543,0.3725103437900543,0.3844793438911438,0.010442886501550674,0.2832385003566742,122.72242736816406,11,220000.0,8.64936351776123,1.0578367710113525,5.021917819976807,10,0.027678102254867554,1.0000808238983154,23.304418563842773,-1.3351439953623867e-08,0.3844793438911438,1459.702674191,0.9444096088409424,1.0000808238983154,1.0000807046890259,0,162.9694061279297,7.263568878173828,0.2996200919151306,0.11718370765447617,0.00033738420461304486,1.515572190284729,0,1339.0469970703125,10,0.3844793438911438,73.91999816894531,0.20549115538597107,3.544778347015381,1000,27.245336532592773,155.10000610351562,1746563789.5259137,0.017872795462608337,99.41798400878906
1,1.1061815023422241,-0.28675856441259384,0,-0.3720381259918213,0.002399841556325555,0.40513625741004944,0.40513625741004944,0.40513625741004944,0.4207290709018707,-0.008043695241212845,0.20589952170848846,119.58501434326172,12,240000.0,7.220159530639648,1.5512689352035522,4.018378257751465,11,0.01963440701365471,1.0033938884735107,23.296382904052734,9.53674295089968e-09,0.4207290709018707,1581.021155131,-0.03164327144622803,1.0033938884735107,1.0033937692642212,0,167.2450408935547,-18.20514488220215,0.31940552592277527,0.06144169718027115,0.0002843438123818487,1.5198493003845215,0,1458.7303466796875,10,0.4207290709018707,53.22999954223633,0.2487926334142685,4.070744037628174,1000,9.040191650390625,42.79999923706055,1746563909.194397,0.008311036974191666,96.28860473632812
1,1.1234149932861328,0.04835435748100281,0,-0.3236837685108185,0.0009134064894169569,0.4364274740219116,0.4364274740219116,0.4364274740219116,0.4569692611694336,0.008504185825586319,0.19626133143901825,121.21110534667969,13,260000.0,6.084776401519775,1.725736141204834,2.9966249465942383,12,0.028138592839241028,1.0012917518615723,22.900480270385742,7.629394005448376e-09,0.4569692611694336,1700.859118409,-0.27838796377182007,1.0012917518615723,1.0012917518615723,0,165.00137329101562,2.0320234298706055,0.3386952579021454,0.0709986612200737,0.0002604367327876389,1.5352424383163452,0,1580.01904296875,10,0.4569692611694336,50.06999969482422,0.29807567596435547,4.530579566955566,1000,11.07221508026123,42.25,1746564030.5125728,0.006715534254908562,98.31060791015625
1,1.1276812553405762,0.07142296433448792,0,-0.25226080417633057,0.0013844396453350782,0.4676167368888855,0.4676167368888855,0.4676167368888855,0.4931064248085022,-0.005839917808771133,0.24302536249160767,119.75637817382812,14,280000.0,6.418020248413086,1.2729179859161377,3.684723377227783,13,0.022298675030469894,1.001957893371582,23.12570571899414,7.629394005448376e-09,0.4931064248085022,1820.10509209,-0.6226644515991211,1.001957893371582,1.001957893371582,0,167.00572204589844,2.0669431686401367,0.3093513548374176,0.12124975770711899,0.0003333764907438308,1.5390830039978027,0,1699.89013671875,10,0.4931064248085022,47.709999084472656,0.3813762068748474,4.745253086090088,1000,13.139158248901367,72.4000015258789,1746564150.351213,0.012343228794634342,96.63065338134766
1,1.1177982091903687,-0.12743130326271057,0,-0.37969210743904114,0.0013938243500888348,0.4980453848838806,0.4980453848838806,0.4980453848838806,0.5287204384803772,0.006473934277892113,0.21382364630699158,119.15033721923828,15,300000.0,7.941432952880859,1.4202673435211182,4.089331150054932,14,0.028772609308362007,1.0019712448120117,23.306638717651367,-1.5258788677030566e-09,0.5287204384803772,1940.437270315,0.3276618719100952,1.0019712448120117,1.0019712448120117,0,167.85516357421875,-2.541574478149414,0.3036867380142212,0.0925176814198494,0.00034630356822162867,1.5302826166152954,0,1819.1075439453125,10,0.5287204384803772,38.43000030517578,0.41741591691970825,5.245064735412598,1000,10.597583770751953,51.54999923706055,1746564269.5971644,0.009914922527968884,95.84368133544922
1,1.126085638999939,0.19656239449977875,0,-0.1831297129392624,0.000760385300964117,0.528567910194397,0.528567910194397,0.528567910194397,0.5631898045539856,1.2444332242012024e-05,0.23086297512054443,120.26637268066406,16,320000.0,5.763740539550781,1.3032422065734863,3.1863980293273926,15,0.02878505364060402,1.0010755062103271,22.976938247680664,-6.103515470812226e-09,0.5631898045539856,2060.168508406,0.37148869037628174,1.0010755062103271,1.0010753870010376,0,166.2975311279297,1.8899259567260742,0.3008703887462616,0.11980041116476059,0.0003143056819681078,1.5375771522521973,0,1939.4697265625,10,0.5631898045539856,26.739999771118164,0.3986624479293823,5.203239917755127,1000,12.487509727478027,73.80000305175781,1746564389.9293797,0.011775500141084194,97.28941345214844
1,1.1295596361160278,-0.2374001294374466,0,-0.420529842376709,0.0027647772803902626,0.5574235916137695,0.5574235916137695,0.5574235916137695,0.5965836048126221,0.0019662324339151382,0.19472120702266693,119.6655044555664,17,340000.0,6.513830184936523,1.646999478340149,3.4619250297546387,16,0.030751286074519157,1.0039100646972656,23.11389923095703,0.0,0.5965836048126221,2179.093158831,-1.3789825439453125,1.0039100646972656,1.0039100646972656,0,167.13253784179688,-6.047796726226807,0.32070571184158325,0.0783921405673027,0.0002664786879904568,1.5402812957763672,0,2059.201171875,10,0.5965836048126221,25.5,0.5006696581840515,5.5940046310424805,1000,6.439713001251221,25.549999237060547,1746564509.6606534,0.007372969761490822,96.55158233642578
1,1.1330384016036987,0.0858306884765625,0,-0.3346991539001465,0.0020504160784184933,0.5855945944786072,0.5855945944786072,0.5855945944786072,0.6288745999336243,-0.001585744321346283,0.21989266574382782,118.85173034667969,18,360000.0,6.212534427642822,1.272499442100525,2.927943706512451,17,0.029165541753172874,1.0028998851776123,23.080768585205078,0.0,0.6288745999336243,2298.262952019,-0.46033287048339844,1.0028998851776123,1.0028997659683228,0,168.2769012451172,0.0278167724609375,0.279813289642334,0.15269184112548828,0.00034306049929000437,1.5433868169784546,0,2178.118408203125,10,0.6288745999336243,23.149999618530273,0.5207063555717468,5.8821120262146,1000,6.467529773712158,44.900001525878906,1746564628.585022,0.012351348996162415,95.77094268798828
1,1.1302214860916138,0.09908361732959747,0,-0.235615536570549,0.0013464513467624784,0.6138430237770081,0.6138430237770081,0.6138430237770081,0.6601302623748779,0.0029814187437295914,0.22878989577293396,119.04761505126953,19,380000.0,5.771841526031494,1.3397541046142578,2.7912437915802,18,0.032146960496902466,1.0019042491912842,22.833206176757812,-4.00543198608716e-09,0.6601302623748779,2417.043658087,0.7521646618843079,1.0019042491912842,1.0019041299819946,0,168.00001525878906,1.3883352279663086,0.3065222203731537,0.12166710942983627,0.0003138779429718852,1.5409659147262573,0,2297.243408203125,10,0.6601302623748779,22.190000534057617,0.5614513754844666,6.086407661437988,1000,7.855865001678467,63.0,1746564747.7542248,0.011142415925860405,96.21438598632812
1,1.1283559799194336,-0.13472847640514374,0,-0.37034401297569275,0.0013749987119808793,0.640932559967041,0.640932559967041,0.640932559967041,0.6904276013374329,0.005257517099380493,0.2208385467529297,118.67913818359375,20,400000.0,5.734725475311279,1.4427802562713623,2.627675771713257,19,0.03740447759628296,1.0019445419311523,23.167232513427734,4.577636492086867e-09,0.6904276013374329,2536.058489375,-0.5233743786811829,1.0019445419311523,1.0019445419311523,0,168.5216064453125,-1.2394371032714844,0.3186214864253998,0.09809953719377518,0.0002854214981198311,1.53911292552948,0,2416.0576171875,10,0.6904276013374329,21.520000457763672,0.5991299748420715,6.5468268394470215,1000,6.616427898406982,30.799999237060547,1746564866.5353236,0.009607914835214615,95.51188659667969
1,1.1505175828933716,0.042453378438949585,0,-0.32789063453674316,0.0020504160784184933,0.6672343611717224,0.6672343611717224,0.6672343611717224,0.7195748686790466,-0.005114283412694931,0.21800513565540314,118.92173767089844,21,420000.0,5.3382086753845215,1.382412314414978,2.4826881885528564,20,0.03229019418358803,1.0028998851776123,23.009685516357422,-1.525878801089675e-08,0.7195748686790466,2654.724766585,0.35679197311401367,1.0028998851776123,1.0028997659683228,0,168.17782592773438,0.8770546913146973,0.3013729751110077,0.08800604194402695,0.00029244719189591706,1.5582060813903809,0,2535.073974609375,10,0.7195748686790466,17.649999618530273,0.6920826435089111,7.1069016456604,1000,7.49348258972168,36.45000076293945,1746564985.5501666,0.010465363971889019,95.91202545166016
1,1.1656874418258667,0.05108988285064697,0,-0.2768007516860962,0.00128632178530097,0.6930922269821167,0.6930922269821167,0.6930922269821167,0.7476686239242554,-0.00042446330189704895,0.21090520918369293,118.55611419677734,22,440000.0,4.953853130340576,1.3690578937530518,2.2375755310058594,21,0.03186573088169098,1.001819133758545,22.96735382080078,-5.912780487449254e-09,0.7476686239242554,2772.592645151,0.46555301547050476,1.001819133758545,1.001819133758545,0,168.6964874267578,-3.3698573112487793,0.28874143958091736,0.17565631866455078,0.00033157822326757014,1.5715621709823608,0,2653.7216796875,10,0.7476686239242554,17.229999542236328,0.6396080851554871,7.335479259490967,1000,4.1236252784729,42.400001525878906,1746565104.216161,0.010670529678463936,95.58872985839844
1,1.1656852960586548,0.10781252384185791,0,-0.16898822784423828,0.0006108483066782355,0.7193895578384399,0.7193895578384399,0.7193895578384399,0.774958074092865,0.008356276899576187,0.2755921483039856,117.7837905883789,23,460000.0,4.661628723144531,1.0194474458694458,2.112506151199341,22,0.040222007781267166,0.9991361498832703,22.968326568603516,8.392333938900265e-09,0.774958074092865,2892.746877703,-0.05532354116439819,0.9991361498832703,0.9991361498832703,0,169.8026580810547,3.4312310218811035,0.28095173835754395,0.15900586545467377,0.00034604541724547744,1.5716360807418823,0,2771.62109375,10,0.774958074092865,18.770000457763672,0.7127040028572083,7.794383525848389,1000,7.554856300354004,63.349998474121094,1746565222.0847847,0.01924421265721321,94.81544494628906
1,1.154370665550232,-0.03966468572616577,0,-0.20865291357040405,0.0008755867602303624,0.7458348274230957,0.7458348274230957,0.7458348274230957,0.8015368580818176,-0.00554174929857254,0.2181093394756317,120.041259765625,24,480000.0,4.829412937164307,1.288865089416504,1.9988234043121338,23,0.034680258482694626,1.001238226890564,22.68547821044922,-4.577636492086867e-09,0.8015368580818176,3010.150825128,0.8407139778137207,1.001238226890564,1.001238226890564,0,166.609375,0.5574817657470703,0.28111353516578674,0.13944092392921448,0.00035239927819930017,1.5616599321365356,0,2891.732177734375,10,0.8015368580818176,18.75,0.68793785572052,8.216930389404297,1000,8.112338066101074,56.599998474121094,1746565342.238154,0.012039671652019024,97.35575866699219
1,1.1509116888046265,-0.0753006637096405,0,-0.28395357728004456,0.001398994354531169,0.7720029354095459,0.7720029354095459,0.7720029354095459,0.8275787830352783,0.0029048211872577667,0.26413407921791077,117.29857635498047,25,500000.0,5.3325514793396,1.1181981563568115,2.35772967338562,24,0.03758507966995239,1.0019786357879639,23.27465057373047,8.392333938900265e-09,0.8275787830352783,3129.723458262,-0.07677419483661652,1.0019786357879639,1.0019785165786743,0,170.5050506591797,-1.3831396102905273,0.2953542470932007,0.12570452690124512,0.0002961027203127742,1.5585832595825195,0,3009.16015625,10,0.8275787830352783,19.790000915527344,0.7451242208480835,8.274452209472656,1000,6.729198455810547,45.95000076293945,1746565459.6423202,0.015995293855667114,94.0239028930664
1,1.1447762250900269,0.05409012734889984,0,-0.22986344993114471,0.0006355744553729892,0.7981446385383606,0.7981446385383606,0.7981446385383606,0.853126049041748,-0.008013298735022545,0.24630369246006012,119.39125061035156,26,520000.0,4.897174835205078,1.299997091293335,2.1041481494903564,25,0.029571780934929848,1.000898838043213,22.95442008972168,3.051757735406113e-09,0.853126049041748,3251.303199522,0.13649767637252808,1.000898838043213,1.000898838043213,0,167.51646423339844,-0.041394710540771484,0.3201940953731537,0.20740537345409393,0.0002615800767671317,1.5535606145858765,0,3128.651611328125,10,0.853126049041748,19.489999771118164,0.7406198978424072,8.186139106750488,1000,6.687803745269775,51.04999923706055,1746565579.2145078,0.011834362521767616,96.43680572509766
1,1.1447219848632812,0.05605381727218628,0,-0.17380963265895844,0.0003622380900196731,0.8247718214988708,0.8247718214988708,0.8247718214988708,0.878693699836731,0.0023649875074625015,0.256894588470459,121.4684829711914,27,540000.0,5.081753730773926,1.1629642248153687,1.9031972885131836,26,0.03193676844239235,1.0005123615264893,22.816822052001953,-2.8610229740877458e-09,0.878693699836731,3371.708213027,1.197599172592163,1.0005123615264893,1.0005122423171997,0,164.65176391601562,1.363447666168213,0.29875922203063965,0.14549954235553741,0.0003284152480773628,1.5535551309585571,0,3250.308349609375,10,0.878693699836731,24.799999237060547,0.7326380610466003,8.395247459411621,1000,8.051251411437988,63.650001525878906,1746565700.7945297,0.014787573367357254,98.65164184570312
1,1.1527019739151,-0.000939786434173584,0,-0.17474941909313202,0.0014667102368548512,0.852039098739624,0.852039098739624,0.852039098739624,0.9043743014335632,-0.0019744448363780975,0.2862970232963562,120.31841278076172,28,560000.0,5.571160316467285,1.010597825050354,2.3774774074554443,27,0.02996232360601425,1.0020742416381836,23.313175201416016,-1.5258788677030566e-09,0.9043743014335632,3488.833605872,-0.64567631483078,1.0020742416381836,1.0020742416381836,0,166.22560119628906,0.8565969467163086,0.2893311679363251,0.19921495020389557,0.00030710414284840226,1.5598243474960327,0,3370.734130859375,10,0.9043743014335632,25.770000457763672,0.8201344013214111,8.360713005065918,1000,8.907848358154297,68.9000015258789,1746565821.2002354,0.01958271861076355,97.00521850585938
1,1.160544753074646,-0.2137354165315628,0,-0.3884848356246948,0.002462612232193351,0.8780760765075684,0.8780760765075684,0.8780760765075684,0.9298615455627441,0.012038610875606537,0.22504673898220062,117.05198669433594,29,580000.0,5.289445877075195,1.305334210395813,2.155038595199585,28,0.04200093448162079,1.003482699394226,23.26723289489746,-1.2207030941624453e-08,0.9298615455627441,3605.839935895,0.15781554579734802,1.003482699394226,1.003482699394226,0,170.8642578125,-3.588557243347168,0.2937612235546112,0.09467089921236038,0.00031294021755456924,1.5663399696350098,0,3487.8583984375,10,0.9298615455627441,22.139999389648438,0.8984025120735168,8.875103950500488,1000,5.319291114807129,25.100000381469727,1746565938.3257027,0.011737784370779991,93.78473663330078
1,1.1626969575881958,0.09611308574676514,0,-0.2923717498779297,0.0013131272280588746,0.9035689830780029,0.9035689830780029,0.9035689830780029,0.9551916718482971,0.00463537871837616,0.2487817108631134,116.93694305419922,30,600000.0,4.818506240844727,1.228316068649292,1.9380537271499634,29,0.04663631319999695,1.0018571615219116,22.94080352783203,7.629394338515283e-10,0.9551916718482971,3724.936562601,-0.8915321826934814,1.0018571615219116,1.0018571615219116,0,171.0323486328125,0.15021848678588867,0.30558258295059204,0.13512881100177765,0.0003001512086484581,1.5679640769958496,0,3604.868896484375,10,0.9551916718482971,22.18000030517578,0.8906683325767517,9.558929443359375,1000,5.469509601593018,37.599998474121094,1746566055.3318195,0.013255905359983444,93.9961166381836
1,1.16102135181427,-0.03675362467765808,0,-0.32912537455558777,0.0006469822255894542,0.9283178448677063,0.9283178448677063,0.9283178448677063,0.9802741408348083,0.008071348071098328,0.2548307478427887,119.01806640625,31,620000.0,4.8059797286987305,1.1557308435440063,2.0429975986480713,30,0.054707661271095276,1.0009149312973022,23.270816802978516,-1.525878801089675e-08,0.9802741408348083,3846.945506271,-0.3273700773715973,1.0009149312973022,1.0009149312973022,0,168.04171752929688,-0.23491191864013672,0.2945157587528229,0.13193392753601074,0.0003152393037453294,1.566433310508728,0,3723.960693359375,10,0.9802741408348083,20.829999923706055,0.9550275206565857,10.659916877746582,1000,5.234597682952881,31.700000762939453,1746566174.428323,0.01497325673699379,95.74722290039062
1,1.1563129425048828,0.2014617919921875,0,-0.12766358256340027,0.0008256848668679595,0.9542471766471863,0.9542471766471863,0.9542471766471863,1.0052053928375244,-0.014604073017835617,0.3312093913555145,121.74900817871094,32,640000.0,5.423666477203369,0.8388828039169312,2.3170273303985596,31,0.04010358825325966,1.00116765499115,23.06443214416504,-4.577636492086867e-09,1.0052053928375244,3968.629863478,1.0972529649734497,1.00116765499115,1.00116765499115,0,164.2723846435547,4.002955913543701,0.2778458595275879,0.21303308010101318,0.0003510464739520103,1.562573790550232,0,3845.79052734375,10,1.0052053928375244,21.489999771118164,1.2117358446121216,11.32360553741455,1000,9.237553596496582,75.3499984741211,1746566296.436743,0.028420208021998405,98.68455505371094
1,1.1526479721069336,-0.031785354018211365,0,-0.15944893658161163,0.0009616786846891046,0.9807360172271729,0.9807360172271729,0.9807360172271729,1.030076026916504,0.005592316389083862,0.2920152544975281,121.5703125,33,660000.0,4.920837879180908,1.0057064294815063,1.876612901687622,32,0.04569590464234352,1.0013599395751953,23.33843231201172,6.103515470812226e-09,1.030076026916504,4087.043499266,0.44345784187316895,1.0013599395751953,1.0013599395751953,0,164.51385498046875,-0.41796302795410156,0.29368165135383606,0.1731473058462143,0.0003111188125330955,1.5595670938491821,0,3967.6328125,10,1.030076026916504,22.190000534057617,1.1267967224121094,11.967999458312988,1000,8.81959056854248,62.79999923706055,1746566418.1217027,0.01977367326617241,98.23185729980469
1,1.1499056816101074,-0.15267424285411835,0,-0.31212317943573,0.0018855376401916146,1.0066728591918945,1.0066728591918945,1.0066728591918945,1.0549867153167725,-0.0009412690997123718,0.2718965411186218,118.3310775756836,34,680000.0,5.046658992767334,1.1306968927383423,2.1079800128936768,33,0.04475463554263115,1.0026664733886719,22.772005081176758,6.532669072356612e-09,1.0549867153167725,4205.686942729,-0.5360335111618042,1.0026664733886719,1.0026664733886719,0,169.01730346679688,-3.0131850242614746,0.3074325621128082,0.16733220219612122,0.0003024176985491067,1.5571731328964233,0,4086.064208984375,10,1.0549867153167725,23.100000381469727,1.1268538236618042,12.236579895019531,1000,5.806405544281006,37.849998474121094,1746566536.5355837,0.01564362272620201,95.55905151367188
1,1.1440485715866089,-0.03027057647705078,0,-0.34239375591278076,0.0006084881024435163,1.0318613052368164,1.0318613052368164,1.0318613052368164,1.07986581325531,-0.010704021900892258,0.26187214255332947,118.56097412109375,35,700000.0,5.134557247161865,1.0260003805160522,2.0698330402374268,34,0.03405061364173889,1.000860571861267,23.251609802246094,-3.433227480087453e-09,1.07986581325531,4326.249459176,-0.3002188801765442,1.000860571861267,1.000860571861267,0,168.6895751953125,-0.40048789978027344,0.2686809003353119,0.15107198059558868,0.0003776371304411441,1.5516380071640015,0,4204.70263671875,10,1.07986581325531,22.219999313354492,1.1302542686462402,11.887072563171387,1000,5.405917644500732,32.150001525878906,1746566655.178512,0.01899917609989643,95.30934143066406
