Metrics/LagrangeMultiplier/Min,_timestamp,Train/PolicyStd,Safety/ShieldLagrangeMultiplier,Safety/EpCostShield,Train/PolicyRatio/Std,Time/FPS,Time/Total,Loss/Loss_cost_critic,Value/cost,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_adv_c,_runtime,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Loss/Loss_pi,Train/StopIter,Safety/shield_violation,Value/Adv,Loss/Loss_pi/Delta,Time/Update,_step,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Train/Epoch,Train/PolicyRatio/Min,Train/KL,Value/reward,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic,Train/LR,Metrics/EpRet,TotalEnvSteps,Time/Epoch,Train/PolicyRatio/Max,Time/Rollout,Train/Entropy,Metrics/EpLen,Train/PolicyRatio
0.03599999472498894,1746521700.891566,0.9913564920425415,0.044999994337558746,10.850000381469727,0.008595133200287819,82.63035583496094,242.0429229736328,2.4766950607299805,-0.04768315330147743,0.03599999472498894,0,2.4766950607299805,0.044999994337558746,NaN,464.680519795,0.044999994337558746,3.799999952316284,-0.4357443153858185,40,0.10761330276727676,0.06321990489959717,-0.4357443153858185,127.78131103515625,1,0.010118902660906315,0,0,1.0031962394714355,0.008007146418094635,0.2724601924419403,0.03599999472498894,0.010118902660906315,0.0002969999914057553,-1.2673474550247192,20000.0,242.04180908203125,1.0031962394714355,114.26042175292969,1.4102120399475098,1000,1.0031962394714355
0.06809477508068085,1746521922.6471386,0.9435104727745056,0.07550834864377975,48.849998474121094,0.012273923493921757,90.2162094116211,463.803955078125,8.224459648132324,0.2133839875459671,0.06809477508068085,0,5.747764587402344,0.07550834864377975,NaN,687.94240891,0.07550834864377975,11.475000381469727,-0.4268488585948944,40,0.8586475849151611,-0.04783462733030319,0.008895456790924072,127.6219482421875,2,-0.0037121851928532124,0,1,1.0052988529205322,0.013408130966126919,0.21430234611034393,0.06809477508068085,0.0064067174680531025,0.00029399999766610563,-0.9492193460464478,40000.0,221.68963623046875,1.0052988529205322,94.06763458251953,1.3607029914855957,1000,1.0052987337112427
0.10088466107845306,1746522145.9090912,0.9000089168548584,0.10737671703100204,70.80000305175781,0.012931975536048412,89.60677337646484,687.0674438476562,8.320390701293945,0.6522448062896729,0.10088466107845306,0,0.0959310531616211,0.10737671703100204,NaN,919.46234407,0.10737671703100204,16.016666412353516,-0.4006548523902893,40,1.699893593788147,0.07334733754396439,0.026194006204605103,127.74019622802734,3,-0.0009546596556901932,0,2,1.0092185735702515,0.014753323048353195,0.17545431852340698,0.10088466107845306,0.005452057812362909,0.000291000003926456,-0.810793936252594,60000.0,223.19740295410156,1.0092185735702515,95.45713806152344,1.3134210109710693,1000,1.0092185735702515
0.13372044265270233,1746522377.42908,0.8672122359275818,0.140257328748703,84.9000015258789,0.01233344990760088,86.42074584960938,918.5582885742188,13.26889419555664,1.8314591646194458,0.13372044265270233,0,4.948503494262695,0.140257328748703,NaN,1149.398773009,0.140257328748703,23.962499618530273,-0.41344112157821655,40,5.199283599853516,-0.06817424297332764,-0.012786269187927246,129.4681396484375,4,0.004370720591396093,0,3,1.0083248615264893,0.011963906697928905,0.14982256293296814,0.13372044265270233,0.009822778403759003,0.0002880000101868063,-0.20560722053050995,80000.0,231.4259033203125,1.0083248615264893,101.95769500732422,1.2763289213180542,1000,1.0083248615264893
0.16718065738677979,1746522607.3654602,0.8461211919784546,0.17363101243972778,111.80000305175781,0.011226304806768894,87.00728607177734,1148.517333984375,10.000832557678223,1.9070090055465698,0.16718065738677979,0,-3.268061637878418,0.17363101243972778,NaN,1379.389853903,0.17363101243972778,27.309999465942383,-0.35832586884498596,40,5.171462535858154,0.11447763442993164,0.05511525273323059,128.64215087890625,5,0.0005153808742761612,0,4,1.0073132514953613,0.009691298007965088,0.17510393261909485,0.16718065738677979,0.010338159278035164,0.0002849999873433262,0.2326318919658661,100000.0,229.86581420898438,1.0073132514953613,101.22357940673828,1.2516911029815674,1000,1.0073132514953613
0.2011360228061676,1746522837.3565776,0.8181068897247314,0.2074735164642334,79.30000305175781,0.012020155787467957,86.99546813964844,1378.485595703125,8.924352645874023,2.231149435043335,0.2011360228061676,0,-1.0764799118041992,0.2074735164642334,NaN,1609.382084996,0.2074735164642334,32.790000915527344,-0.4032434821128845,40,6.715056419372559,0.048191193491220474,-0.04491761326789856,128.35081481933594,6,-8.334778249263763e-05,0,5,1.0097578763961792,0.012006404809653759,0.18340781331062317,0.2011360228061676,0.010254811495542526,0.00028199999360367656,0.919212818145752,120000.0,229.89703369140625,1.0097578763961792,101.54615783691406,1.2180691957473755,1000,1.0097578763961792
0.2355114072561264,1746523067.3486853,0.7919367551803589,0.24188855290412903,97.0999984741211,0.012594912201166153,86.9864501953125,1608.500244140625,9.39045238494873,2.2627158164978027,0.2355114072561264,0,0.46609973907470703,0.24188855290412903,NaN,1843.075691713,0.24188855290412903,39.189998626708984,-0.37551581859588623,40,6.246519565582275,0.24631854891777039,0.02772766351699829,127.78511047363281,7,0.0033652111887931824,0,6,1.009482979774475,0.012677722610533237,0.19991622865200043,0.2355114072561264,0.013620022684335709,0.0002789999998640269,1.666597604751587,140000.0,229.9208526611328,1.009482979774475,102.13567352294922,1.1855608224868774,1000,1.0094828605651855
0.27030888199806213,1746523301.0424454,0.7747253775596619,0.2768387198448181,119.0,0.0125313401222229,85.60877990722656,1842.1917724609375,17.557697296142578,2.7035253047943115,0.27030888199806213,0,8.167244911193848,0.2768387198448181,NaN,2075.377131698,0.2768387198448181,45.349998474121094,-0.3218061625957489,40,6.757137298583984,0.0488523468375206,0.05370965600013733,130.06837463378906,8,0.0011738007888197899,0,7,1.0092265605926514,0.013946891762316227,0.2176308035850525,0.27030888199806213,0.014793823473155499,0.00027600000612437725,2.6557953357696533,160000.0,233.62091064453125,1.0092265605926514,103.55248260498047,1.163638949394226,1000,1.0092265605926514
0.3056197166442871,1746523533.3438387,0.7573030591011047,0.31214359402656555,106.5,0.012671125121414661,86.12947845458984,2074.47216796875,13.27509593963623,3.4471797943115234,0.3056197166442871,0,-4.282601356506348,0.31214359402656555,NaN,2308.436008974,0.31214359402656555,43.75,-0.37737172842025757,40,9.132134437561035,-0.019517576321959496,-0.05556556582450867,129.34532165527344,9,0.001630549319088459,0,8,1.0114940404891968,0.012060464359819889,0.25422146916389465,0.3056197166442871,0.016424372792243958,0.0002730000123847276,3.2912604808807373,180000.0,232.2085418701172,1.0114940404891968,102.86312103271484,1.1408860683441162,1000,1.0114940404891968
0.3413960933685303,1746523766.4025898,0.7374116778373718,0.3476915955543518,104.1500015258789,0.01376819796860218,85.84910583496094,2307.533447265625,14.425801277160645,3.0602753162384033,0.3413960933685303,0,1.150705337524414,0.3476915955543518,NaN,2540.227473881,0.3476915955543518,46.31999969482422,-0.36405372619628906,40,8.296850204467773,0.12101371586322784,0.013318002223968506,128.47262573242188,10,0.007491583004593849,0,9,1.011525273323059,0.015559188090264797,0.32592037320137024,0.3413960933685303,0.023915955796837807,0.0002699999895412475,4.060878276824951,200000.0,232.96690368652344,1.011525273323059,104.49421691894531,1.1142950057983398,1000,1.011525273323059
