Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Train/LR,Safety/ShieldLagrangeMultiplier/Max,Value/reward,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Std,Time/Update,_step,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Train/PolicyRatio/Max,Loss/Loss_cost_critic,Metrics/EpRet,_runtime,TotalEnvSteps,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Metrics/EpLen,Time/Rollout,_timestamp,Train/Entropy,Time/Epoch,Train/PolicyStd,Time/Total,Loss/Loss_reward_critic/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Min,Value/cost,Metrics/EpCost,Train/PolicyRatio,Train/KL,Loss/Loss_pi/Delta,Train/StopIter,Time/FPS,Value/Adv,Safety/EpCostShield,Train/Epoch,Train/PolicyRatio/Std,Loss/Loss_reward_critic
1.0039734840393066,0.03599999472498894,0.03599999472498894,0.0002969999914057553,0.044999994337558746,0.059587571769952774,0,-0.45773255825042725,0,127.34915924072266,1,7.285513401031494,NaN,1.0039734840393066,7.285513401031494,-2.198275327682495,457.707626212,20000.0,0.044999994337558746,0.03599999472498894,1000,119.73170471191406,1746496655.0846033,1.3833129405975342,247.0809326171875,0.9652124643325806,247.08180236816406,0.007249378599226475,-0.11319983005523682,0.044999994337558746,-0.14899300038814545,16.700000762939453,1.0039734840393066,0.012362581677734852,-0.45773255825042725,40,80.94513702392578,0.124534472823143,54.849998474121094,0,0.011460065841674805,0.007249378599226475
1.0029208660125732,0.07011987268924713,0.07011987268924713,0.00029399999766610563,0.07969450950622559,0.030332455411553383,0,-0.4262698292732239,0,125.53387451171875,2,14.834340572357178,NaN,1.0029208660125732,22.119853973388672,-1.2469360828399658,670.354471965,40000.0,0.07969450950622559,0.07011987268924713,1000,84.07731628417969,1746496864.7881045,1.3472566604614258,209.6112518310547,0.9311584234237671,456.7904052734375,-0.0035583849530667067,1.5890930891036987,0.07969450950622559,0.16585993766784668,30.375,1.0029208660125732,0.015268462710082531,0.03146272897720337,40,95.41472625732422,-0.04365164041519165,81.69999694824219,1,0.012649877928197384,0.003690993646159768
1.0029510259628296,0.10373111069202423,0.10373111069202423,0.000291000003926456,0.11361108720302582,0.05024801194667816,0,-0.36092862486839294,0,126.70500946044922,3,12.626667022705078,NaN,1.0029510259628296,34.74652099609375,-0.2223709374666214,885.464550019,60000.0,0.11361108720302582,0.10373111069202423,1000,85.86457824707031,1746497077.4350963,1.3223872184753418,212.56964111328125,0.908367395401001,669.4500122070312,0.006408239481970668,3.453371524810791,0.11361108720302582,1.7716996669769287,47.43333435058594,1.0029510259628296,0.010150134563446045,0.06534120440483093,40,94.0868148803711,-0.07877800613641739,133.1999969482422,2,0.011002974584698677,0.010099233128130436
1.003243088722229,0.13757044076919556,0.13757044076919556,0.0002880000101868063,0.14778761565685272,0.07584763318300247,0,-0.3344062566757202,0,127.1977310180664,4,-8.158746719360352,NaN,1.003243088722229,26.5877742767334,0.37248143553733826,1098.871353973,80000.0,0.14778761565685272,0.13757044076919556,1000,87.83995819091797,1746497292.5453305,1.2884531021118164,215.03775024414062,0.8782567381858826,884.561767578125,-0.0010953284800052643,5.703550338745117,0.14778761565685272,3.148364782333374,58.962501525878906,1.003243088722229,0.010679496452212334,0.02652236819267273,40,93.00692749023438,0.055933453142642975,155.35000610351562,3,0.010732262395322323,0.009003904648125172
1.004071831703186,0.1719379872083664,0.1719379872083664,0.0002849999873433262,0.18234926462173462,0.10917042195796967,0,-0.3419882357120514,0,125.643798828125,5,0.41679954528808594,NaN,1.004071831703186,27.004573822021484,0.9996984601020813,1311.823461059,100000.0,0.18234926462173462,0.1719379872083664,1000,87.69450378417969,1746497505.9519186,1.2704250812530518,213.33836364746094,0.8627375960350037,1097.968505859375,0.00467879232019186,7.56220006942749,0.18234926462173462,4.79540491104126,59.83000183105469,1.004071831703186,0.006553088314831257,-0.007581979036331177,40,93.74779510498047,-0.1288275420665741,130.8000030517578,4,0.009573702700436115,0.013682696968317032
1.0046757459640503,0.20674104988574982,0.20674104988574982,0.00028199999360367656,0.21604295074939728,0.18436138331890106,0,-0.3783656060695648,0,126.33116912841797,6,-12.267874717712402,NaN,1.0046757459640503,14.736699104309082,2.2589328289031982,1527.08757245,120000.0,0.21604295074939728,0.20674104988574982,1000,86.5299301147461,1746497718.903502,1.2588902711868286,212.86117553710938,0.8526673316955566,1310.903076171875,0.000325813889503479,7.439756870269775,0.21604295074939728,4.712871551513672,62.209999084472656,1.0046756267547607,0.007352548185735941,-0.03637737035751343,40,93.95795440673828,0.26382604241371155,75.75,5,0.009514869190752506,0.01400851085782051
1.0037837028503418,0.2418912947177887,0.2418912947177887,0.0002789999998640269,0.2498416304588318,0.23575365543365479,0,-0.37346336245536804,0,127.0881118774414,7,2.431462287902832,NaN,1.0037837028503418,17.168161392211914,3.2565507888793945,1739.46603525,140000.0,0.2498416304588318,0.2418912947177887,1000,87.88439178466797,1746497934.1675906,1.2385530471801758,214.97254943847656,0.8353705406188965,1525.9736328125,0.0018943697214126587,8.557820320129395,0.2498416304588318,4.781719207763672,63.0099983215332,1.0037837028503418,0.007419561501592398,0.004902243614196777,40,93.0351333618164,0.12822437286376953,103.3499984741211,6,0.010009007528424263,0.01590288057923317
1.0039429664611816,0.2771243453025818,0.2771243453025818,0.00027600000612437725,0.28324171900749207,0.3181074261665344,0,-0.41709792613983154,0,125.71427154541016,8,-4.5609893798828125,NaN,1.0039429664611816,12.607172012329102,3.9236207008361816,1951.17492582,160000.0,0.28324171900749207,0.2771243453025818,1000,86.57408142089844,1746498146.5467415,1.233433485031128,212.2884063720703,0.8310465812683105,1738.5596923828125,6.209872663021088e-05,9.142126083374023,0.28324171900749207,4.886868000030518,54.72999954223633,1.0039429664611816,0.006960889790207148,-0.0436345636844635,40,94.21145629882812,0.3009628653526306,82.5999984741211,7,0.009694361127912998,0.01596497930586338
1.005133032798767,0.3119199872016907,0.3119199872016907,0.0002730000123847276,0.31579095125198364,0.4106813967227936,0,-0.43570804595947266,0,126.61526489257812,9,-2.0203981399536133,NaN,1.005133032798767,10.586773872375488,5.005371570587158,2162.516157484,180000.0,0.31579095125198364,0.3119199872016907,1000,85.02316284179688,1746498358.2557464,1.2065125703811646,211.6384735107422,0.8090218305587769,1950.269775390625,0.00294477678835392,8.69711971282959,0.31579095125198364,4.591310024261475,42.11000061035156,1.005133032798767,0.010389251634478569,-0.018610119819641113,40,94.50077819824219,-0.06055060401558876,64.0,8,0.010620522312819958,0.0189097560942173
1.0051872730255127,0.346152126789093,0.346152126789093,0.0002699999895412475,0.347732812166214,0.49971601366996765,0,-0.4028797447681427,0,126.86048126220703,10,0.5658235549926758,NaN,1.0051872730255127,11.152597427368164,6.062526226043701,2376.430645935,200000.0,0.347732812166214,0.346152126789093,1000,84.41449737548828,1746498569.5969932,1.1839911937713623,211.2750244140625,0.7909131646156311,2161.615478515625,0.005501680076122284,7.42781400680542,0.347732812166214,3.919694185256958,37.79999923706055,1.0051872730255127,0.008484848774969578,0.032828301191329956,40,94.66333770751953,0.3131529688835144,65.75,9,0.010341325774788857,0.024411436170339584
