Value/cost,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_violation,Metrics/LagrangeMultiplier/Max,_runtime,Train/KL,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,Value/Adv,Misc/Alpha,Metrics/LagrangeMultiplier,Train/PolicyRatio/Max,Train/PolicyRatio,Misc/FinalStepNorm,_step,Time/Total,Metrics/EpRet,Time/Update,Value/reward,Metrics/LagrangeMultiplier/Std,Train/StopIter,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield,Loss/Loss_cost_critic,Loss/Loss_pi/Delta,Train/LR,Misc/AcceptanceStep,Time/Rollout,Loss/Loss_reward_critic/Delta,Metrics/EpLen,Train/Epoch,Safety/shield_adv_c,Misc/xHx,Time/FPS,Time/Epoch,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,_timestamp,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier,Train/Entropy,Misc/gradient_norm,Loss/Loss_reward_critic,Metrics/EpCost
-0.18911506235599518,0.04500000178813934,20000.0,0.04500000178813934,0.03248393163084984,0.03599999472498894,340.2515236,0.00032716747955419123,0,1.015829086303711,-1.3732909920349812e-08,3.11806058883667,0.03599999472498894,1.0003327131271362,1.0003327131271362,0.2888619899749756,1,192.4839324951172,-3.329169750213623,37.0345458984375,0.01922370307147503,0,10,1.0003327131271362,0.00023523560957983136,0.03599999472498894,1.100000023841858,0.11190914362668991,-0.26160669326782227,0,1,155.44810485839844,0.014521430246531963,1000,0,-0.006758536212146282,0.0020571157801896334,103.90544891357422,192.48268127441406,0.11190914362668991,-0.26160669326782227,1746557871.5983787,0.09264155477285385,0.04500000178813934,1.4345345497131348,0.02987264096736908,0.014521430246531963,0.30000001192092896
-0.15362548828125,0.07759507745504379,40000.0,0.07759507745504379,0.020967911928892136,0.0686262845993042,492.444075735,0.00042071862844750285,0,1.0278654098510742,3.814697180359872e-08,2.268523693084717,0.0686262845993042,1.0010297298431396,1.00102961063385,0.218319833278656,2,338.9275207519531,-3.1581614017486572,36.29718780517578,-0.04679197072982788,0,10,1.0010297298431396,0.000728016544599086,0.0686262845993042,2.950000047683716,0.2601259648799896,-0.04294884204864502,0,1,109.77918243408203,-0.001156466081738472,1000,1,0.012052422389388084,0.003886353224515915,136.91465759277344,146.07640075683594,0.1482168212532997,-0.3045555353164673,1746558017.7910852,0.09623871743679047,0.07759507745504379,1.4463753700256348,0.07932320237159729,0.013364964164793491,0.15000000596046448
-0.12136911600828171,0.10308131575584412,60000.0,0.10308131575584412,0.14896738529205322,0.09918683022260666,648.1308904,0.0004359278245829046,0,1.024881362915039,0.0,1.8785940408706665,0.09918683022260666,1.002002477645874,1.0020023584365845,0.21504110097885132,3,491.1378173828125,-2.5039570331573486,36.43907928466797,-0.07427190989255905,0,10,1.002002477645874,0.001415909267961979,0.09918683022260666,23.649999618530273,1.4134504795074463,0.006976217031478882,0,1,115.66752624511719,-0.004582465626299381,1000,2,-0.0004031974822282791,0.0056671323254704475,131.4866943359375,152.1066436767578,1.1533245146274567,-0.2975793182849884,1746558169.9836762,0.11446917057037354,0.10308131575584412,1.4434884786605835,0.10290828347206116,0.00878249853849411,0.10000000149011612
-0.09988740086555481,0.13207492232322693,80000.0,0.13207492232322693,0.2511293590068817,0.1279301941394806,800.046702793,0.0004733475507237017,0,1.0199164152145386,1.4877318932349226e-08,1.4720458984375,0.1279301941394806,1.0003705024719238,1.0003705024719238,0.18852026760578156,4,646.82568359375,-2.1407036781311035,36.69282531738281,-0.07547207176685333,0,10,1.0003705024719238,0.0002619848237372935,0.1279301941394806,28.549999237060547,1.3918477296829224,0.012988030910491943,0,1,118.89547729492188,-0.004394653718918562,1000,3,-0.018193775787949562,0.009229683317244053,128.54434204101562,155.5883331298828,-0.021602749824523926,-0.28459128737449646,1746558325.6705334,0.12806683778762817,0.13207492232322693,1.438651204109192,0.1463860124349594,0.004387844819575548,0.07500000298023224
-0.08308177441358566,0.1627974659204483,100000.0,0.1627974659204483,0.7382667064666748,0.1514522284269333,964.199668001,0.0002549237688072026,0,1.0025756359100342,1.1444091230217168e-09,2.325355052947998,0.1514522284269333,1.000087022781372,1.0000869035720825,0.34823575615882874,5,798.7437133789062,-1.713769555091858,35.53050231933594,-0.04740818217396736,0,10,1.000087022781372,6.147821113700047e-05,0.1514522284269333,20.950000762939453,3.0206456184387207,-0.0037339329719543457,0,1,116.30402374267578,-0.0016718045808374882,1000,4,0.4006604850292206,0.003698709886521101,131.72232055664062,151.83456420898438,1.6287978887557983,-0.2883252203464508,1746558477.5862346,0.14975593984127045,0.1627974659204483,1.4214401245117188,0.042783305048942566,0.00271604023873806,1.7699999809265137
0.4570881724357605,0.18970836699008942,120000.0,0.18970836699008942,1.2096734046936035,0.17225846648216248,1125.118372708,0.00031971640419214964,0,1.000402808189392,-7.629394338515283e-10,2.131627321243286,0.17225846648216248,0.9996687769889832,0.9996687769889832,0.32367193698883057,6,962.8965454101562,-1.046519160270691,33.292198181152344,-0.04025203734636307,0,10,0.9996687769889832,0.00023425219114869833,0.17225846648216248,104.75,16.69915008544922,0.1524936407804489,0,1,130.7761688232422,0.0018140668980777264,1000,5,1.3564928770065308,0.004401558078825474,121.9003677368164,164.06842041015625,13.678504467010498,-0.1358315795660019,1746558641.7387693,0.1518426537513733,0.18970836699008942,1.419224739074707,0.05777639150619507,0.004530107136815786,13.460000038146973
0.6087391376495361,0.21568642556667328,140000.0,0.21568642556667328,1.8911089897155762,0.1976294219493866,1301.636001087,0.0003000625583808869,0,1.00710129737854,7.629394338515283e-10,2.1636714935302734,0.1976294219493866,1.0019358396530151,1.0019358396530151,0.29955145716667175,7,1123.8004150390625,-0.46903881430625916,38.65882110595703,-0.023148301988840103,0,10,1.0019358396530151,0.001368817174807191,0.1976294219493866,17.850000381469727,3.8730523586273193,-0.1570647805929184,0,1,122.15936279296875,0.0014544832520186901,1000,6,-0.46983757615089417,0.004272148013114929,124.36400604248047,160.8182373046875,-12.8260977268219,-0.2928963601589203,1746558802.6573513,0.1384459137916565,0.21568642556667328,1.4256731271743774,0.05323975905776024,0.0059845903888344765,14.0600004196167
0.9054657220840454,0.2438456267118454,160000.0,0.2438456267118454,2.7855679988861084,0.2245919108390808,1455.633294022,0.0003311353793833405,0,1.0172924995422363,2.1362303925798187e-08,1.5458028316497803,0.2245919108390808,0.9996681213378906,0.9996681213378906,0.30386582016944885,8,1300.305908203125,-0.1562827080488205,39.29704284667969,-0.020821567624807358,0,10,0.9996681213378906,0.00023464555852115154,0.2245919108390808,129.8000030517578,13.970643043518066,0.34386448562145233,0,1,137.1011505126953,-0.003527464345097542,1000,7,3.6567511558532715,0.008369918912649155,113.37982940673828,176.39822387695312,10.097590684890747,0.05096812546253204,1746558979.175676,0.19657476246356964,0.2438456267118454,1.4351528882980347,0.11575394123792648,0.0024571260437369347,28.459999084472656
1.2181378602981567,0.2712600529193878,180000.0,0.2712600529193878,3.445584297180176,0.25385433435440063,1615.361264937,0.000309516181005165,0,1.0231350660324097,-4.577636492086867e-09,2.091404914855957,0.25385433435440063,1.0012149810791016,1.0012149810791016,0.32487139105796814,9,1454.3187255859375,0.10851097106933594,35.403175354003906,-0.009775488637387753,0,10,1.0012149810791016,0.0008591775549575686,0.25385433435440063,28.049999237060547,6.051336765289307,-0.3559439033269882,0,1,118.50187683105469,0.00013119098730385303,1000,8,0.05979397892951965,0.004572490230202675,129.95021057128906,153.9051055908203,-7.91930627822876,-0.3049757778644562,1746559133.1725342,0.1553364396095276,0.2712600529193878,1.4399811029434204,0.04180339723825455,0.0025883170310407877,30.510000228881836
1.3106470108032227,0.2987443208694458,200000.0,0.2987443208694458,2.9559733867645264,0.2849426567554474,1780.786188488,0.0003949732054024935,0,1.0263022184371948,-7.629394005448376e-09,1.9396413564682007,0.2849426567554474,1.0004069805145264,1.0004068613052368,0.30058833956718445,10,1614.048828125,0.1413290649652481,37.365535736083984,0.0004070474242325872,0,10,1.0004069805145264,0.00028772250516340137,0.2849426567554474,37.650001525878906,7.8778300285339355,0.14577098190784454,0,1,122.26467895507812,0.004817652748897672,1000,9,0.006276115775108337,0.005316016264259815,125.28953552246094,159.63026428222656,1.826493263244629,-0.15920479595661163,1746559292.9005492,0.15497109293937683,0.2987443208694458,1.4422311782836914,0.08613655716180801,0.007405969779938459,33.689998626708984
