Value/cost,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_violation,Metrics/LagrangeMultiplier/Max,_runtime,Train/KL,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,Value/Adv,Misc/Alpha,Metrics/LagrangeMultiplier,Train/PolicyRatio/Max,Train/PolicyRatio,Misc/FinalStepNorm,_step,Time/Total,Metrics/EpRet,Time/Update,Value/reward,Metrics/LagrangeMultiplier/Std,Train/StopIter,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield,Loss/Loss_cost_critic,Loss/Loss_pi/Delta,Train/LR,Misc/AcceptanceStep,Time/Rollout,Loss/Loss_reward_critic/Delta,Metrics/EpLen,Train/Epoch,Safety/shield_adv_c,Misc/xHx,Time/FPS,Time/Epoch,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,_timestamp,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier,Train/Entropy,Misc/gradient_norm,Loss/Loss_reward_critic,Metrics/EpCost
0.8343236446380615,0.3261905908584595,220000.0,0.3261905908584595,2.7930469512939453,0.31708312034606934,1946.634789613,0.0003230091242585331,0,1.0292984247207642,-4.577636492086867e-09,2.0860116481781006,0.31708312034606934,1.001034140586853,1.001034140586853,0.3137645125389099,11,1779.4788818359375,0.17287522554397583,36.267635345458984,-0.005863002967089415,0,10,1.001034140586853,0.0007311635417863727,0.31708312034606934,35.54999923706055,5.171245574951172,-0.08957025408744812,0,1,129.06515502929688,-0.002420230768620968,1000,10,-0.35645562410354614,0.004596165381371975,120.96812438964844,165.3328094482422,-2.7065844535827637,-0.24877505004405975,1746559458.325668,0.15041358768939972,0.3261905908584595,1.4447851181030273,0.07805711030960083,0.0049857390113174915,22.8700008392334
1.2681796550750732,0.3534153401851654,240000.0,0.3534153401851654,3.6607089042663574,0.3502318561077118,2107.448297181,0.0003452785313129425,0,1.0527913570404053,4.577636492086867e-09,1.7970303297042847,0.3502318561077118,1.0006062984466553,1.0006061792373657,0.27855992317199707,12,1945.315673828125,0.16616173088550568,37.657135009765625,0.002175733679905534,0,10,1.0006062984466553,0.00042860532994382083,0.3502318561077118,32.099998474121094,4.912879943847656,-0.009926602244377136,0,1,128.08934020996094,0.0006274878978729248,1000,11,-0.9572397470474243,0.006193248089402914,120.66617584228516,165.7465362548828,-0.2583656311035156,-0.2587016522884369,1746559624.1738367,0.15501125156879425,0.3534153401851654,1.4680341482162476,0.07584381848573685,0.005613226909190416,25.459999084472656
0.8953253030776978,0.3820750117301941,260000.0,0.3820750117301941,2.881542205810547,0.3832612633705139,2261.906588857,0.0002799087669700384,0,1.065159797668457,2.5749204990432872e-09,1.7994892597198486,0.3832612633705139,1.0006908178329468,1.0006908178329468,0.32849207520484924,13,2106.11669921875,0.056245021522045135,35.31207275390625,0.004802154377102852,0,10,1.0006908178329468,0.0004883976653218269,0.3832612633705139,62.75,4.329896450042725,0.10049150884151459,0,1,125.38407897949219,-8.523231372237206e-05,1000,12,0.034516170620918274,0.006176333874464035,124.45845031738281,160.69619750976562,-0.5829834938049316,-0.1582101434469223,1746559784.9870567,0.18254739046096802,0.3820750117301941,1.4803457260131836,0.05103122070431709,0.005527994595468044,16.200000762939453
1.827126383781433,0.40875017642974854,280000.0,0.40875017642974854,3.8128609657287598,0.41597795486450195,2414.66526879,0.0003265100531280041,0,1.0690429210662842,-7.629394338515283e-10,2.1054649353027344,0.41597795486450195,1.0026615858078003,1.0026615858078003,0.28917819261550903,14,2260.582275390625,-0.07204630970954895,36.01986312866211,0.001267302897758782,0,10,1.0026615858078003,0.0018819972174242139,0.41597795486450195,9.399999618530273,3.1582727432250977,-0.20322732627391815,0,1,118.32443237304688,0.009488721378147602,1000,13,-0.31411322951316833,0.004511625040322542,129.58038330078125,154.34434509277344,-1.171623706817627,-0.36143746972084045,1746559939.445718,0.13734649121761322,0.40875017642974854,1.483792781829834,0.07127242535352707,0.015016715973615646,14.600000381469727
1.0804409980773926,0.4354669451713562,300000.0,0.4354669451713562,3.015437364578247,0.4481111168861389,2586.104839569,0.00030113550019450486,0,1.0813477039337158,0.0,2.218431234359741,0.4481111168861389,1.0023406744003296,1.0023406744003296,0.3091528117656708,15,2413.3447265625,-0.13843458890914917,37.715816497802734,-0.007634297013282776,0,10,1.0023406744003296,0.0016551348380744457,0.4481111168861389,34.29999923706055,3.9763453006744385,0.12139971554279327,0,1,114.9352798461914,-0.009786939714103937,1000,14,0.6334101557731628,0.004063843749463558,131.0177001953125,152.65113830566406,0.8180725574493408,-0.24003775417804718,1746560092.2042477,0.13935649394989014,0.4354669451713562,1.4949833154678345,0.05146261304616928,0.005229776259511709,12.449999809265137
1.5954080820083618,0.46297624707221985,320000.0,0.46297624707221985,3.058957576751709,0.48037126660346985,2750.712667266,0.00030644715297967196,0,1.1039445400238037,-9.155272984173735e-09,1.6507853269577026,0.48037126660346985,1.0013186931610107,1.0013185739517212,0.3020128905773163,16,2584.783935546875,-0.08592694997787476,37.88364028930664,-0.010537900030612946,0,10,1.0013186931610107,0.0009324006387032568,0.48037126660346985,47.04999923706055,5.394704341888428,0.042990803718566895,0,1,133.44711303710938,-0.0021164126228541136,1000,15,0.5969781875610352,0.007339191623032093,116.7332534790039,171.33079528808594,1.4183590412139893,-0.19704695045948029,1746560263.643886,0.18295101821422577,0.46297624707221985,1.5148736238479614,0.10313010960817337,0.0031133636366575956,16.6299991607666
1.26827871799469,0.48994800448417664,340000.0,0.48994800448417664,2.444350242614746,0.5124786496162415,2914.165272726,0.0003116207954008132,0,1.1084232330322266,4.577636492086867e-09,1.9381359815597534,0.5124786496162415,1.0010368824005127,1.0010367631912231,0.3034971356391907,17,2749.396484375,-0.10426021367311478,38.9706916809082,-0.0016522373771294951,0,10,1.0010368824005127,0.0007331303786486387,0.5124786496162415,26.450000762939453,3.328486919403076,-0.05560506880283356,0,1,125.53446960449219,0.002681024605408311,1000,16,-0.4833916425704956,0.0053242770954966545,121.57669067382812,164.50521850585938,-2.0662174224853516,-0.25265201926231384,1746560428.2519946,0.15659227967262268,0.48994800448417664,1.51944100856781,0.10136041045188904,0.0057943882420659065,14.720000267028809
1.4061578512191772,0.5196545720100403,360000.0,0.5196545720100403,3.5741209983825684,0.5447561740875244,3087.18001991,0.0003234225732740015,0,1.1108886003494263,-4.577636492086867e-09,1.2269853353500366,0.5447561740875244,0.999206006526947,0.999206006526947,0.30120185017585754,18,2912.824462890625,0.030424393713474274,39.75769805908203,-0.00039377473876811564,0,10,0.999206006526947,0.0005614522378891706,0.5447561740875244,103.69999694824219,4.868865489959717,0.2508882718393579,0,1,123.57183074951172,-0.0005759764462709427,1000,17,1.5921931266784668,0.013284673914313316,122.4518051147461,163.32955932617188,1.5403785705566406,-0.0017637474229559302,1746560591.7043254,0.2454812228679657,0.5196545720100403,1.5225954055786133,0.12788864970207214,0.005218411795794964,16.790000915527344
1.7247246503829956,0.551041841506958,380000.0,0.551041841506958,3.4259984493255615,0.5777977108955383,3249.935849467,0.00029951409669592977,0,1.1083801984786987,3.814697002724188e-09,1.3911352157592773,0.5777977108955383,1.000758171081543,1.000758171081543,0.3134726583957672,19,3085.843505859375,0.16879503428936005,39.09364700317383,-0.0033973606768995523,0,10,1.000758171081543,0.0005361640942282975,0.5777977108955383,84.0999984741211,7.727116107940674,-0.05997100716922432,0,1,133.79518127441406,0.0017757951281964779,1000,18,0.8395048379898071,0.010334532707929611,115.68123626708984,172.88888549804688,2.858250617980957,-0.06173475459218025,1746560764.71894,0.22533586621284485,0.551041841506958,1.520437240600586,0.11574913561344147,0.006994206923991442,21.84000015258789
2.076453924179077,0.5826659202575684,400000.0,0.5826659202575684,3.675081253051758,0.6115157008171082,3411.634283997,0.0003009843931067735,0,1.1086435317993164,3.051757735406113e-09,1.505644679069519,0.6115157008171082,1.0010541677474976,1.0010541677474976,0.3107832372188568,20,3248.62548828125,0.24426501989364624,36.64323806762695,-0.0026572085916996002,0,10,1.0010541677474976,0.0007453248836100101,0.6115157008171082,52.400001525878906,5.321854591369629,-0.12525412067770958,0,1,126.01408386230469,-0.0011805822141468525,1000,19,-0.0018889009952545166,0.00882235448807478,122.95784759521484,162.65737915039062,-2.405261516571045,-0.18698887526988983,1746560927.4747674,0.20641207695007324,0.5826659202575684,1.5203857421875,0.06835030764341354,0.005813624709844589,22.15999984741211
1.7244759798049927,0.6125054955482483,420000.0,0.6125054955482483,4.669154167175293,0.6453976631164551,3564.292501043,0.0002695861039683223,0,1.1263294219970703,-3.814697002724188e-09,1.7380657196044922,0.6453976631164551,1.0019421577453613,1.0019421577453613,0.30856820940971375,21,3410.319091796875,0.1947251558303833,38.828861236572266,0.00724415946751833,0,10,1.0019421577453613,0.0013733129017055035,0.6453976631164551,15.699999809265137,3.3816001415252686,-0.17985020577907562,0,1,122.76790618896484,0.0009170174598693848,1000,20,-0.1599898338317871,0.006620593834668398,123.76482391357422,161.5968017578125,-1.9402544498443604,-0.36683908104896545,1746561089.173401,0.17753539979457855,0.6125054955482483,1.5364675521850586,0.0733487531542778,0.006730642169713974,18.6200008392334
1.8601293563842773,0.6419362425804138,440000.0,0.6419362425804138,4.031551361083984,0.6792589426040649,3731.931413471,0.00028786377515643835,0,1.1632975339889526,7.629394005448376e-09,1.8375757932662964,0.6792589426040649,1.0019935369491577,1.0019935369491577,0.30335184931755066,22,3562.798583984375,0.1917412132024765,36.30858612060547,0.023505285382270813,0,10,1.0019935369491577,0.001409559161402285,0.6792589426040649,35.45000076293945,2.706989288330078,0.09939557313919067,0,1,116.0683822631836,0.003137306310236454,1000,21,-0.025410979986190796,0.0059229591861367226,131.25340270996094,152.3769989013672,-0.6746108531951904,-0.2674435079097748,1746561241.831262,0.165082648396492,0.6419362425804138,1.5688239336013794,0.08303194493055344,0.009867948479950428,17.34000015258789
1.912709355354309,0.6712684631347656,460000.0,0.6712684631347656,5.2368364334106445,0.7124502062797546,3886.406462618,0.0002986008476000279,0,1.1840094327926636,-7.629394005448376e-09,1.3116270303726196,0.7124502062797546,1.0022237300872803,1.0022236108779907,0.29736894369125366,23,3730.6259765625,0.20536471903324127,36.88860321044922,0.018970485776662827,0,10,1.0022237300872803,0.0015723021933808923,0.7124502062797546,40.04999923706055,4.0267229080200195,-0.0380626916885376,0,1,130.6551971435547,-0.005013902205973864,1000,22,-0.631736159324646,0.011625425890088081,119.37173461914062,167.54385375976562,1.3197336196899414,-0.3055061995983124,1746561409.4705982,0.22671760618686676,0.6712684631347656,1.5859794616699219,0.14286191761493683,0.004854046273976564,12.779999732971191
1.0299904346466064,0.698759913444519,480000.0,0.698759913444519,3.539719581604004,0.7442298531532288,4038.421646192,0.00032140041003003716,0,1.1903694868087769,1.5258788677030566e-09,1.7720515727996826,0.7442298531532288,1.0035723447799683,1.0035723447799683,0.2949160933494568,24,3885.099853515625,0.1203099936246872,36.72126007080078,0.01656532846391201,0,10,1.0035723447799683,0.0025260010734200478,0.7442298531532288,11.100000381469727,2.319174289703369,-0.038874685764312744,0,1,117.66217041015625,0.005507825408130884,1000,23,-0.8657923340797424,0.006369078531861305,129.54754638671875,154.38348388671875,-1.7075486183166504,-0.3443808853626251,1746561563.9454384,0.16642636060714722,0.698759913444519,1.5908608436584473,0.0682649090886116,0.010361871682107449,7.880000114440918
1.1329678297042847,0.7260066270828247,500000.0,0.7260066270828247,3.9266374111175537,0.7746158242225647,4196.373572394,0.0002377261407673359,0,1.193920612335205,-2.6702879907247734e-09,1.5768355131149292,0.7746158242225647,1.000449538230896,1.000449538230896,0.3355679512023926,25,4036.967041015625,-0.004163064993917942,34.03881072998047,0.03113330714404583,0,10,1.000449538230896,0.000317843456286937,0.7746158242225647,33.25,2.915879964828491,0.09351179003715515,0,1,117.7366943359375,-0.0011237123981118202,1000,24,-0.2999471426010132,0.008043714798986912,131.77354431152344,151.77552795410156,0.5967056751251221,-0.25086909532546997,1746561715.9604475,0.21281099319458008,0.7260066270828247,1.593450903892517,0.07238546013832092,0.009238159283995628,7.159999847412109
0.7643160223960876,0.7518498301506042,520000.0,0.7518498301506042,2.585948944091797,0.8036456108093262,4356.25340109,0.0002617211430333555,0,1.207849144935608,3.433227480087453e-09,2.06699275970459,0.8036456108093262,1.002134084701538,1.0021339654922485,0.3240211009979248,26,4194.93994140625,-0.11103090643882751,36.93510055541992,0.005267417058348656,0,10,1.002134084701538,0.0015090258093550801,0.8036456108093262,14.449999809265137,2.190981149673462,-0.03204569220542908,0,1,120.79230499267578,-0.0007999930530786514,1000,25,-0.4625953435897827,0.004681134596467018,126.80101776123047,157.72744750976562,-0.7248988151550293,-0.28291478753089905,1746561873.91262,0.15675966441631317,0.7518498301506042,1.6046466827392578,0.0734938383102417,0.008438166230916977,6.590000152587891
0.94162917137146,0.776263415813446,540000.0,0.776263415813446,2.9429337978363037,0.8315253853797913,4507.593853049,0.0002857351501006633,0,1.204672932624817,3.051757735406113e-09,1.8573813438415527,0.8315253853797913,1.0019229650497437,1.0019229650497437,0.31319400668144226,27,4354.95068359375,0.00481010414659977,37.72042465209961,0.01364815328270197,0,10,1.0019229650497437,0.0013597134966403246,0.8315253853797913,12.050000190734863,1.4914703369140625,-0.032497137784957886,0,1,122.06632995605469,-0.00046345777809619904,1000,26,-0.2688743770122528,0.005797317251563072,125.16678619384766,159.78680419921875,-0.6995108127593994,-0.31541192531585693,1746562033.793423,0.1686212718486786,0.776263415813446,1.6024223566055298,0.06243588775396347,0.007974708452820778,6.929999828338623
0.8318427801132202,0.7989040613174438,560000.0,0.7989040613174438,2.3461945056915283,0.8578464984893799,4663.106912164,0.0003006413171533495,0,1.2120842933654785,-3.433227480087453e-09,2.7681796550750732,0.8578464984893799,1.003151297569275,1.003151297569275,0.3003978133201599,28,4506.26171875,-0.20994363725185394,35.27238082885742,-0.0016606609569862485,0,10,1.003151297569275,0.0022282195277512074,0.8578464984893799,5.349999904632568,1.0192105770111084,0.0030441582202911377,0,1,115.95462799072266,0.002402791753411293,1000,27,-0.5198290348052979,0.002609995659440756,132.25146484375,151.22706604003906,-0.4722597599029541,-0.3123677670955658,1746562185.1327622,0.10851818323135376,0.7989040613174438,1.6095365285873413,0.04998002201318741,0.010377500206232071,4.300000190734863
0.511775016784668,0.82065749168396,580000.0,0.82065749168396,1.8845365047454834,0.8827285766601562,4825.834283637,0.0002830834419000894,0,1.227207064628601,-6.103515470812226e-09,1.5876668691635132,0.8827285766601562,1.0013148784637451,1.0013147592544556,0.30232247710227966,29,4661.744140625,-0.14671364426612854,37.50880813598633,-0.023957662284374237,0,10,1.0013148784637451,0.0009296470670960844,0.8827285766601562,15.300000190734863,1.383154273033142,0.08135680854320526,0,1,117.8525390625,-0.00013002194464206696,1000,28,0.03835882246494293,0.007934337481856346,128.7321014404297,155.3614044189453,0.3639436960220337,-0.23101095855236053,1746562340.6459098,0.19041934609413147,0.82065749168396,1.6221359968185425,0.06325294077396393,0.010247478261590004,4.150000095367432
0.6144177913665771,0.8429949283599854,600000.0,0.8429949283599854,2.0910143852233887,0.9061285853385925,4984.97110963,0.0002564248861745,0,1.242245078086853,-1.5258788677030566e-09,1.526720643043518,0.9061285853385925,0.999804675579071,0.999804675579071,0.32738739252090454,30,4824.5185546875,-0.09669958055019379,37.40578079223633,-0.011942625045776367,0,10,0.999804675579071,0.0001381573820253834,0.9061285853385925,35.5,3.0663294792175293,0.09931054711341858,0,1,125.21394348144531,0.0019714729860424995,1000,29,0.013425052165985107,0.008580454625189304,122.98627471923828,162.61978149414062,1.6831752061843872,-0.13170041143894196,1746562503.3736556,0.2144383043050766,0.8429949283599854,1.6341444253921509,0.08885488659143448,0.012218951247632504,3.299999952316284
0.4711485207080841,0.8650532364845276,620000.0,0.8650532364845276,2.087033271789551,0.9285422563552856,5153.689179266,0.00028149920399300754,0,1.2579123973846436,-3.814697002724188e-09,1.7044310569763184,0.9285422563552856,1.0019668340682983,1.0019668340682983,0.30922311544418335,31,4983.66015625,-0.13924401998519897,35.730255126953125,-0.02293470688164234,0,10,1.0019668340682983,0.001390789751894772,0.9285422563552856,23.299999237060547,4.5803117752075195,-0.05859106779098511,0,1,123.31353759765625,0.0030307406559586525,1000,30,-0.4651302099227905,0.0068844701163470745,125.75150299072266,159.0438232421875,1.5139822959899902,-0.19029147922992706,1746562662.5105689,0.18142308294773102,0.8650532364845276,1.6466869115829468,0.09867183119058609,0.015249691903591156,4.940000057220459
0.6503371000289917,0.887434184551239,640000.0,0.887434184551239,2.7175135612487793,0.9502508640289307,5307.511869734,0.00029428047128021717,0,1.2760772705078125,1.5258788677030566e-09,1.600736141204834,0.9502508640289307,1.001531958580017,1.001531958580017,0.31095534563064575,32,5152.3818359375,-0.11330319195985794,37.801639556884766,-0.0008966383757069707,0,10,1.001531958580017,0.0010832863627001643,0.9502508640289307,31.5,2.9614064693450928,0.00041410326957702637,0,1,130.8282012939453,-0.00651099719107151,1000,31,-0.14690124988555908,0.007805305998772383,118.60295104980469,168.62986755371094,-1.6189053058624268,-0.18987737596035004,1746562831.228895,0.1942577064037323,0.887434184551239,1.6610418558120728,0.08468009531497955,0.008738694712519646,5.78000020980835
0.36111804842948914,0.9090966582298279,660000.0,0.9090966582298279,1.8699734210968018,0.9715911746025085,5470.162065317,0.00026131223421543837,0,1.2878913879394531,6.103515470812226e-09,1.808994174003601,0.9715911746025085,1.0013959407806396,1.00139582157135,0.32560989260673523,33,5306.1650390625,0.04422852024435997,37.159244537353516,0.0067702787928283215,0,10,1.0013959407806396,0.0009869667701423168,0.9715911746025085,16.899999618530273,2.231532096862793,-0.00814366340637207,0,1,116.53658294677734,-0.00011441018432378769,1000,32,-0.2808540463447571,0.006111600901931524,130.12710571289062,153.69589233398438,-0.7298743724822998,-0.1980210393667221,1746562985.0506153,0.17999500036239624,0.9090966582298279,1.6700142621994019,0.05521777644753456,0.008624284528195858,6.989999771118164
0.4901902973651886,0.929552435874939,680000.0,0.929552435874939,1.730848789215088,0.9925884008407593,5631.255176267,0.000264068046817556,0,1.293960452079773,1.5258788677030566e-09,2.304027557373047,0.9925884008407593,1.0027942657470703,1.0027942657470703,0.3217694163322449,34,5468.83837890625,-0.05650225654244423,37.86494445800781,0.009393462911248207,0,10,1.0027942657470703,0.0019759004935622215,0.9925884008407593,9.350000381469727,1.216031789779663,-0.03843742609024048,0,1,124.67022705078125,0.00170963816344738,1000,33,-0.23065263032913208,0.0037675020284950733,123.05026245117188,162.5352020263672,-1.0155003070831299,-0.23645846545696259,1746563147.7011955,0.1396551877260208,0.929552435874939,1.675101637840271,0.047978725284338,0.010333922691643238,6.889999866485596
