Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Misc/FinalStepNorm,_timestamp,Value/Adv,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,Train/Entropy,Train/StopIter,Value/cost,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Std,Train/Epoch,Misc/H_inv_g,Misc/Alpha,Misc/xHx,Time/FPS,Time/Epoch,Safety/shield_adv_c,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Train/LR,Safety/EpCostShield,Metrics/LagrangeMultiplier,Loss/Loss_pi,Train/PolicyRatio,Misc/gradient_norm,Time/Update,Train/KL,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Value/reward,Metrics/EpLen,TotalEnvSteps,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Train/PolicyStd,Safety/shield_violation,_step,Time/Total,_runtime,Metrics/EpCost,Misc/AcceptanceStep,Time/Rollout
0.044999994337558746,0.03599999472498894,-1.6031888723373413,0.2761140763759613,1746496471.897842,2.4986267277427032e-08,-0.46658703684806824,0,7.169895648956299,0,1.424299716949463,10,0.22608904540538788,0.006053138058632612,0.0011965208686888218,0,0.050633326172828674,5.4532084465026855,0.0006725417915731668,194.0032958984375,103.0910415649414,0.850834846496582,1.0016921758651733,0.006053138058632612,0,52.599998474121094,0.03599999472498894,-0.46658703684806824,1.0016921758651733,0.028988059610128403,14.567481994628906,0.0003305551363155246,7.169895648956299,0.03599999472498894,0.044999994337558746,0.0781957134604454,1000,20000.0,1.0016921758651733,0.044999994337558746,1.0053843259811401,-0.1454370617866516,1,103.0928726196289,177.929449752,24.649999618530273,1,88.5235366821289
0.07934390008449554,0.07048015296459198,-0.9468516111373901,0.25092509388923645,1746496545.737157,2.6702879907247734e-09,0.007347077131271362,0,9.372538566589355,0,1.428684115409851,10,0.8245360255241394,-0.0018537133000791073,0.001625856733880937,1,0.09586841613054276,2.6173906326293945,0.0029193854425102472,271.1053466796875,73.77206420898438,-0.02611096203327179,1.0022993087768555,0.004199424758553505,0,38.900001525878906,0.07048015296459198,-0.4592399597167969,1.0022993087768555,0.06865457445383072,14.298160552978516,0.0004112566530238837,2.2026429176330566,0.07048015296459198,0.07934390008449554,0.04686054214835167,1000,40000.0,1.0022993087768555,0.07934390008449554,1.0097944736480713,0.9674540162086487,2,176.95936584472656,251.471775682,19.024999618530273,1,59.4738883972168
0.11400170624256134,0.10380375385284424,-0.6351891756057739,0.29709234833717346,1746496619.2795587,-9.918212917625624e-09,0.034493595361709595,0,5.933687686920166,0,1.4287091493606567,10,1.0652109384536743,-0.0004721484147012234,0.0006648525013588369,2,0.10373397171497345,2.863983154296875,0.0024383009877055883,272.2143249511719,73.47151947021484,0.05630478262901306,1.0009403228759766,0.0037272763438522816,0,61.400001525878906,0.10380375385284424,-0.4247463643550873,1.0009403228759766,0.056047771126031876,13.863601684570312,0.00037662775139324367,-3.4388508796691895,0.10380375385284424,0.11400170624256134,0.04956173524260521,1000,60000.0,1.0009403228759766,0.11400170624256134,1.0098921060562134,1.9760922193527222,3,250.4976348876953,331.934031461,13.399999618530273,1,59.60789489746094
0.14880645275115967,0.13684779405593872,-0.5177281498908997,0.25715509057044983,1746496699.7417016,8.392333938900265e-09,0.10576075315475464,0,9.875654220581055,0,1.4741777181625366,10,0.7802411317825317,0.0004253871738910675,0.0007463925867341459,3,0.10173636674880981,2.5276615619659424,0.0031303344294428825,248.75750732421875,80.39958953857422,0.714577317237854,1.0010555982589722,0.004152663517743349,0,76.1500015258789,0.13684779405593872,-0.31898561120033264,1.0010555982589722,0.059060923755168915,14.877992630004883,0.00036574978730641305,3.9419665336608887,0.13684779405593872,0.14880645275115967,0.05057588592171669,1000,80000.0,1.0010555982589722,0.14880645275115967,1.0575038194656372,1.2223016023635864,4,330.96832275390625,408.362287935,14.225000381469727,1,65.52157592773438
0.18366014957427979,0.1699714958667755,-0.3394516408443451,0.3175370991230011,1746496776.169991,-4.577636492086867e-09,-0.09723848104476929,0,6.669886589050293,0,1.50053870677948,10,0.9448156952857971,-0.0005933637730777264,0.000917227822355926,4,0.1015935018658638,3.1255650520324707,0.0020472495816648006,261.96466064453125,76.34617614746094,0.11933183670043945,1.0012972354888916,0.0035592997446656227,0,58.900001525878906,0.1699714958667755,-0.41622409224510193,1.001297116279602,0.06370829045772552,13.906684875488281,0.00039165682392194867,-3.2057676315307617,0.1699714958667755,0.18366014957427979,0.051597949117422104,1000,100000.0,1.0012972354888916,0.18366014957427979,1.0853211879730225,2.9396562576293945,5,407.3761291503906,485.09237284,15.289999961853027,1,62.43946838378906
0.218488872051239,0.20278051495552063,0.059656284749507904,0.3085830807685852,1746496852.9001274,-3.051757735406113e-09,-0.012787401676177979,0,6.527078628540039,0,1.5301809310913086,10,1.5794880390167236,0.0010620509274303913,0.002276772866025567,5,0.0997389629483223,3.093907117843628,0.002089360263198614,260.8927917480469,76.65984344482422,2.0628039836883545,1.0032199621200562,0.004621350672096014,0,56.95000076293945,0.20278051495552063,-0.4290114939212799,1.0032199621200562,0.03869221359491348,14.43524169921875,0.0003034629626199603,-0.1428079605102539,0.20278051495552063,0.218488872051239,0.06772345304489136,1000,120000.0,1.0032199621200562,0.218488872051239,1.118245005607605,4.843481063842773,6,484.11883544921875,557.670231482,12.970000267028809,1,62.22458267211914
0.2521533668041229,0.2355402708053589,0.18881723284721375,0.27000612020492554,1746496925.4777985,7.629394338515283e-10,0.02356615662574768,0,4.59334135055542,0,1.5788825750350952,10,1.4014456272125244,0.0004947185516357422,0.0008108491892926395,6,0.09675945341587067,2.7904884815216064,0.0025684305001050234,275.8880920410156,72.4931640625,-0.4644070565700531,1.001146674156189,0.005116069223731756,0,33.650001525878906,0.2355402708053589,-0.4054453372955322,1.001146674156189,0.059362903237342834,13.878255844116211,0.00035807074164040387,-1.9337372779846191,0.2355402708053589,0.2521533668041229,0.06645087152719498,1000,140000.0,1.001146674156189,0.2521533668041229,1.1743406057357788,3.04049015045166,7,556.6831665039062,634.208626306,13.770000457763672,1,58.61488342285156
0.28616562485694885,0.2687428593635559,0.2607228457927704,0.3010009229183197,1746497002.0163689,1.1444091230217168e-09,-0.0054829418659210205,0,7.5465874671936035,0,1.6213436126708984,10,2.1505353450775146,-0.0007092463783919811,0.0012596850283443928,7,0.0828874409198761,3.631441831588745,0.001516592688858509,261.5366516113281,76.47112274169922,0.9214670658111572,1.0017814636230469,0.004406822845339775,0,59.25,0.2687428593635559,-0.41092827916145325,1.0017814636230469,0.03545781224966049,14.653953552246094,0.0003000452124979347,2.9532461166381836,0.2687428593635559,0.28616562485694885,0.07173941284418106,1000,160000.0,1.0017814636230469,0.28616562485694885,1.2248586416244507,4.893485069274902,8,633.23779296875,708.746785248,17.079999923706055,1,61.81714630126953
0.3194679021835327,0.3019910156726837,0.2961612045764923,0.31090056896209717,1746497076.5542583,-2.2888182460434336e-09,0.004637271165847778,0,4.098286151885986,0,1.6650243997573853,10,1.2390106916427612,0.003214017953723669,0.0013263893779367208,8,0.09244794398546219,3.3629798889160156,0.0017683937912806869,268.6092224121094,74.45760345458984,0.5282673835754395,1.001875877380371,0.007620840799063444,0,37.150001525878906,0.3019910156726837,-0.40629100799560547,1.001875877380371,0.04270591214299202,14.615415573120117,0.0002726585080381483,-3.448301315307617,0.3019910156726837,0.3194679021835327,0.06440794467926025,1000,180000.0,1.001875877380371,0.3194679021835327,1.2795225381851196,3.350466012954712,9,707.7631225585938,783.353649613,14.819999694824219,1,59.842159271240234
0.3520732820034027,0.33520394563674927,0.3349287509918213,0.34068599343299866,1746497151.1613767,-1.2207030941624453e-08,-0.018734842538833618,0,4.916588306427002,0,1.6810671091079712,10,1.5122137069702148,-0.0017257672734558582,0.0010178183438256383,9,0.07987157255411148,4.265422344207764,0.0010992638999596238,268.39031982421875,74.5183334350586,-0.3250282406806946,1.0014394521713257,0.005895073525607586,0,34.70000076293945,0.33520394563674927,-0.4250258505344391,1.0014394521713257,0.02501860074698925,14.894368171691895,0.0002610465744510293,0.8183021545410156,0.33520394563674927,0.3520732820034027,0.057595983147621155,1000,200000.0,1.0014394521713257,0.3520732820034027,1.2998690605163574,4.1028313636779785,10,782.36279296875,855.739358029,14.270000457763672,1,59.62394714355469
0.3842392563819885,0.3682457208633423,0.31021013855934143,0.2858738899230957,1746497223.5470889,7.629394338515283e-10,0.041595250368118286,0,3.209594488143921,0,1.7066184282302856,10,0.9922254085540771,-0.0008411863818764687,0.00237663253210485,10,0.09721194952726364,2.940727949142456,0.0023126949090510607,276.5994567871094,72.30672454833984,-0.3275297284126282,1.0033611059188843,0.005053887143731117,0,36.599998474121094,0.3682457208633423,-0.3834306001663208,1.0033611059188843,0.07502752542495728,15.150659561157227,0.0003030584193766117,-1.706993818283081,0.3682457208633423,0.3842392563819885,0.04638588801026344,1000,220000.0,1.0033611059188843,0.3842392563819885,1.333630919456482,3.4844648838043213,11,854.7576904296875,929.402298067,13.289999961853027,1,57.156044006347656
0.4165279269218445,0.40129944682121277,0.250274121761322,0.3003155589103699,1746497297.2100236,6.103515470812226e-09,0.023885399103164673,0,5.855875015258789,0,1.7543472051620483,10,0.9454052448272705,0.00010932888835668564,0.0014683400513604283,11,0.1049976572394371,2.8602120876312256,0.002444734564051032,271.7348937988281,73.60114288330078,0.43264538049697876,1.002076506614685,0.005163216032087803,0,45.400001525878906,0.40129944682121277,-0.35954520106315613,1.002076506614685,0.05534088611602783,14.556989669799805,0.00028310937341302633,2.646280527114868,0.40129944682121277,0.4165279269218445,0.046472035348415375,1000,240000.0,1.002076506614685,0.4165279269218445,1.3990415334701538,3.440748453140259,12,928.4360961914062,1002.889897013,14.1899995803833,1,59.04413986206055
0.44932031631469727,0.43417632579803467,0.22465141117572784,0.2781423032283783,1746497370.6974628,3.8146971692576415e-10,0.001224130392074585,0,5.82638692855835,0,1.8012968301773071,10,1.3392677307128906,-0.00157041079364717,0.0012390611227601767,12,0.11089157313108444,2.5082366466522217,0.003179007675498724,272.48529052734375,73.3984603881836,0.31510651111602783,1.001752257347107,0.003592805238440633,0,54.400001525878906,0.43417632579803467,-0.35832107067108154,1.001752257347107,0.08309025317430496,14.121420860290527,0.00032203379669226706,-0.029488086700439453,0.43417632579803467,0.44932031631469727,0.04751575365662575,1000,260000.0,1.001752257347107,0.44932031631469727,1.466158390045166,4.068467140197754,13,1001.8964233398438,1076.863915129,12.960000038146973,1,59.27701187133789
0.48110467195510864,0.4671275019645691,0.33708855509757996,0.30909863114356995,1746497444.6716645,1.5258788677030566e-09,-0.06894659996032715,0,4.0873847007751465,0,1.8387303352355957,10,1.3348523378372192,0.0023972683120518923,0.0023971442133188248,13,0.09716761112213135,3.181087017059326,0.0019764085300266743,270.6080322265625,73.90763854980469,-0.46113431453704834,1.0033900737762451,0.005990073550492525,0,27.25,0.4671275019645691,-0.4272676706314087,1.0033899545669556,0.04353942722082138,14.821725845336914,0.0003017993876710534,-1.7390022277832031,0.4671275019645691,0.48110467195510864,0.04631920903921127,1000,280000.0,1.0033900737762451,0.48110467195510864,1.5223661661148071,4.017573356628418,14,1075.8941650390625,1152.943843102,14.300000190734863,1,59.08589553833008
0.513343095779419,0.500164270401001,0.37339842319488525,0.3315441310405731,1746497520.7514696,-7.629394338515283e-10,0.02611401677131653,0,5.537356853485107,0,1.8554471731185913,10,1.5939326286315918,9.58368182182312e-05,0.0013110479339957237,14,0.11960851401090622,2.7719109058380127,0.002602973720058799,263.11785888671875,76.01155853271484,-0.3979502320289612,1.0018541812896729,0.006085910368710756,0,51.0,0.500164270401001,-0.40115365386009216,1.0018540620803833,0.05173861235380173,14.469232559204102,0.0002514742373023182,1.449972152709961,0.500164270401001,0.513343095779419,0.06947828084230423,1000,300000.0,1.0018541812896729,0.513343095779419,1.5495113134384155,4.986515522003174,15,1151.9732666015625,1227.775544787,14.40999984741211,1,61.54229736328125
