Metrics/EpCost,Train/PolicyRatio/Std,Value/Adv,_step,Metrics/EpRet,Loss/Loss_cost_critic,Time/Total,Metrics/LagrangeMultiplier/Max,Train/LR,Train/PolicyStd,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,Time/Epoch,Loss/Loss_cost_critic/Delta,Train/PolicyRatio,Loss/Loss_pi,_runtime,Loss/Loss_reward_critic,Time/Update,Train/Entropy,Loss/Loss_pi/Delta,TotalEnvSteps,Time/Rollout,Metrics/EpLen,Train/PolicyRatio/Max,Value/reward,Time/FPS,Train/PolicyRatio/Min,Train/KL,Train/Epoch,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Train/StopIter,Value/cost,_timestamp
0.0,0.010222753509879112,-0.04214448481798172,1,-1.2285780906677246,0.002041277475655079,202.26809692382812,0.0010000000474974513,0.0002969999914057553,0.9962005615234375,0.0010000000474974513,0,202.26669311523438,0.002041277475655079,0.9999780654907227,-0.007476734928786755,404.6827693,0.00482961954548955,103.49959564208984,1.4151289463043213,-0.007476734928786755,20000.0,98.76700592041016,1000,0.9999780654907227,0.07891137897968292,98.87935638427734,0.9999780654907227,0.006671299692243338,0,0.0010000000474974513,0.00482961954548955,40,-0.009655918926000595,1743315626.1371293
6.324999809265137,0.01184399239718914,-0.06213584914803505,2,-1.290128469467163,1.977879285812378,403.50836181640625,0.027044788002967834,0.00029399999766610563,0.9874321818351746,0.027044788002967834,0,201.13131713867188,1.9758380083367229,1.0003999471664429,-0.010878050699830055,606.594094887,0.00587563868612051,103.78018188476562,1.406280517578125,-0.0034013157710433006,40000.0,97.3510513305664,1000,1.0003999471664429,0.027815738692879677,99.4375228881836,1.0003999471664429,0.010866505093872547,1,0.027044788002967834,0.0010460191406309605,40,-0.009797798469662666,1743315827.3951042
5.2166666984558105,0.01403361838310957,0.22429817914962769,3,-0.8488426208496094,0.3153105676174164,605.422119140625,0.05680364370346069,0.000291000003926456,0.9685981273651123,0.05680364370346069,0,201.78797912597656,-1.6625687181949615,1.0003663301467896,-0.016548708081245422,807.888343401,0.003269340842962265,102.58296203613281,1.387015461921692,-0.005670657381415367,60000.0,99.20487976074219,1000,1.0003663301467896,-0.00137129460927099,99.11393737792969,1.0003663301467896,0.014440000988543034,2,0.05680364370346069,-0.002606297843158245,40,0.2241540104150772,1743316029.3062682
8.262499809265137,0.012865977361798286,0.04865819215774536,4,-0.6627932190895081,1.0134475231170654,806.7464599609375,0.08841024339199066,0.0002880000101868063,0.9564992785453796,0.08841024339199066,0,201.20225524902344,0.698136955499649,1.00245201587677,-0.015026255510747433,1009.43173179,0.00570426182821393,103.65201568603516,1.3744341135025024,0.0015224525704979897,80000.0,97.5501480102539,1000,1.00245201587677,0.007062502205371857,99.4024658203125,1.00245201587677,0.014949125237762928,3,0.08841024339199066,0.002434920985251665,40,0.5974976420402527,1743316230.6009364
13.479999542236328,0.013055500574409962,-0.03699281066656113,5,-0.40837955474853516,2.050442695617676,1008.2925415039062,0.12031686305999756,0.0002849999873433262,0.9410688281059265,0.12031686305999756,0,201.45570373535156,1.0369951725006104,0.9989351034164429,-0.015539484098553658,1211.262972948,0.007589966058731079,103.90011596679688,1.3581832647323608,-0.0005132285878062248,100000.0,97.55542755126953,1000,0.9989351034164429,0.021915506571531296,99.27741241455078,0.9989351034164429,0.014531252905726433,4,0.12031686305999756,0.001885704230517149,40,0.7606495022773743,1743316432.144372
14.479999542236328,0.012734692543745041,0.020755816251039505,6,-0.12712840735912323,0.4808104634284973,1210.0921630859375,0.15318067371845245,0.00028199999360367656,0.9175954461097717,0.15318067371845245,0,201.71444702148438,-1.5696322321891785,1.001416563987732,-0.014112005941569805,1412.127009865,0.005553869996219873,102.17164611816406,1.332924723625183,0.0014274781569838524,120000.0,99.542724609375,1000,1.001416563987732,0.02862129546701908,99.15006256103516,1.001416563987732,0.014189687557518482,5,0.15318067371845245,-0.0020360960625112057,40,0.6394857168197632,1743316633.9754274
14.119999885559082,0.013513091020286083,-0.2805125117301941,7,0.2313046008348465,0.7246745824813843,1410.9171142578125,0.18691205978393555,0.0002789999998640269,0.8936070203781128,0.18691205978393555,0,200.70286560058594,0.24386411905288696,0.999212384223938,-0.017926516011357307,1609.329305976,0.004673393443226814,101.93195343017578,1.3064390420913696,-0.0038145100697875023,140000.0,98.77082824707031,1000,0.999212384223938,0.02116083726286888,99.6498031616211,0.999212384223938,0.016473088413476944,6,0.18691205978393555,-0.0008804765529930592,40,0.7866112589836121,1743316834.8393724
15.369999885559082,0.014117439277470112,0.13571034371852875,8,0.25505632162094116,0.4874318838119507,1608.1397705078125,0.22133895754814148,0.00027600000612437725,0.8804504871368408,0.22133895754814148,0,197.06118774414062,-0.2372426986694336,0.9998467564582825,-0.015357451513409615,1810.016049442,0.010305165313184261,100.41809844970703,1.2915961742401123,0.002569064497947693,160000.0,96.64299774169922,1000,0.9998467564582825,0.03759303316473961,101.49131774902344,0.9998467564582825,0.017658650875091553,7,0.22133895754814148,0.005631771869957447,40,0.8650189638137817,1743317032.041732
13.4399995803833,0.013974437490105629,0.049971118569374084,9,0.29396194219589233,0.3848533630371094,1808.8775634765625,0.2561844289302826,0.0002730000123847276,0.8600043058395386,0.2561844289302826,0,200.59695434570312,-0.10257852077484131,0.9998762011528015,-0.014367274940013885,2012.074975888,0.011914036236703396,102.87620544433594,1.2681007385253906,0.000990176573395729,180000.0,97.72061920166016,1000,0.9998762607574463,0.02835327759385109,99.7024154663086,0.9998762607574463,0.017122453078627586,8,0.2561844289302826,0.0016088709235191345,40,0.7529973983764648,1743317232.7286043
11.1899995803833,0.014026344753801823,0.24650467932224274,10,0.2659434676170349,0.39184725284576416,2010.9207763671875,0.29103878140449524,0.0002699999895412475,0.843239963054657,0.29103878140449524,0,201.95761108398438,0.006993889808654785,1.003393292427063,-0.019426770508289337,2210.80077899,0.007342230062931776,103.51191711425781,1.2483854293823242,-0.005059495568275452,200000.0,98.44558715820312,1000,1.003393292427063,0.028242025524377823,99.03068542480469,1.003393292427063,0.01743573509156704,9,0.29103878140449524,-0.00457180617377162,40,0.7840294241905212,1743317434.7873306
