Loss/Loss_pi/Delta,Misc/cost_gradient_norm,Misc/q,Value/cost,Train/PolicyStd,Time/FPS,Time/Update,Misc/Alpha,Value/Adv,Train/Epoch,Misc/xHx,Train/KL,Misc/Nu_star,Misc/FinalStepNorm,Misc/H_inv_g,_timestamp,Train/StopIter,Misc/gradient_norm,Misc/AcceptanceStep,Misc/OptimCase,Train/PolicyRatio/Min,Loss/Loss_cost_critic,Loss/Loss_reward_critic,_runtime,Time/Rollout,TotalEnvSteps,Misc/B,Metrics/EpRet,Train/PolicyRatio,Misc/A,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Train/Entropy,_step,Time/Total,Loss/Loss_reward_critic/Delta,Misc/Lambda_star,Value/reward,Metrics/EpCost,Train/PolicyRatio/Std,Time/Epoch,Metrics/EpLen,Loss/Loss_pi,Train/LR,Misc/r,Misc/s
-0.004564562346786261,0.08590656518936157,0.0022313434164971113,-0.1503128707408905,1.0032399892807007,209.392578125,10.824224472045898,2.9938554763793945,-1.907348590179936e-08,0,0.0022313434164971113,0.00012586406955961138,1.2201454639434814,0.33527278900146484,0.09383665770292282,1743306027.7702074,10,0.05809593200683594,1,0,1.0003578662872314,2.817150115966797,0.007016078103333712,191.434541959,84.69012451171875,20000.0,-133821.203125,-1.63669753074646,1.000357747077942,0.0022169745061546564,1.0003578662872314,2.817150115966797,1.4214469194412231,1,95.51532745361328,0.007016078103333712,0,0.05962918698787689,42.400001525878906,0.00025299348635599017,95.51437377929688,1000,-0.004564562346786261,0,-0.0004393531125970185,0.013434033840894699
0.00686560501344502,0.09415759146213531,0.018128251656889915,0.8372149467468262,1.0155600309371948,211.16993713378906,10.8536376953125,1.0503569841384888,3.585815377959989e-08,1,0.018128251656889915,0.00014785639359615743,1.4586608409881592,0.3275185525417328,0.15783490240573883,1743306122.5547576,10,0.23060066998004913,1,0,1.0005415678024292,2.3853001594543457,0.004498064983636141,286.433844942,83.8567886352539,40000.0,-116908.3984375,-1.9211632013320923,1.0005415678024292,0.014937708154320717,1.0005415678024292,-0.43184995651245117,1.4337972402572632,2,190.3127899169922,-0.002518013119697571,0,0.009599282406270504,33.150001525878906,0.00038291813689284027,94.71044921875,1000,0.002301042666658759,0,0.00547637278214097,0.00939984805881977
-0.002304736233782023,0.05535922572016716,0.017599673941731453,0.4428406357765198,1.0122654438018799,210.6859893798828,10.97891616821289,1.066013216972351,3.013610694324598e-08,2,0.017599673941731453,0.00012551645340863615,2.3831207752227783,0.36044809222221375,0.16920612752437592,1743306217.5539198,10,0.22987602651119232,1,0,0.9998281002044678,1.6202058792114258,0.005656905472278595,381.561910461,83.94905853271484,60000.0,-173243.109375,-2.0823755264282227,0.9998281002044678,0.017034223303198814,0.9998281002044678,-0.7650942802429199,1.4309215545654297,3,285.320068359375,0.0011588404886424541,0,-0.03829273208975792,24.700000762939453,0.00012155150761827826,94.92800903320312,1000,-3.6935671232640743e-06,0,0.0014111273922026157,0.0035215727984905243
-0.001945644908118993,0.08413661271333694,0.023834390565752983,0.45566368103027344,1.0030452013015747,210.4293670654297,10.889973640441895,0.9160367250442505,-4.577636492086867e-09,3,0.023834390565752983,0.00011649515363387764,1.4091567993164062,0.35069236159324646,0.16602881252765656,1743306312.6820722,10,0.3168448507785797,1,0,0.999305248260498,1.1895513534545898,0.0072818356566131115,476.422649436,84.15377044677734,80000.0,-46968.53515625,-2.9152133464813232,0.999305248260498,0.02294176258146763,0.999305248260498,-0.43065452575683594,1.4217547178268433,4,380.4285583496094,0.0016249301843345165,0,-0.08609018474817276,21.75,0.0004912636941298842,95.04376983642578,1000,-0.0019493384752422571,0,0.0029984102584421635,0.010071888566017151
-0.005379256559535861,0.061605360358953476,0.028745442628860474,0.41540858149528503,1.0069804191589355,211.01092529296875,10.76331901550293,0.8341236114501953,-2.70843507621521e-08,4,0.028745442628860474,0.00018209012341685593,3.2019131183624268,0.28806233406066895,0.19772548973560333,1743306407.5428226,10,0.3731691539287567,1,0,0.9996251463890076,0.4933844208717346,0.008514574728906155,571.32077347,84.01847839355469,100000.0,-167565.984375,-3.030985116958618,0.9996251463890076,0.02660590037703514,0.9996251463890076,-0.6961669325828552,1.424746036529541,5,475.29449462890625,0.0012327390722930431,0,-0.13533689081668854,18.079999923706055,0.00026507556322030723,94.78182220458984,1000,-0.007328595034778118,0,-0.00204298784956336,0.0019507816759869456
0.009256031829863787,0.04178551584482193,0.04009566828608513,0.3584318459033966,1.0036457777023315,210.8992462158203,10.871338844299316,0.7062625885009766,-2.7465819840699623e-08,5,0.04009566828608513,0.00012598202738445252,2.7470195293426514,0.35370200872421265,0.1709877848625183,1743306502.4404345,10,0.4717019498348236,1,0,0.9985630512237549,0.46685948967933655,0.006965609733015299,666.244067493,83.96064758300781,120000.0,-42714.62890625,-3.51997709274292,0.9985630512237549,0.0396297350525856,0.9985630512237549,-0.02652493119239807,1.4201449155807495,6,570.20458984375,-0.0015489649958908558,0,-0.184733584523201,10.640000343322754,0.00101607630494982,94.83201599121094,1000,0.0019274367950856686,0,0.0011112575884908438,0.002650359645485878
-0.005622696364298463,0.09754139184951782,0.042906880378723145,0.4271179735660553,0.9843714833259583,210.87060546875,11.009601593017578,0.6827338933944702,-1.1444091896350983e-08,6,0.042906880378723145,0.00012876218534074724,1.4807398319244385,0.3316556513309479,0.19825802743434906,1743306597.364241,10,0.5469588041305542,1,0,1.0002597570419312,0.9943143725395203,0.008476966992020607,761.412387112,83.83526611328125,140000.0,-8240.7109375,-4.138766765594482,1.0002597570419312,0.04290366545319557,1.0002597570419312,0.5274548828601837,1.399549126625061,7,665.1210327148438,0.0015113572590053082,0,-0.24193252623081207,8.670000076293945,0.00018364786228630692,94.84489440917969,1000,-0.0036952595692127943,0,0.00017126277089118958,0.00912162009626627
-0.002030817558988929,0.06312543898820877,0.03723234310746193,0.4884378910064697,0.9890866279602051,210.3184814453125,10.917259216308594,0.7329168915748596,3.814697002724188e-09,7,0.03723234310746193,0.00011071994958911091,2.531480312347412,0.34045839309692383,0.18536478281021118,1743306692.5325701,10,0.5618122220039368,1,0,0.9996616840362549,0.4724631905555725,0.009981549344956875,856.728447932,84.17658996582031,160000.0,-23588.12109375,-4.745867729187012,0.9996616840362549,0.03653288260102272,0.9996616840362549,-0.5218511819839478,1.404350757598877,8,760.2883911132812,0.0015045823529362679,0,-0.29448598623275757,8.579999923706055,0.0002392255119048059,95.09388732910156,1000,-0.005726077128201723,0,-0.0014774827286601067,0.003120897337794304
-0.0031009712256491184,0.08085387200117111,0.05113258957862854,0.6446079015731812,0.9911721348762512,209.99908447265625,11.039466857910156,0.6254118084907532,-8.01086397217432e-09,8,0.05113258957862854,0.00011226151400478557,2.3280932903289795,0.342011421918869,0.21404947340488434,1743306787.8486128,10,0.6443213224411011,1,0,0.9992399215698242,0.5774544477462769,0.008168165571987629,952.06508056,84.19902038574219,180000.0,-14087.720703125,-4.265775680541992,0.9992399215698242,0.0462406687438488,0.9992399215698242,0.10499125719070435,1.4067845344543457,9,855.6025390625,-0.001813383772969246,0,-0.2452404797077179,7.210000038146973,0.0005374284810386598,95.23851776123047,1000,-0.008827048353850842,0,-0.004248682875186205,0.0036900138948112726
0.0054232587572187185,0.05628366023302078,0.040824949741363525,0.9462355375289917,0.9671056866645813,209.93875122070312,11.042708396911621,0.69992595911026,-4.577636492086867e-09,9,0.040824949741363525,0.00014088398893363774,1.9873161315917969,0.3288234770298004,0.2042015939950943,1743306883.1852713,10,0.5623656511306763,1,0,1.0003297328948975,1.0692423582077026,0.00628373958170414,1047.593806323,84.22314453125,200000.0,-14033.2578125,-4.216434478759766,1.000329613685608,0.04052933305501938,1.0003297328948975,0.4917879104614258,1.3822345733642578,10,950.9447631835938,-0.0018844259902834892,0,-0.2896614372730255,8.430000305175781,0.0002330439747311175,95.26587677001953,1000,-0.003403789596632123,0,-0.0012235224712640047,0.005064017605036497
