_timestamp,Safety/shield_violation,Loss/Loss_pi,_step,Train/LR,Loss/Loss_cost_critic,Loss/Loss_reward_critic,Metrics/EpCost,Safety/shield_adv_c,Train/StopIter,Loss/Loss_reward_critic/Delta,Time/Epoch,Safety/ShieldLagrangeMultiplier/Std,_runtime,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier,Time/Total,Train/PolicyRatio,Safety/EpCostShield,Time/FPS,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Time/Rollout,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Metrics/EpLen,Train/PolicyStd,Time/Update,Metrics/EpRet,Train/PolicyRatio/Min,Train/KL,Value/cost,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Std,TotalEnvSteps,Train/Entropy,Metrics/LagrangeMultiplier,Value/reward,Value/Adv
1746565964.4291008,6.73166723572649e-05,-0.3008852005004883,1,0.0002969999914057553,8.41364860534668,0.008600379340350628,26.100000381469727,NaN,40,0.008600379340350628,222.88218688964844,0,405.219081184,1.0037661790847778,0.044999994337558746,222.8834991455078,1.0037661790847778,44.349998474121094,89.73350524902344,8.41364860534668,0.03599999472498894,0.044999994337558746,0,127.30947875976562,0.03599999472498894,0,-0.3008852005004883,1000,0.9856524467468262,95.5726318359375,-0.3402441143989563,1.0037661790847778,0.007832836359739304,0.10464354604482651,0.044999994337558746,0.009594119153916836,20000.0,1.4044495820999146,0.03599999472498894,0.20114915072917938,0.02579726278781891
1746566145.4975467,0.3419733941555023,-0.26810649037361145,2,0.00029399999766610563,4.816366672515869,0.004588687792420387,17.174999237060547,NaN,40,-0.004011691547930241,181.00375366210938,0,592.493281137,1.0032585859298706,0.07688555121421814,403.9632263183594,1.0032585859298706,19.25,110.49494934082031,-3.5972819328308105,0.06990984082221985,0.07688555121421814,1,84.3282241821289,0.06990984082221985,0,0.03277871012687683,1000,0.9536383748054504,96.67546081542969,-0.1921461522579193,1.0032585859298706,0.013674566522240639,0.2686709463596344,0.07688555121421814,0.012193286791443825,40000.0,1.3714007139205933,0.06990984082221985,0.1582975536584854,0.025236763060092926
1746566332.7716484,0.6920478343963623,-0.23229637742042542,3,0.000291000003926456,10.423456192016602,0.007345900405198336,23.58333396911621,NaN,40,0.0027572126127779484,187.20045471191406,0,781.066761794,1.0022470951080322,0.10905736684799194,591.2276611328125,1.0022470951080322,74.44999694824219,106.83734893798828,5.607089519500732,0.10430216789245605,0.10905736684799194,2,90.90827178955078,0.10430216789245605,0,0.035810112953186035,1000,0.9241588711738586,96.2920913696289,0.09244658797979355,1.0022470951080322,0.01076725497841835,0.4379347264766693,0.10905736684799194,0.011892711743712425,60000.0,1.3399447202682495,0.10430216789245605,0.1434929370880127,-0.27242517471313477
1746566521.3452096,1.5257513523101807,-0.1776740849018097,4,0.0002880000101868063,20.259300231933594,0.010212714783847332,29.137500762939453,NaN,40,0.0028668143786489964,188.4929656982422,0,971.634803385,1.0044543743133545,0.142053484916687,779.7962646484375,1.0044543743133545,89.55000305175781,106.1047592163086,9.835844039916992,0.1390453577041626,0.142053484916687,3,91.85848236083984,0.1390453577041626,0,0.05462229251861572,1000,0.8992235660552979,96.63442993164062,0.5659174919128418,1.0044543743133545,0.011450102552771568,0.7027983665466309,0.142053484916687,0.011902931146323681,80000.0,1.3125624656677246,0.1390453577041626,0.13638244569301605,-0.09042400121688843
1746566711.9132316,3.9306883811950684,-0.15895241498947144,5,0.0002849999873433262,21.916160583496094,0.011823992244899273,36.63999938964844,NaN,40,0.001611277461051941,190.48326110839844,0,1161.778556303,1.0035415887832642,0.17536991834640503,970.3574829101562,1.0035414695739746,122.0,104.99610900878906,1.6568603515625,0.17399077117443085,0.17536991834640503,4,94.33422088623047,0.17399077117443085,0,0.018721669912338257,1000,0.8749222755432129,96.14897155761719,0.8810462951660156,1.0035415887832642,0.011706678196787834,1.8494986295700073,0.17536991834640503,0.011813292279839516,100000.0,1.2852522134780884,0.17399077117443085,0.1365506649017334,-0.040145449340343475
1746566902.056995,5.2927165031433105,-0.260215699672699,6,0.00028199999360367656,12.367280960083008,0.01563887670636177,37.2599983215332,NaN,40,0.0038148844614624977,190.08001708984375,0,1351.327458389,1.007036805152893,0.2085326611995697,1160.5224609375,1.007036805152893,61.95000076293945,105.2188491821289,-9.548879623413086,0.2092193067073822,0.2085326611995697,5,93.26313781738281,0.2092193067073822,0,-0.10126328468322754,1000,0.8435747623443604,96.81681823730469,1.7309647798538208,1.007036805152893,0.01491490751504898,2.559004783630371,0.2085326611995697,0.013122078031301498,120000.0,1.2487598657608032,0.2092193067073822,0.191788911819458,-0.16819369792938232
1746567091.6058922,6.881641387939453,-0.28796127438545227,7,0.0002789999998640269,12.649806022644043,0.022347740828990936,42.38999938964844,NaN,40,0.006708864122629166,189.44906616210938,0,1542.449003421,1.0059446096420288,0.24178850650787354,1350.0374755859375,1.0059446096420288,67.0,105.56926727294922,0.28252506256103516,0.24472132325172424,0.24178850650787354,6,93.19300842285156,0.24472132325172424,0,-0.027745574712753296,1000,0.8142060041427612,96.25599670410156,2.831843852996826,1.0059446096420288,0.017468847334384918,3.1529879570007324,0.24178850650787354,0.013399813324213028,140000.0,1.213339924812317,0.24472132325172424,0.25460660457611084,-0.16697457432746887
1746567282.727441,7.457918643951416,-0.18047748506069183,8,0.00027600000612437725,19.409103393554688,0.02039053849875927,48.4900016784668,NaN,40,-0.0019572023302316666,191.06324768066406,0,1735.388960953,1.0027860403060913,0.2758473753929138,1541.1990966796875,1.0027860403060913,122.75,104.67738342285156,6.7592973709106445,0.2804974615573883,0.2758473753929138,7,93.81809997558594,0.2804974615573883,0,0.10748378932476044,1000,0.7925857305526733,97.24507141113281,3.9512383937835693,1.0027860403060913,0.013557528145611286,3.1878116130828857,0.2758473753929138,0.01326353196054697,160000.0,1.1864315271377563,0.2804974615573883,0.3001049757003784,-0.12409302592277527
1746567475.6660511,8.476644515991211,-0.24477410316467285,9,0.0002730000123847276,14.176406860351562,0.01719060353934765,50.400001525878906,NaN,40,-0.003199934959411621,192.7911376953125,0,1927.015800011,1.0053459405899048,0.3104085624217987,1734.0479736328125,1.0053459405899048,102.0,103.73920440673828,-5.232696533203125,0.3165690004825592,0.3104085624217987,8,96.1568832397461,0.3165690004825592,0,-0.06429661810398102,1000,0.7781537771224976,96.63419342041016,4.761316299438477,1.0053459405899048,0.017330080270767212,4.035859107971191,0.3104085624217987,0.01338074542582035,180000.0,1.1680325269699097,0.3165690004825592,0.3995922803878784,-0.0498412549495697
1746567667.2942448,7.727008819580078,-0.2653936743736267,10,0.0002699999895412475,11.994280815124512,0.02180754765868187,45.279998779296875,NaN,40,0.004616944119334221,191.55584716796875,0,2115.669512603,1.0085598230361938,0.3449399471282959,1925.7666015625,1.0085598230361938,80.5999984741211,104.40819549560547,-2.182126045227051,0.35280928015708923,0.3449399471282959,9,94.72813415527344,0.35280928015708923,0,-0.020619571208953857,1000,0.7562627792358398,96.82765197753906,5.568091869354248,1.0085598230361938,0.01604367047548294,3.716095209121704,0.3449399471282959,0.013691062107682228,200000.0,1.139417052268982,0.35280928015708923,0.43352851271629333,-0.06667385995388031
