TotalEnvSteps,Misc/AcceptanceStep,Safety/shield_adv_c,Train/PolicyRatio/Min,_runtime,Metrics/LagrangeMultiplier,Misc/xHx,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Train/Epoch,_step,Metrics/EpLen,Loss/Loss_pi,Safety/shield_violation,Train/PolicyRatio/Max,Train/StopIter,Train/PolicyStd,Metrics/EpCost,Loss/Loss_cost_critic,Loss/Loss_reward_critic/Delta,Value/cost,Safety/ShieldLagrangeMultiplier,Time/Epoch,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Min,Misc/H_inv_g,Metrics/LagrangeMultiplier/Std,Value/reward,Time/Total,Train/PolicyRatio,Train/LR,Value/Adv,Time/Rollout,Loss/Loss_reward_critic,Train/Entropy,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Misc/FinalStepNorm,Time/FPS,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi/Delta,Time/Update,Loss/Loss_cost_critic/Delta,Train/KL,Misc/Alpha,Misc/gradient_norm,_timestamp
20000.0,1,0.4851248562335968,1.0010555982589722,295.762785902,0.03599999472498894,0.001538889016956091,0.03599999472498894,-0.5639469027519226,0,1,1000,-0.44435712695121765,-0.09955466538667679,1.0010555982589722,10,1.0375229120254517,23.299999237060547,7.854611396789551,0.007117315195500851,0.2202228456735611,0.044999994337558746,170.92027282714844,40.79999923706055,0.044999994337558746,0.08014092594385147,0,0.1311282217502594,170.92160034179688,1.0010555982589722,0,-3.051757735406113e-09,146.30068969726562,0.007117315195500851,1.4554394483566284,0.0007463925867341459,0.03599999472498894,0.044999994337558746,0.2889111340045929,117.01362609863281,0,-0.44435712695121765,24.619544982910156,7.854611396789551,0.0002911037008743733,3.605038642883301,0.035909391939640045,1746496586.607894
40000.0,1,1.1001383066177368,1.0015463829040527,433.308946704,0.07081340253353119,0.0008191426750272512,0.07081340253353119,-0.20920506119728088,1,2,1000,-0.4359992444515228,1.1789872646331787,1.0015463829040527,10,1.0572333335876465,32.79999923706055,16.78565788269043,-0.0038530861493200064,0.7978823184967041,0.07850921154022217,123.5727767944336,87.5999984741211,0.07850921154022217,0.07120406627655029,0,0.11071081459522247,294.5851135253906,1.0015463829040527,0,1.831054596834747e-08,97.97395324707031,0.0032642290461808443,1.4745250940322876,0.0010934578021988273,0.07081340253353119,0.07850921154022217,0.35183367133140564,161.8479461669922,0,0.008357882499694824,25.59878158569336,8.931046485900879,0.00021799144451506436,4.941201686859131,0.022582853212952614,1746496710.2657318
60000.0,1,0.5503878593444824,0.9997773170471191,578.86496705,0.10579618811607361,0.0017623446183279157,0.10579618811607361,0.06467191874980927,2,3,1000,-0.4227341413497925,3.2094223499298096,0.9997773170471191,10,1.055318832397461,34.483333587646484,17.35002326965332,0.0008949234616011381,2.6146116256713867,0.1127268522977829,137.46661376953125,83.0,0.1127268522977829,0.0960039421916008,0,0.0980924442410469,432.1370849609375,0.9997773170471191,0,1.5258788677030566e-09,112.55315399169922,0.004159152507781982,1.4720269441604614,0.0001574606285430491,0.10579618811607361,0.1127268522977829,0.3234129250049591,145.4898681640625,0,0.013265103101730347,24.91344451904297,0.5643653869628906,0.00034465547651052475,3.368746519088745,0.03448377922177315,1746496847.8125389
80000.0,1,4.622604846954346,1.0004527568817139,720.327960194,0.14022861421108246,0.0013792512472718954,0.14022861421108246,0.29988035559654236,3,4,1000,-0.2177431583404541,3.012549638748169,1.0004527568817139,10,1.07349693775177,56.54999923706055,42.166526794433594,0.0019399486482143402,1.6945230960845947,0.1438319832086563,145.46421813964844,239.85000610351562,0.1438319832086563,0.0859784409403801,0,0.0906279981136322,577.6702880859375,1.0004526376724243,0,0.0,119.4865951538086,0.006099101155996323,1.4889713525772095,0.0003200350620318204,0.14022861421108246,0.1438319832086563,0.3274019658565521,137.49085998535156,0,0.20499098300933838,25.97757911682129,24.816503524780273,0.0002916244848165661,3.8079543113708496,0.02552740089595318,1746496993.3675833
100000.0,1,2.4464046955108643,1.000382900238037,860.263256809,0.1747901439666748,0.002971739275380969,0.1747901439666748,0.5215333700180054,4,5,1000,-0.26857790350914,5.0377326011657715,1.000382900238037,10,1.1110116243362427,65.12999725341797,24.903282165527344,0.0021306686103343964,3.1201438903808594,0.176319882273674,141.36257934570312,203.64999389648438,0.176319882273674,0.11756581813097,0,0.08967161923646927,719.138916015625,1.000382900238037,0,0.0,118.04644775390625,0.008229769766330719,1.5233367681503296,0.000270751363132149,0.1747901439666748,0.176319882273674,0.30499306321144104,141.48016357421875,0,-0.05083474516868591,23.31607437133789,-17.26324462890625,0.0003366582386661321,2.5942325592041016,0.0612265020608902,1746497134.8310974
120000.0,1,0.9422304630279541,1.0022532939910889,999.791668184,0.20966596901416779,0.00224607833661139,0.20966596901416779,0.900034487247467,5,6,1000,-0.3192858099937439,6.843307018280029,1.0022532939910889,10,1.1562708616256714,71.25,21.719844818115234,0.00510832853615284,4.553560256958008,0.20935165882110596,139.8344268798828,152.5,0.20935165882110596,0.10202367603778839,0,0.09454196691513062,859.0669555664062,1.0022531747817993,0,3.051757735406113e-09,115.01287841796875,0.013338098302483559,1.5635643005371094,0.001593263354152441,0.20966596901416779,0.20935165882110596,0.30444058775901794,143.0262908935547,0,-0.05070790648460388,24.821521759033203,-3.1834373474121094,0.00030961178708821535,2.9840190410614014,0.04820818826556206,1746497274.766032
140000.0,1,2.060614824295044,1.0010120868682861,1146.281477707,0.2448890507221222,0.003015805035829544,0.2448890507221222,1.263457179069519,6,7,1000,-0.3435865640640259,7.124175071716309,1.0010120868682861,10,1.1897622346878052,67.12999725341797,12.996959686279297,0.0009026685729622841,2.7800614833831787,0.24166099727153778,139.42726135253906,93.9000015258789,0.24166099727153778,0.1177821010351181,0,0.10515399277210236,998.603515625,1.0010119676589966,0,1.5258788677030566e-09,112.72439575195312,0.014240766875445843,1.5922794342041016,0.0007155972416512668,0.2448890507221222,0.24166099727153778,0.30331364274024963,143.4439697265625,0,-0.024300754070281982,26.70281410217285,-8.722885131835938,0.00032139712129719555,2.575209856033325,0.08978522568941116,1746497414.2941606
160000.0,1,-0.8270288705825806,1.002128005027771,1291.814243624,0.2804381251335144,0.003208157839253545,0.2804381251335144,1.6286330223083496,7,8,1000,-0.28710630536079407,10.941849708557129,1.002128005027771,10,1.2099140882492065,72.30999755859375,22.485576629638672,0.0038649579510092735,4.694403171539307,0.2748385965824127,146.38719177246094,182.6999969482422,0.2748385965824127,0.1351737082004547,0,0.126397505402565,1145.09912109375,1.002128005027771,0,-7.629394005448376e-09,120.95755767822266,0.018105724826455116,1.608829379081726,0.0015046425396576524,0.2804381251335144,0.2748385965824127,0.3375038206577301,136.6239776611328,0,0.05648025870323181,25.429597854614258,9.488616943359375,0.00031549824052490294,2.4968154430389404,0.04732878878712654,1746497560.7847986
180000.0,1,1.597146987915039,1.0013478994369507,1425.620389492,0.315901517868042,0.003956569824367762,0.315901517868042,2.0536890029907227,8,9,1000,-0.27180492877960205,9.10344409942627,1.0013478994369507,10,1.2321860790252686,56.130001068115234,16.67463493347168,0.019944583997130394,3.8534371852874756,0.3084186017513275,145.45228576660156,158.75,0.3084186017513275,0.14401550590991974,0,0.1758882850408554,1290.635986328125,1.0013478994369507,0,-6.866454960174906e-09,120.0487289428711,0.03805030882358551,1.6267396211624146,0.000953024544287473,0.315901517868042,0.3084186017513275,0.32379066944122314,137.50213623046875,0,0.015301376581192017,25.403520584106445,-5.810941696166992,0.0002619843289721757,2.2483041286468506,0.06606422364711761,1746497706.3172603
200000.0,1,2.070847272872925,1.000807285308838,1570.089091423,0.3509120047092438,0.003451970173045993,0.3509120047092438,2.539536952972412,9,10,1000,-0.298477441072464,9.325095176696777,1.000807285308838,10,1.2595020532608032,46.040000915527344,17.286184310913086,-0.012137286365032196,3.5121495723724365,0.3420397639274597,133.70314025878906,138.6999969482422,0.3420397639274597,0.13496114313602448,0,0.25762102007865906,1424.427001953125,1.000807285308838,0,-1.907348501362094e-09,109.3725357055664,0.025913022458553314,1.6479698419570923,0.0005708369426429272,0.3509120047092438,0.3420397639274597,0.3248550295829773,149.58511352539062,0,-0.02667251229286194,24.3305721282959,0.6115493774414062,0.00027799414237961173,2.4070262908935547,0.06559348851442337,1746497840.123442
