Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Value/cost,Loss/Loss_reward_critic/Delta,Time/Total,Train/PolicyRatio/Min,Train/KL,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Misc/FinalStepNorm,Safety/ShieldLagrangeMultiplier/Min,Misc/gradient_norm,Metrics/LagrangeMultiplier/Std,TotalEnvSteps,Train/PolicyStd,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Min,Train/Entropy,Metrics/EpRet,Loss/Loss_reward_critic,Metrics/EpLen,Train/Epoch,Time/Rollout,Misc/xHx,Safety/shield_violation,Time/Epoch,Misc/H_inv_g,Time/FPS,Value/reward,Train/LR,_runtime,Safety/EpCostShield,Train/PolicyRatio/Max,_step,Safety/shield_adv_c,Loss/Loss_cost_critic,Train/PolicyRatio/Std,_timestamp,Metrics/EpCost,Misc/Alpha,Train/PolicyRatio,Train/StopIter,Metrics/LagrangeMultiplier,Time/Update,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Std,Value/Adv
0.044999994337558746,0.035999998450279236,-0.46557489037513733,0.023538867011666298,0.010695014148950577,135.91122436523438,1.0019015073776245,0.0003187561815138906,13.248320579528809,0.044999994337558746,0.3007620573043823,0.044999994337558746,0.03054756671190262,0,20000.0,0.9967535138130188,1,0.035999998450279236,1.4153623580932617,-0.7417740821838379,0.010695014148950577,1000,0,117.03702545166016,0.0012513009132817388,0.20846675336360931,135.9100341796875,0.0752299353480339,147.15615844726562,0.18948571383953094,0,240.005752312,60.75,1.0019015073776245,1,0.7338008284568787,13.248320579528809,0.0013445406220853329,1746525537.3144085,28.75,3.997904062271118,1.0019015073776245,10,0.035999998450279236,18.87299346923828,-0.46557489037513733,0,8.01086397217432e-09
0.07987333834171295,0.0710471048951149,0.040367722511291504,0.2247636765241623,-0.003466282971203327,238.89227294921875,1.002378225326538,0.0002741243224591017,4.197997093200684,0.07987333834171295,0.3194543123245239,0.07987333834171295,0.030800096690654755,0,40000.0,1.0121980905532837,1,0.0710471048951149,1.4306411743164062,-0.21570023894309998,0.00722873117774725,1000,1,84.16063690185547,0.0022340186405926943,1.514135479927063,102.90811157226562,0.10676726698875427,194.34814453125,0.13358816504478455,0,343.855621177,82.69999694824219,1.002378225326538,2,0.8330812454223633,17.446317672729492,0.0016816593706607819,1746525640.306665,31.600000381469727,2.9920623302459717,1.0023781061172485,10,0.0710471048951149,18.747459411621094,-0.4252071678638458,0,-6.103515470812226e-09
0.113897904753685,0.10540233552455902,0.051625609397888184,0.752622663974762,0.00018850667402148247,342.7207336425781,1.0025050640106201,0.00027398456586524844,5.634077072143555,0.113897904753685,0.32687923312187195,0.113897904753685,0.029857981950044632,0,60000.0,1.0366066694259644,1,0.10540233552455902,1.454562783241272,0.03625461086630821,0.007417237851768732,1000,2,85.11565399169922,0.0016175041673704982,2.6013033390045166,103.73999786376953,0.09296005964279175,192.7896728515625,0.12770326435565948,0,447.458653876,138.0,1.0025050640106201,3,0.8570337891578674,23.080394744873047,0.0017713477136567235,1746525744.156141,53.78333282470703,3.516340732574463,1.0025049448013306,10,0.10540233552455902,18.62432861328125,-0.37358155846595764,0,-9.155272984173735e-09
0.1473212093114853,0.1401233971118927,-0.0604555606842041,2.340580940246582,0.007347253616899252,446.3434753417969,1.0030570030212402,0.00032322469633072615,-8.790139198303223,0.1473212093114853,0.30375993251800537,0.1473212093114853,0.04594150930643082,0,80000.0,1.051662802696228,1,0.1401233971118927,1.4688701629638672,0.2333419770002365,0.014764491468667984,1000,3,84.72416687011719,0.0022885603830218315,5.697803020477295,103.50688934326172,0.10275372862815857,193.22386169433594,0.10763517022132874,0,551.01507999,68.55000305175781,1.0030570030212402,4,-0.7981060743331909,14.290255546569824,0.002161627635359764,1746525847.7595668,48.662498474121094,2.956193685531616,1.0030570030212402,10,0.1401233971118927,18.782703399658203,-0.43403711915016174,0,-2.2888182460434336e-09
0.18109646439552307,0.17508168518543243,0.04970875382423401,2.7356159687042236,-0.007420029491186142,549.8895874023438,1.0016705989837646,0.0003178788465447724,1.4875211715698242,0.18109646439552307,0.31090047955513,0.18109646439552307,0.03607636317610741,0,100000.0,1.0769364833831787,1,0.17508168518543243,1.4923057556152344,0.40240219235420227,0.007344461977481842,1000,4,84.66913604736328,0.0027054371312260628,5.961893558502197,103.4561996459961,0.11434730142354965,193.3185272216797,0.09849725663661957,0,655.655422201,90.9000015258789,1.0016705989837646,5,1.4185500144958496,15.777776718139648,0.0011811795411631465,1746525951.3156338,48.36000061035156,2.718914031982422,1.001670479774475,10,0.17508168518543243,18.787046432495117,-0.38432836532592773,0,3.051757735406113e-09
0.21530655026435852,0.21030201017856598,0.025447040796279907,2.929668426513672,0.0026093916967511177,654.5358276367188,1.0025660991668701,0.00036213936982676387,3.4441795349121094,0.21530655026435852,0.2992364764213562,0.21530655026435852,0.0496792271733284,0,120000.0,1.102590560913086,1,0.21030201017856598,1.5158156156539917,0.8165044188499451,0.00995385367423296,1000,5,85.97380065917969,0.005178759805858135,5.9208455085754395,104.541259765625,0.15226946771144867,191.31202697753906,0.11330776661634445,0,759.854806847,103.05000305175781,1.0025660991668701,6,1.8268967866897583,19.221956253051758,0.0018144500209018588,1746526055.9562578,54.65999984741211,1.965177059173584,1.0025659799575806,10,0.21030201017856598,18.56743812561035,-0.3588813245296478,0,-2.2888182460434336e-09
0.24999693036079407,0.2457893043756485,-0.012994587421417236,4.402416229248047,0.0005594287067651749,758.7360229492188,1.002724051475525,0.00035440141800791025,-3.0516090393066406,0.24999693036079407,0.27605101466178894,0.24999693036079407,0.08561473339796066,0,140000.0,1.1299302577972412,1,0.2457893043756485,1.5401614904403687,1.0690430402755737,0.010513282380998135,1000,6,85.46357727050781,0.005981677211821079,8.184746742248535,104.10452270507812,0.15096844732761383,192.1146240234375,0.08968044072389603,0,863.651519738,120.8499984741211,1.002724051475525,7,0.4237515926361084,16.170347213745117,0.0019261109409853816,1746526160.155574,60.369998931884766,1.828534483909607,1.002724051475525,10,0.2457893043756485,18.64092254638672,-0.37187591195106506,0,7.629394338515283e-10
0.2850854992866516,0.28145232796669006,0.037222087383270264,4.036656856536865,0.0038590682670474052,862.5306396484375,1.0017247200012207,0.00029077293584123254,0.6188564300537109,0.2850854992866516,0.3192145824432373,0.2850854992866516,0.05116088688373566,0,160000.0,1.1610592603683472,1,0.28145232796669006,1.5672820806503296,1.4004024267196655,0.01437235064804554,1000,7,85.12183380126953,0.00421485397964716,7.5179314613342285,103.70108032226562,0.14654111862182617,192.86203002929688,0.11789680272340775,0,968.062372537,126.0999984741211,1.0017247200012207,8,0.5127121210098267,16.789203643798828,0.0012195612071081996,1746526263.952408,57.65999984741211,2.178327798843384,1.0017247200012207,10,0.28145232796669006,18.579225540161133,-0.3346538245677948,0,2.2888182460434336e-09
0.32057714462280273,0.317381888628006,0.035697221755981445,3.8638875484466553,0.01926475204527378,966.9481201171875,1.0017118453979492,0.00028183122049085796,6.356317520141602,0.32057714462280273,0.31899580359458923,0.32057714462280273,0.05472176894545555,0,180000.0,1.1917967796325684,1,0.317381888628006,1.5935546159744263,2.0113115310668945,0.03363710269331932,1000,8,85.88859558105469,0.004969954025000334,7.872045516967773,104.3208236694336,0.1590181291103363,191.71627807617188,0.14017035067081451,0,1074.363807069,139.9499969482422,1.0017118453979492,9,2.0818381309509277,23.14552116394043,0.0012105136411264539,1746526368.363795,65.37000274658203,2.0060343742370605,1.0017118453979492,10,0.317381888628006,18.432209014892578,-0.29895660281181335,0,1.3732909920349812e-08
0.356504887342453,0.35365012288093567,0.03906214237213135,4.69543981552124,-0.012875376269221306,1073.2357177734375,1.0008387565612793,0.0002730644482653588,2.7873764038085938,0.356504887342453,0.31357342004776,0.356504887342453,0.0685330256819725,0,200000.0,1.2187646627426147,1,0.35365012288093567,1.6164312362670898,2.435096025466919,0.020761726424098015,1000,9,87.72090148925781,0.006096485070884228,9.551002502441406,106.20902252197266,0.17312681674957275,188.30792236328125,0.19214780628681183,0,1178.797487377,171.0500030517578,1.0008387565612793,10,1.1061887741088867,25.932897567749023,0.0005930904299020767,1746526474.664544,78.05999755859375,1.8112354278564453,1.0008387565612793,10,0.35365012288093567,18.488101959228516,-0.259894460439682,0,1.907348501362094e-09
