Safety/shield_adv_c,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Max,TotalEnvSteps,Train/StopIter,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Train/Epoch,Time/Rollout,_step,Time/Update,Metrics/EpLen,Safety/EpCostShield,Time/Epoch,Train/Entropy,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,_runtime,Train/LR,Train/PolicyRatio/Std,Value/reward,Train/KL,Train/PolicyStd,Time/FPS,Loss/Loss_pi,Loss/Loss_cost_critic,Safety/shield_violation,Time/Total,_timestamp,Metrics/LagrangeMultiplier/Max,Value/cost,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_cost_critic/Delta,Metrics/EpCost,Loss/Loss_reward_critic,Train/PolicyRatio
NaN,0.03599999472498894,0.044999994337558746,1.0053949356079102,20000.0,40,0.0063900211825966835,0.03599999472498894,0,88.72135162353516,1,80.86576843261719,1000,64.80000305175781,169.58718872070312,1.3828386068344116,1.0053949356079102,0,0,0.044999994337558746,315.214134657,0.0002969999914057553,0.011831382289528847,0.12892067432403564,0.012095223180949688,0.9646739363670349,117.93343353271484,-0.45631858706474304,11.477289199829102,0.011456933803856373,169.587890625,1746503938.4842682,0.03599999472498894,-0.05729709938168526,-1.119541883468628,0.044999994337558746,-0.45631858706474304,-0.05049225315451622,11.477289199829102,28.399999618530273,0.0063900211825966835,1.0053949356079102
NaN,0.07058195769786835,0.07771988213062286,1.0023454427719116,40000.0,40,0.001896597445011139,0.07058195769786835,1,62.4617805480957,2,82.20431518554688,1000,33.0,144.6661376953125,1.3614273071289062,1.0023454427719116,0,0,0.07771988213062286,459.996852588,0.00029399999766610563,0.009998621419072151,0.08382841944694519,0.008122987113893032,0.944287896156311,138.24935913085938,-0.39646339416503906,7.618698596954346,0.5712318420410156,314.31451416015625,1746504083.2304506,0.07058195769786835,0.6545025706291199,-0.9890324473381042,0.07771988213062286,0.05985519289970398,-0.12194674462080002,-3.858590602874756,22.700000762939453,0.008286618627607822,1.002345323562622
NaN,0.10516829788684845,0.11031943559646606,1.0024892091751099,60000.0,40,-0.0030072671361267567,0.10516829788684845,2,61.946144104003906,3,82.76971435546875,1000,36.099998474121094,144.7158966064453,1.3201955556869507,1.0024892091751099,0,0,0.11031943559646606,610.239202878,0.000291000003926456,0.011009950190782547,0.05084988847374916,0.009693138301372528,0.9061263799667358,138.20181274414062,-0.43592551350593567,4.584936141967773,0.9902361035346985,459.1142272949219,1746504228.0131567,0.10516829788684845,0.32356026768684387,-0.9508603811264038,0.11031943559646606,-0.039462119340896606,0.15069743990898132,-3.0337624549865723,23.46666717529297,0.005279351491481066,1.0024892091751099
NaN,0.1399153620004654,0.1437007635831833,1.003347635269165,80000.0,40,0.001491414848715067,0.1399153620004654,3,68.6895751953125,4,81.47416687011719,1000,76.5,150.16378784179688,1.2959903478622437,1.003347635269165,0,0,0.1437007635831833,765.39552081,0.0002880000101868063,0.010757943615317345,0.051048338413238525,0.01005894597619772,0.8845919966697693,133.1879119873047,-0.3879268169403076,11.453783988952637,3.749676465988159,609.3429565429688,1746504378.255496,0.1399153620004654,2.043144941329956,-0.7414565682411194,0.1437007635831833,0.04799869656562805,-0.20171555876731873,6.868847846984863,25.712499618530273,0.006770766340196133,1.003347635269165
NaN,0.1749303638935089,0.1742258369922638,1.0038535594940186,100000.0,40,0.005096071399748325,0.1749303638935089,4,72.5517578125,5,82.53013610839844,1000,196.5,155.08193969726562,1.2806463241577148,1.0038535594940186,0,0,0.1742258369922638,922.359761378,0.0002849999873433262,0.01007894054055214,0.0429420992732048,0.007544870488345623,0.8712784647941589,128.96408081054688,-0.2630853056907654,22.28557014465332,5.861320972442627,764.50341796875,1746504533.4118268,0.1749303638935089,2.9341630935668945,-0.25788751244544983,0.1742258369922638,0.12484151124954224,0.01639149710536003,10.831786155700684,34.77000045776367,0.011866837739944458,1.0038535594940186
NaN,0.21020828187465668,0.2062440812587738,1.002822756767273,120000.0,40,-0.001062147319316864,0.21020828187465668,5,72.6778793334961,6,84.20342254638672,1000,147.0,156.88134765625,1.264087200164795,1.002822756767273,0,0,0.2062440812587738,1078.703131401,0.00028199999360367656,0.010194671340286732,0.09447498619556427,0.007298285607248545,0.85698002576828,127.4848861694336,-0.30804094672203064,15.087024688720703,7.765240669250488,921.4608154296875,1746504690.3759918,0.21020828187465668,3.6511194705963135,0.4277287423610687,0.2062440812587738,-0.04495564103126526,0.199689581990242,-7.198545455932617,37.90999984741211,0.010804690420627594,1.002822756767273
NaN,0.24555809795856476,0.23928622901439667,1.0024796724319458,140000.0,40,0.005560033023357391,0.24555809795856476,6,74.57441711425781,7,81.70063781738281,1000,195.0,156.27511596679688,1.2523552179336548,1.0024796724319458,0,0,0.23928622901439667,1244.903205445,0.0002789999998640269,0.009479210712015629,0.13523219525814056,0.006425119005143642,0.8469427227973938,127.97942352294922,-0.24560144543647766,16.190711975097656,7.87278413772583,1077.8172607421875,1746504846.7192569,0.24555809795856476,3.2723188400268555,1.137313723564148,0.23928622901439667,0.06243950128555298,-0.020556867122650146,1.1036872863769531,51.97999954223633,0.016364723443984985,1.0024796724319458
NaN,0.28120696544647217,0.27276983857154846,1.0020102262496948,160000.0,40,-0.004029860720038414,0.28120696544647217,7,73.32333374023438,8,92.80289459228516,1000,132.5,166.1262664794922,1.2466381788253784,1.0020102262496948,0,0,0.27276983857154846,1398.469462412,0.00027600000612437725,0.009959119372069836,0.13777080178260803,0.007998443208634853,0.8421473503112793,120.39035034179688,-0.3047049641609192,11.028366088867188,8.48232650756836,1244.01220703125,1746505012.9194326,0.28120696544647217,3.8662028312683105,1.6178338527679443,0.27276983857154846,-0.05910351872444153,0.2466004490852356,-5.162345886230469,53.22999954223633,0.012334862723946571,1.0020102262496948
NaN,0.3171454668045044,0.30706506967544556,1.004226803779602,180000.0,40,0.011961175128817558,0.3171454668045044,8,73.63489532470703,9,79.87452697753906,1000,207.64999389648438,153.50949096679688,1.2395024299621582,1.004226803779602,0,0,0.30706506967544556,1554.036723328,0.0002730000123847276,0.009923722594976425,0.2227037101984024,0.012202130630612373,0.8362526297569275,130.2851104736328,-0.281393438577652,19.96767807006836,13.147315979003906,1397.5965576171875,1746505166.4864807,0.3171454668045044,5.71917724609375,2.6147537231445312,0.30706506967544556,0.023311525583267212,-0.10486255586147308,8.939311981201172,61.970001220703125,0.02429603785276413,1.0042266845703125
NaN,0.3534248173236847,0.34197378158569336,1.002970814704895,200000.0,40,-0.006963843479752541,0.3534248173236847,9,73.0903091430664,10,82.41305541992188,1000,193.39999389648438,155.50341796875,1.2338509559631348,1.002970814704895,0,0,0.34197378158569336,1718.550808703,0.0002699999895412475,0.010004635900259018,0.3181856572628021,0.007641670759767294,0.8316457271575928,128.6145477294922,-0.24877074360847473,14.818897247314453,11.627493858337402,1553.152587890625,1746505322.0529454,0.3534248173236847,4.868152141571045,3.0788800716400146,0.34197378158569336,0.032622694969177246,0.3128654360771179,-5.148780822753906,62.83000183105469,0.01733219437301159,1.0029706954956055
