Safety/ShieldLagrangeMultiplier/Max,Metrics/EpRet,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Train/Entropy,Loss/Loss_pi/Delta,Train/KL,Train/LR,Time/FPS,Train/Epoch,Safety/shield_adv_c,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std,TotalEnvSteps,Misc/xHx,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Train/PolicyRatio,Value/reward,Value/Adv,Time/Total,Metrics/EpLen,Time/Update,Safety/ShieldLagrangeMultiplier/Min,Safety/EpCostShield,Safety/shield_violation,Time/Rollout,Train/StopIter,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Time/Epoch,Misc/gradient_norm,Misc/AcceptanceStep,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier,_timestamp,Misc/FinalStepNorm,Metrics/EpCost,Misc/Alpha,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier,Train/PolicyStd,_runtime,_step,Value/cost,Loss/Loss_reward_critic/Delta
0.044999994337558746,-1.2226200103759766,0.03599999472498894,-0.27336275577545166,1.445771336555481,-0.27336275577545166,0.00032321878825314343,0,194.921875,0,2.6870622634887695,0.008473989553749561,0.03599999472498894,0,20000.0,0.0033779670484364033,15.287653923034668,0.0017467339057475328,1.0024703741073608,-0.0560554675757885,0.0,102.60726165771484,1000,14.19908618927002,0.044999994337558746,72.5999984741211,-0.018526937812566757,88.4061050415039,10,1.0024703741073608,15.287653923034668,102.60520935058594,0.05361058562994003,1,1.0024703741073608,0,0.03599999472498894,1746519047.6208236,0.2679753601551056,40.599998474121094,2.4332494735717773,0.1101306602358818,0.044999994337558746,1.0273933410644531,181.382064321,1,0.015646610409021378,0.008473989553749561
0.07440769672393799,-1.4037450551986694,0.06954261660575867,-0.4729967415332794,1.478327751159668,-0.19963398575782776,0.0003836743126157671,0,256.8581237792969,1,0.5028800368309021,0.008269580081105232,0.06954261660575867,0,40000.0,0.002221409697085619,8.381718635559082,0.0009686469566076994,1.001369833946228,-0.07745752483606339,2.1743773004345712e-08,180.573486328125,1000,14.401535987854004,0.07440769672393799,19.5,1.2662686109542847,63.46244812011719,10,1.001369833946228,-6.905935287475586,77.86399841308594,0.06188108026981354,1,1.001369833946228,0,0.06954261660575867,1746519125.569467,0.23926328122615814,24.524999618530273,3.0005416870117188,0.07974003255367279,0.07440769672393799,1.0613309144973755,258.953899006,2,0.6330903172492981,-0.00020440947264432907
0.10629083216190338,-1.2026101350784302,0.10356752574443817,-0.27127233147621155,1.5018634796142578,0.20172441005706787,0.00031148421112447977,0,258.0955810546875,2,0.5572159886360168,0.006852889899164438,0.10356752574443817,0,60000.0,0.0035428572446107864,14.714097023010254,0.0007560582598671317,1.001069188117981,-0.08464524894952774,6.103515470812226e-09,258.14569091796875,1000,14.057353973388672,0.10629083216190338,75.5,1.5467116832733154,63.433292388916016,10,1.0010693073272705,6.332378387451172,77.49067687988281,0.06454166024923325,1,1.0010693073272705,0,0.10356752574443817,1746519203.141226,0.2781590223312378,32.43333435058594,2.3759512901306152,0.117072694003582,0.10629083216190338,1.086911916732788,336.358873801,3,0.5564915537834167,-0.001416690181940794
0.13731403648853302,-1.1130768060684204,0.13735295832157135,-0.4446588456630707,1.522287368774414,-0.17338651418685913,0.00025065295631065965,0,258.6372985839844,3,-0.5463423728942871,0.004040849860757589,0.13735295832157135,0,80000.0,0.0015781905967742205,5.684357643127441,0.0007249257760122418,1.0010251998901367,-0.06631814688444138,6.484984993448961e-09,335.5572814941406,1000,14.404600143432617,0.13731403648853302,33.54999923706055,1.803094744682312,62.92374801635742,10,1.0010251998901367,-9.029739379882812,77.328369140625,0.02178957313299179,1,1.0010251998901367,0,0.13735295832157135,1746519280.5463705,0.35070446133613586,26.049999237060547,3.5598678588867188,0.09851615130901337,0.13731403648853302,1.1093149185180664,414.325119487,4,1.1525607109069824,-0.002812040038406849
0.16782048344612122,-0.9106577038764954,0.17079640924930573,-0.435779333114624,1.5348373651504517,0.008879512548446655,0.0002571868244558573,0,256.7281188964844,4,-0.06828267872333527,0.0032444566022604704,0.17079640924930573,0,100000.0,0.002862317021936178,10.00271987915039,0.001257380936294794,1.001778244972229,-0.04061775654554367,-8.392333938900265e-09,413.5361328125,1000,14.470492362976074,0.16782048344612122,32.400001525878906,4.28811502456665,63.43291473388672,10,1.0017783641815186,4.318362236022949,77.90343475341797,0.04011981934309006,1,1.0017783641815186,0,0.17079640924930573,1746519358.5125086,0.3338439166545868,23.639999389648438,2.6433541774749756,0.1262955665588379,0.16782048344612122,1.123177409172058,497.571204233,5,2.103205919265747,-0.000796393258497119
0.199583500623703,-0.6058449149131775,0.20350942015647888,-0.3875918388366699,1.5599799156188965,0.0481874942779541,0.0002700131153687835,0,240.46322631835938,5,2.2235312461853027,0.0038354150019586086,0.20350942015647888,0,120000.0,0.0032985247671604156,9.799342155456543,0.0016673854552209377,1.002358078956604,-0.038090746849775314,-7.629394005448376e-09,496.7701110839844,1000,14.451692581176758,0.199583500623703,60.54999923706055,3.9058597087860107,68.7210922241211,10,1.0023581981658936,-0.20337772369384766,83.17280578613281,0.0581275038421154,1,1.0023581981658936,0,0.20350942015647888,1746519441.75869,0.31905558705329895,19.049999237060547,2.462376594543457,0.12957221269607544,0.199583500623703,1.1522139310836792,579.440719489,6,2.126255750656128,0.0005909583996981382
0.2324160933494568,-0.2445099949836731,0.23647606372833252,-0.3569517135620117,1.598941445350647,0.030640125274658203,0.0003874394460581243,0,244.56661987304688,6,-1.0811469554901123,0.005126935429871082,0.23647606372833252,0,140000.0,0.002624205546453595,11.861213684082031,8.007910219021142e-05,1.0001131296157837,-0.03054254688322544,-7.629394338515283e-10,578.6257934570312,1000,14.432930946350098,0.2324160933494568,70.94999694824219,3.422226667404175,67.3443603515625,10,1.0001132488250732,2.0618715286254883,81.77730560302734,0.05832866206765175,1,1.0001132488250732,0,0.23647606372833252,1746519523.627911,0.25819146633148193,26.1299991607666,2.7606747150421143,0.09352476894855499,0.2324160933494568,1.19800865650177,656.190146239,7,1.7470228672027588,0.0012915204279124737
0.2623286843299866,0.08820289373397827,0.2686815857887268,-0.5235980153083801,1.630333423614502,-0.1666463017463684,0.0003028313512913883,0,260.8629455566406,7,-0.11092415452003479,0.0057647195644676685,0.2686815857887268,0,160000.0,0.0034474863205105066,6.957170486450195,0.0023755088914185762,1.0033594369888306,-0.01827128604054451,1.4877318932349226e-08,655.3837890625,1000,14.033675193786621,0.2623286843299866,8.75,6.2959513664245605,62.634918212890625,10,1.0033595561981201,-4.904043197631836,76.66860961914062,0.03972827270627022,1,1.0033595561981201,0,0.2686815857887268,1746519600.3775954,0.312741756439209,17.100000381469727,2.4085912704467773,0.12984426319599152,0.2623286843299866,1.2373437881469727,738.058272816,8,3.3563363552093506,0.0006377841345965862
0.2936277985572815,0.34500712156295776,0.3010069727897644,-0.369469553232193,1.658799171447754,0.15412846207618713,0.00027149185189045966,0,244.51800537109375,8,1.1797322034835815,0.004904435947537422,0.3010069727897644,0,180000.0,0.0036086267791688442,10.675638198852539,0.0014482780825346708,1.002048134803772,-0.002282440662384033,0.0,737.2562255859375,1000,14.449014663696289,0.2936277985572815,69.5999984741211,5.644665718078613,67.34453582763672,10,1.0020482540130615,3.7184677124023438,81.79356384277344,0.042892809957265854,1,1.0020482540130615,0,0.3010069727897644,1746519682.2456903,0.3234770894050598,23.200000762939453,2.3542001247406006,0.13740424811840057,0.2936277985572815,1.274078607559204,820.99668912,9,2.7678704261779785,-0.0008602836169302464
0.3259868621826172,0.688218355178833,0.33369317650794983,-0.39447811245918274,1.6962782144546509,-0.025008559226989746,0.0002493745996616781,0,241.376708984375,9,0.18747106194496155,0.010965541936457157,0.33369317650794983,0,200000.0,0.002791105303913355,11.997314453125,0.000866820162627846,1.0012258291244507,0.006607383023947477,1.2207030941624453e-08,820.1891479492188,1000,14.287431716918945,0.3259868621826172,70.6500015258789,5.572444438934326,68.57058715820312,10,1.0012258291244507,1.321676254272461,82.85803985595703,0.03886077180504799,1,1.0012258291244507,0,0.33369317650794983,1746519765.1841927,0.3360244333744049,26.059999465942383,2.6768627166748047,0.1255291998386383,0.3259868621826172,1.322487473487854,902.698298586,10,2.758816719055176,0.006061105988919735
