Metrics/LagrangeMultiplier/Min,Time/Update,Loss/Loss_pi,Train/StopIter,Train/Epoch,Train/PolicyRatio/Max,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,_step,Train/LR,Misc/H_inv_g,Train/PolicyStd,_runtime,Misc/AcceptanceStep,Value/Adv,Time/Epoch,Time/Rollout,Time/Total,Train/KL,Misc/xHx,TotalEnvSteps,Metrics/EpLen,Metrics/EpCost,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic,Time/FPS,Value/cost,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Loss/Loss_pi/Delta,Loss/Loss_cost_critic/Delta,Train/PolicyRatio,Metrics/EpRet,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,Train/Entropy,_timestamp,Value/reward
0.035999998450279236,8.66595458984375,-0.007135759573429823,10,0,0.9995810389518738,1.8597097396850586,0.28501278162002563,0.1021537184715271,0.025236841291189194,0,1,0,0.1532565951347351,1.004504680633545,205.454793429,1,7.629394005448376e-09,102.97733306884766,94.31134796142578,102.97819519042969,0.00030889565823599696,0.005782810039818287,20000.0,500,205.97500610351562,0.035999998450279236,26.933937072753906,194.21749877929688,0.09106822311878204,0.9995810389518738,0.025236841291189194,-0.007135759573429823,26.933937072753906,0.9995810389518738,-1.2835737466812134,0.00029626424657180905,0.035999998450279236,1.4234018325805664,1743306029.357767,0.23553064465522766
0.07026699185371399,8.713638305664062,-0.010172080248594284,10,1,0.9999831914901733,1.4718811511993408,0.32482731342315674,0.1188814789056778,0.023615851998329163,0,2,0,0.22068853676319122,0.9982185959815979,307.489054117,1,1.907348501362094e-09,101.40025329589844,92.68659210205078,204.44000244140625,0.00031482739723287523,0.00923174899071455,40000.0,500,148.9375,0.07026699185371399,11.949614524841309,197.23817443847656,2.7833309173583984,0.9999831914901733,-0.0016209892928600311,-0.003036320675164461,-14.984322547912598,0.9999831318855286,-0.2812351584434509,1.1941623597522266e-05,0.07026699185371399,1.4171169996261597,1743306130.8215945,0.2065458744764328
0.10387113690376282,8.668187141418457,-0.014287437312304974,10,2,1.0003526210784912,1.1826860904693604,0.3538139760494232,0.09999625384807587,0.01881491020321846,0,3,0,0.2991613745689392,0.9912038445472717,409.572761402,1,-7.629394005448376e-09,101.96924591064453,93.30104064941406,306.4710998535156,0.00036852763150818646,0.014298506081104279,60000.0,500,123.69000244140625,0.10387113690376282,14.374255180358887,196.1375732421875,6.0221333503723145,1.0003526210784912,-0.0048009417951107025,-0.0041153570637106895,2.424640655517578,1.0003525018692017,0.8642513751983643,0.000249228352913633,0.10387113690376282,1.4100066423416138,1743306232.855873,0.25585731863975525
0.13745388388633728,8.694371223449707,-0.012151938863098621,10,3,0.9995543956756592,1.309186577796936,0.33029648661613464,0.10267405211925507,0.02852489985525608,0,4,0,0.25229138135910034,0.98689204454422,511.88605867,1,9.155272984173735e-09,102.0189437866211,93.32455444335938,408.55596923828125,0.00037938851164653897,0.011668809689581394,80000.0,500,133.69000244140625,0.13745388388633728,27.351850509643555,196.04202270507812,13.990118980407715,0.9995543956756592,0.00970998965203762,0.0021354984492063522,12.977595329284668,0.9995543956756592,2.537330389022827,0.0003150898264721036,0.13745388388633728,1.4056528806686401,1743306334.939543,0.2994403541088104
0.17163938283920288,8.709022521972656,-0.0124741205945611,10,4,0.999849796295166,1.1770870685577393,0.2786496579647064,0.17648987472057343,0.03399019315838814,0,5,0,0.23672816157341003,0.9755560755729675,614.342914116,1,-7.629394005448376e-09,102.2607650756836,93.55171966552734,510.88055419921875,0.0004533334285952151,0.014434859156608582,100000.0,500,193.77999877929688,0.17163938283920288,32.53343200683594,195.57843017578125,22.7086238861084,0.999849796295166,0.005465293303132057,-0.00032218173146247864,5.181581497192383,0.999849796295166,4.11252498626709,0.00010618197120493278,0.17163938283920288,1.3941341638565063,1743306437.2528355,0.4326774775981903
0.2062535583972931,8.640859603881836,-0.011457175016403198,10,5,1.0000379085540771,1.2296390533447266,0.2776789963245392,0.25472280383110046,0.0442519448697567,0,6,0,0.22582155466079712,0.9564535617828369,716.738558398,1,7.247924482811641e-09,102.38468933105469,93.74381256103516,613.3186645507812,0.0004047891416121274,0.013227395713329315,120000.0,500,257.8900146484375,0.2062535583972931,33.563011169433594,195.34170532226562,29.42102813720703,1.0000379085540771,0.01026175171136856,0.0010169455781579018,1.0295791625976562,1.0000377893447876,6.309467792510986,2.674922870937735e-05,0.2062535583972931,1.374230980873108,1743306539.7096636,0.6776849031448364
0.24127516150474548,8.688941955566406,-0.011196332983672619,10,6,1.0012106895446777,1.3339189291000366,0.3058468699455261,0.11866146326065063,0.04593203216791153,0,7,0,0.22928446531295776,0.9455540776252747,819.332666674,1,-5.493163968139925e-08,102.29875183105469,93.60978698730469,715.69482421875,0.00035728616057895124,0.011240114457905293,140000.0,500,283.57000732421875,0.24127516150474548,33.15910720825195,195.50579833984375,33.25583267211914,1.0012106895446777,0.001680087298154831,0.0002608420327305794,-0.4039039611816406,1.0012106895446777,8.331332206726074,0.0008560867281630635,0.24127516150474548,1.3624645471572876,1743306642.1048143,0.9085839986801147
0.2766841650009155,8.715968132019043,-0.010862556286156178,10,7,1.0010284185409546,1.2895458936691284,0.2845015227794647,0.19557228684425354,0.08682011067867279,0,8,0,0.22062146663665771,0.9401746392250061,921.478056317,1,-4.0435789827597546e-08,102.53239440917969,93.81639862060547,818.3286743164062,0.0003311085747554898,0.012026962824165821,160000.0,500,311.57000732421875,0.2766841650009155,33.7891960144043,195.060302734375,41.26628875732422,1.0010284185409546,0.04088807851076126,0.00033377669751644135,0.6300888061523438,1.0010284185409546,12.189528465270996,0.0007271174690686166,0.2766841650009155,1.3565212488174438,1743306744.699436,1.4034793376922607
0.3124687373638153,8.6746826171875,-0.011461854912340641,10,8,1.0004100799560547,1.2022937536239624,0.26748839020729065,0.2272767573595047,0.1180311068892479,0,9,0,0.22248174250125885,0.9372968077659607,1023.867139684,1,-4.386901863995263e-08,102.08611297607422,93.41140747070312,920.4664916992188,0.0003905266639776528,0.013835933059453964,180000.0,500,325.2099914550781,0.3124687373638153,34.33069610595703,195.9130401611328,46.890350341796875,1.0004100799560547,0.031210996210575104,-0.0005992986261844635,0.5415000915527344,1.0004100799560547,16.934816360473633,0.00028991414001211524,0.3124687373638153,1.3537741899490356,1743306846.844884,1.7930904626846313
0.3485553562641144,8.652791976928711,-0.012197538278996944,10,9,1.0006030797958374,1.1160030364990234,0.22324839234352112,0.2914790213108063,0.1732642948627472,0,10,0,0.20004281401634216,0.9249885082244873,1126.041830682,1,2.2888182460434336e-09,102.33551025390625,93.68267822265625,1022.8609619140625,0.00043376098619773984,0.01605827920138836,200000.0,500,314.6400146484375,0.3485553562641144,32.90980529785156,195.43557739257812,46.488609313964844,1.0006030797958374,0.0552331879734993,-0.0007356833666563034,-1.4208908081054688,1.0006030797958374,21.332300186157227,0.00042646992369554937,0.3485553562641144,1.3401050567626953,1743306949.233884,2.5717711448669434
