Train/LR,_runtime,Train/PolicyRatio/Std,Train/KL,Time/Total,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier,Train/Epoch,Loss/Loss_pi,Train/Entropy,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Metrics/EpRet,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Time/FPS,_step,Value/cost,TotalEnvSteps,Value/Adv,Loss/Loss_reward_critic,Time/Rollout,Value/reward,Train/PolicyStd,Safety/EpCostShield,Train/StopIter,Safety/shield_violation,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,_timestamp,Train/PolicyRatio,Time/Epoch,Metrics/EpLen,Time/Update,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta
0.0002969999914057553,489.061983192,0.010395504534244537,0.00875704362988472,263.3825988769531,NaN,0.044999994337558746,1.0044153928756714,0.03599999472498894,0,-0.4276198446750641,1.399826169013977,0,0.044999994337558746,5.349999904632568,0,-1.3846739530563354,3.8006434440612793,0.044999994337558746,3.8006434440612793,0.03599999472498894,75.9355239868164,1,-0.027776464819908142,20000.0,-0.09047974646091461,0.00621311878785491,138.4117889404297,0.05690905079245567,0.981131374835968,24.049999237060547,40,0.05168808624148369,-0.4276198446750641,1.0044153928756714,1746517951.451809,1.0044153928756714,263.3813171386719,1000,124.9694595336914,0.03599999472498894,0.00621311878785491
0.00029399999766610563,713.647398001,0.012071155942976475,0.01208654884248972,488.02545166015625,NaN,0.07901858538389206,1.0051559209823608,0.06840046495199203,1,-0.44701698422431946,1.3547017574310303,0,0.07901858538389206,15.024999618530273,0,-0.8527873158454895,6.270096778869629,0.07901858538389206,2.4694533348083496,0.06840046495199203,89.07295227050781,2,-0.25616320967674255,40000.0,0.11717443913221359,0.003159724175930023,100.22944641113281,0.030042853206396103,0.9378525018692017,45.04999923706055,40,0.26450595259666443,-0.01939713954925537,1.0051559209823608,1746518176.0667279,1.0051559209823608,224.53504943847656,1000,124.30555725097656,0.06840046495199203,-0.0030533946119248867
0.000291000003926456,938.565246634,0.012595190666615963,0.011728186160326004,712.59521484375,NaN,0.11320245265960693,1.0057179927825928,0.10197362303733826,2,-0.40971460938453674,1.3112868070602417,0,0.11320245265960693,14.083333015441895,0,-0.807776689529419,4.4157586097717285,0.11320245265960693,-1.8543381690979004,0.10197362303733826,89.08521270751953,3,0.2661215364933014,60000.0,-0.10672307014465332,0.003870244836434722,100.32855224609375,0.009014979004859924,0.8980058431625366,32.400001525878906,40,1.0706793069839478,0.037302374839782715,1.0057179927825928,1746518400.6522708,1.0057179927825928,224.504150390625,1000,124.175537109375,0.10197362303733826,0.0007105206605046988
0.0002880000101868063,1167.686629082,0.01152336597442627,0.009358183480799198,937.5119018554688,NaN,0.14498668909072876,1.0059744119644165,0.13580602407455444,3,-0.33981117606163025,1.2912847995758057,0,0.14498668909072876,11.3125,0,-0.5917862057685852,2.8654215335845947,0.14498668909072876,-1.5503370761871338,0.13580602407455444,88.953857421875,4,0.7944837808609009,80000.0,0.24253815412521362,0.004239252302795649,99.84518432617188,0.006673791445791721,0.8802193403244019,13.600000381469727,40,1.6799827814102173,0.0699034333229065,1.0059744119644165,1746518625.570079,1.0059744119644165,224.83566284179688,1000,124.99042510986328,0.13580602407455444,0.00036900746636092663
0.0002849999873433262,1392.750925739,0.013011546805500984,0.013964577578008175,1166.6322021484375,NaN,0.17717435956001282,1.009345293045044,0.1701820343732834,4,-0.376267671585083,1.2533159255981445,0,0.17717435956001282,15.34000015258789,0,-0.40779656171798706,5.322939872741699,0.17717435956001282,2.4575183391571045,0.1701820343732834,87.32170104980469,5,0.9112036824226379,100000.0,0.10163271427154541,0.004750138148665428,104.6366958618164,0.010074259713292122,0.8474085927009583,68.30000305175781,40,1.865101933479309,-0.03645649552345276,1.009345293045044,1746518854.6915185,1.0093451738357544,229.0381317138672,1000,124.40139770507812,0.1701820343732834,0.0005108858458697796
0.00028199999360367656,1618.849403752,0.011137034744024277,0.00935223139822483,1391.7044677734375,NaN,0.2080223262310028,1.011544942855835,0.20494934916496277,5,-0.38697370886802673,1.2344443798065186,0,0.2080223262310028,15.699999809265137,0,-0.20777489244937897,2.2608015537261963,0.2080223262310028,-3.062138319015503,0.20494934916496277,88.89315032958984,6,0.7012748122215271,120000.0,-0.6282836198806763,0.030240176245570183,100.92955780029297,0.023691829293966293,0.8315671682357788,18.899999618530273,40,1.9023293256759644,-0.010706037282943726,1.011544942855835,1746519079.7557886,1.011544942855835,224.98922729492188,1000,124.05961608886719,0.20494934916496277,0.025490038096904755
0.0002789999998640269,1846.682083637,0.013044057413935661,0.013581682927906513,1617.80419921875,NaN,0.2368544340133667,1.0152289867401123,0.2395276427268982,6,-0.38362330198287964,1.2066116333007812,0,0.2368544340133667,11.760000228881836,0,-0.1397438496351242,1.7718327045440674,0.2368544340133667,-0.4889688491821289,0.2395276427268982,88.4859390258789,7,0.9233205318450928,140000.0,-0.07553404569625854,0.016071557998657227,101.29264831542969,-0.005516484845429659,0.8087462186813354,11.100000381469727,40,2.3349597454071045,0.0033504068851470947,1.0152289867401123,1746519305.8539722,1.0152289867401123,226.0246124267578,1000,124.73190307617188,0.2395276427268982,-0.014168618246912956
0.00027600000612437725,2068.999775295,0.01310208160430193,0.012574488297104836,1845.623046875,NaN,0.2664271891117096,1.0150818824768066,0.273786723613739,7,-0.36582350730895996,1.1799503564834595,0,0.2664271891117096,10.75,0,0.07065504789352417,2.7559266090393066,0.2664271891117096,0.9840939044952393,0.273786723613739,87.81986236572266,8,0.7722623944282532,160000.0,0.04757869243621826,0.008023965172469616,103.4594497680664,0.0006213407032191753,0.7874626517295837,31.200000762939453,40,2.800607442855835,0.017799794673919678,1.0150818824768066,1746519533.6864889,1.0150818824768066,227.73892211914062,1000,124.2794189453125,0.273786723613739,-0.00804759282618761
0.0002730000123847276,2295.986353973,0.014687947928905487,0.015918727964162827,2067.9423828125,NaN,0.2951601445674896,1.018102765083313,0.3081296682357788,8,-0.4060024917125702,1.1366996765136719,0,0.2951601445674896,12.579999923706055,0,0.1461230218410492,2.316577672958374,0.2951601445674896,-0.4393489360809326,0.3081296682357788,90.00011444091797,9,1.3125226497650146,180000.0,0.10005012899637222,0.008159028366208076,98.40372467041016,0.004117949865758419,0.7541629672050476,16.799999237060547,40,3.0115885734558105,-0.04017898440361023,1.018102765083313,1746519756.0046592,1.018102765083313,222.22193908691406,1000,123.81816864013672,0.3081296682357788,0.00013506319373846054
0.0002699999895412475,2522.461738484,0.014484090730547905,0.015861529856920242,2294.94189453125,NaN,0.3248175382614136,1.0149582624435425,0.3415883779525757,9,-0.3339575529098511,1.10383141040802,0,0.3248175382614136,7.960000038146973,0,0.1252376139163971,1.8797260522842407,0.3248175382614136,-0.4368516206741333,0.3415883779525757,88.13932800292969,10,0.8520380854606628,200000.0,0.17481780052185059,0.0041406829841434956,102.06230926513672,0.0042837816290557384,0.7297672629356384,33.20000076293945,40,1.7714219093322754,0.07204493880271912,1.0149582624435425,1746519982.991207,1.014958143234253,226.91346740722656,1000,124.85110473632812,0.3415883779525757,-0.004018345382064581
