Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Max,Time/FPS,_timestamp,_runtime,Safety/shield_adv_c,Time/Rollout,Value/reward,Loss/Loss_reward_critic,Train/KL,Loss/Loss_reward_critic/Delta,Train/Epoch,Metrics/LagrangeMultiplier,Time/Update,Train/StopIter,TotalEnvSteps,Time/Total,Train/Entropy,Train/PolicyRatio,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,_step,Time/Epoch,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Std,Safety/shield_violation,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Safety/ShieldLagrangeMultiplier,Value/Adv,Metrics/EpLen,Metrics/EpRet,Value/cost,Train/PolicyRatio/Std,Train/LR,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi
1.0038719177246094,0.044999994337558746,86.30293273925781,1746496631.221519,403.287910082,NaN,127.08724975585938,-0.02423199824988842,0.0036599200684577227,0.013018072582781315,0.0036599200684577227,0,0.03599999472498894,104.65451049804688,40,20000.0,231.74288940429688,1.3827117681503296,1.0038719177246094,1.0038719177246094,0.9452647566795349,0.044999994337558746,0.9452647566795349,8.399999618530273,0,1,231.74183654785156,5.900000095367432,0,-0.14252030849456787,0.03599999472498894,0.9645413756370544,0.044999994337558746,0.1118936762213707,1000,-0.3379361033439636,-0.069557324051857,0.01194348931312561,0.0002969999914057553,-0.46655046939849854,0.03599999472498894,-0.46655046939849854
1.0016376972198486,0.0744185596704483,117.23994445800781,1746496801.8847854,614.072933302,NaN,96.63264465332031,-0.02873668260872364,0.0012259637005627155,0.0203036330640316,-0.002433956367895007,1,0.06919493526220322,73.95762634277344,28,40000.0,402.4102478027344,1.3367654085159302,1.0016376972198486,1.0016376972198486,6.575977861881256,0.0744185596704483,7.521242618560791,52.54999923706055,0,2,170.59031677246094,13.699999809265137,0,-0.09981580823659897,0.06919493526220322,0.9214751124382019,0.0744185596704483,-0.16592788696289062,1000,-0.10683412849903107,-0.041405029594898224,0.014695103280246258,0.00029399999766610563,0.020846158266067505,0.06919493526220322,-0.44570431113243103
1.0015560388565063,0.10537997633218765,94.91110229492188,1746497012.6698096,819.672894793,NaN,103.71549987792969,-0.02144555188715458,0.0015549769159406424,0.011316739022731781,0.0003290132153779268,2,0.10221097618341446,107.00794982910156,40,60000.0,613.2052612304688,1.3141942024230957,1.0015559196472168,1.0015560388565063,8.191115856170654,0.10537997633218765,15.712358474731445,86.4000015258789,0,3,210.7235107421875,21.383333206176758,0,1.2625821828842163,0.10221097618341446,0.9014471173286438,0.10537997633218765,0.20279893279075623,1000,-0.061516497284173965,1.2826156616210938,0.011285259388387203,0.000291000003926456,0.08406656980514526,0.10221097618341446,-0.36163774132728577
1.003766417503357,0.13598009943962097,97.30339050292969,1746497218.2697814,1030.161500713,NaN,98.20208740234375,-0.01746554858982563,0.001102857175283134,0.009511960670351982,-0.0004521197406575084,3,0.13599063456058502,107.34054565429688,40,80000.0,818.809326171875,1.2817481756210327,1.003766417503357,1.003766417503357,-8.677992343902588,0.13598009943962097,7.034366130828857,34.900001525878906,0,4,205.54269409179688,22.137500762939453,0,2.5645456314086914,0.13599063456058502,0.8729089498519897,0.13598009943962097,0.09418319910764694,1000,0.05511603504419327,1.1573731899261475,0.011043605394661427,0.0002880000101868063,-0.045104652643203735,0.13599063456058502,-0.4067423939704895
1.0022411346435547,0.16703343391418457,95.04431915283203,1746497428.7583907,1244.201290906,NaN,102.88626861572266,-0.008214144967496395,0.0008597269770689309,0.009219525381922722,-0.00024313019821420312,4,0.17030803859233856,107.54182434082031,40,100000.0,1029.2955322265625,1.2591439485549927,1.0022411346435547,1.0022411346435547,-1.52604341506958,0.16703343391418457,5.508322715759277,42.099998474121094,0,5,210.4281463623047,20.860000610351562,0,2.7382917404174805,0.17030803859233856,0.8538259267807007,0.16703343391418457,0.0765664279460907,1000,0.1595391482114792,1.0057061910629272,0.010587715543806553,0.0002849999873433262,0.01311299204826355,0.17030803859233856,-0.39362940192222595
1.003103256225586,0.1984935849905014,93.4779281616211,1746497642.7981777,1456.42750595,NaN,106.31330871582031,0.0026024554390460253,0.0017938761739060283,0.006008639000356197,0.0009341491968370974,5,0.20502272248268127,107.640869140625,40,120000.0,1243.3096923828125,1.2372279167175293,1.003103256225586,1.003103256225586,4.836077690124512,0.1984935849905014,10.344400405883789,128.8000030517578,0,6,213.95423889160156,27.8700008392334,0,3.4701366424560547,0.20502272248268127,0.8354101181030273,0.1984935849905014,0.012057367712259293,1000,0.3573959767818451,1.349068522453308,0.0094931460916996,0.00028199999360367656,0.07684719562530518,0.20502272248268127,-0.3167822062969208
1.004111886024475,0.2309378981590271,94.26941680908203,1746497855.024373,1661.222638752,NaN,105.23076629638672,0.012128139846026897,0.0018338467925786972,0.004628246184438467,3.9970618672668934e-05,6,0.24013635516166687,106.92705535888672,40,140000.0,1455.5582275390625,1.2381114959716797,1.004111886024475,1.004111886024475,-1.8336286544799805,0.2309378981590271,8.510771751403809,83.19999694824219,0,7,212.1578826904297,27.600000381469727,0,4.749077796936035,0.24013635516166687,0.8362398147583008,0.2309378981590271,0.11856520920991898,1000,0.46273869276046753,1.771926999092102,0.008633776567876339,0.0002789999998640269,-0.0256538987159729,0.24013635516166687,-0.3424361050128937
1.0036497116088867,0.2620886564254761,97.7071304321289,1746498059.819491,1868.8330543,NaN,97.04888153076172,0.021248087286949158,0.001197255216538906,0.005858550313860178,-0.0006365915760397911,7,0.27522072196006775,107.6444091796875,40,160000.0,1660.3154296875,1.2345662117004395,1.0036497116088867,1.0036497116088867,-2.9883980751037598,0.2620886564254761,5.522373676300049,33.29999923706055,0,8,204.69334411621094,21.09000015258789,0,3.257913589477539,0.27522072196006775,0.8334670066833496,0.2620886564254761,0.11499093472957611,1000,0.5250622034072876,2.4272239208221436,0.008981838822364807,0.00027600000612437725,-0.03292015194892883,0.27522072196006775,-0.3753562569618225
1.0064876079559326,0.292453795671463,96.36915588378906,1746498267.4299324,2079.011147771,NaN,99.03316497802734,0.023817947134375572,0.0013186486903578043,0.008227547630667686,0.0001213934738188982,8,0.30978694558143616,108.50206756591797,40,180000.0,1867.953857421875,1.221716046333313,1.0064876079559326,1.0064876079559326,-2.1233091354370117,0.292453795671463,3.399064540863037,37.0,0,9,207.5352783203125,16.440000534057617,0,4.371467113494873,0.30978694558143616,0.8233749270439148,0.292453795671463,0.012650985270738602,1000,0.6312949657440186,1.7444603443145752,0.010050220414996147,0.0002730000123847276,-0.019648313522338867,0.30978694558143616,-0.3950045704841614
1.0072323083877563,0.3241795301437378,95.18386840820312,1746498477.6080472,2288.846287618,NaN,102.40332794189453,0.03639720380306244,0.0011436755303293467,0.009957761503756046,-0.00017497316002845764,9,0.3443446755409241,107.71624755859375,40,200000.0,2078.145263671875,1.1953651905059814,1.0072323083877563,1.0072323083877563,1.9222044944763184,0.3241795301437378,5.3212690353393555,92.1500015258789,0,10,210.11962890625,19.920000076293945,0,5.625611782073975,0.3443446755409241,0.8019893765449524,0.3241795301437378,0.11963029205799103,1000,0.6515645384788513,1.839954137802124,0.010909710079431534,0.0002699999895412475,0.04517209529876709,0.3443446755409241,-0.3498324751853943
