TotalEnvSteps,Train/Entropy,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Max,Value/cost,Train/StopIter,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Std,Train/LR,Metrics/EpRet,Loss/Loss_pi/Delta,Value/Adv,_step,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Safety/shield_violation,Train/PolicyRatio/Std,Time/Epoch,Safety/EpCostShield,Time/FPS,_timestamp,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio,Time/Total,Value/reward,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Std,Train/KL,_runtime,Time/Update,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic/Delta,Metrics/EpCost,Safety/shield_adv_c,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Train/Epoch,Time/Rollout
20000.0,1.3807029724121094,1.0060088634490967,0.04500000178813934,-0.17645421624183655,40,4.5223259925842285,1.0060088634490967,0,0.0002969999914057553,-2.8623597621917725,-0.46944841742515564,-0.24221180379390717,1,0.03599999472498894,0.04500000178813934,0.03599999472498894,0.9625898599624634,0.0298082884401083,0.01171309407800436,284.81787109375,40.400001525878906,70.2203140258789,1746518871.5080774,-0.46944841742515564,0.04500000178813934,1.0060088634490967,284.81903076171875,0.017574837431311607,1000,0,0.011147252283990383,532.242163414,132.59890747070312,0.010546713136136532,4.5223259925842285,16.25,NaN,0.010546713136136532,0.03599999472498894,0,152.21890258789062
40000.0,1.3542691469192505,1.0068562030792236,0.07843814790248871,0.028332311660051346,40,3.096294641494751,1.0068562030792236,0,0.00029399999766610563,-3.4156289100646973,0.04216068983078003,0.1517544388771057,2,0.07043881714344025,0.07843814790248871,0.07043881714344025,0.9374637007713318,0.837287962436676,0.01139367837458849,246.2378387451172,23.850000381469727,81.22228240966797,1746519117.8250246,-0.4272877275943756,0.07843814790248871,1.0068562030792236,531.1376342773438,-0.04658828303217888,1000,0,0.01018450129777193,777.928165088,133.49267578125,0.0061124516651034355,-1.4260313510894775,12.375,NaN,0.016659164801239967,0.07043881714344025,1,112.74510955810547
60000.0,1.3119434118270874,1.0083110332489014,0.11261070519685745,0.16499757766723633,40,3.362743854522705,1.0083110332489014,0,0.000291000003926456,-3.0175297260284424,0.04029971361160278,-0.07083702087402344,3,0.10444026440382004,0.11261070519685745,0.10444026440382004,0.8986321091651917,0.9693270325660706,0.013296050019562244,245.60842895507812,41.75,81.43042755126953,1746519363.511064,-0.3869880139827728,0.11261070519685745,1.0083109140396118,776.8250122070312,-0.09039007872343063,1000,0,0.01476258784532547,1023.963986466,133.11895751953125,-0.007882681675255299,0.2664492130279541,10.850000381469727,NaN,0.008776483125984669,0.10444026440382004,2,112.48936462402344
80000.0,1.2861878871917725,1.0060611963272095,0.14719519019126892,0.30258461833000183,40,2.2715020179748535,1.0060611963272095,0,0.0002880000101868063,-2.7129132747650146,0.06603002548217773,-0.1658608764410019,4,0.13770371675491333,0.14719519019126892,0.13770371675491333,0.8758062124252319,1.4884685277938843,0.011692244559526443,245.94883728027344,48.650001525878906,81.3177261352539,1746519609.5462897,-0.3209579885005951,0.14719519019126892,1.0060611963272095,1022.8511352539062,-0.09409837424755096,1000,0,0.010662323795258999,1268.866667375,131.72344970703125,0.00537312775850296,-1.0912418365478516,8.787500381469727,NaN,0.014149610884487629,0.13770371675491333,3,114.225341796875
100000.0,1.2566468715667725,1.0097708702087402,0.1809440404176712,0.32978764176368713,40,1.7916710376739502,1.0097708702087402,0,0.0002849999873433262,-2.226067304611206,-0.09111571311950684,0.033644869923591614,5,0.17054864764213562,0.1809440404176712,0.17054864764213562,0.8505213856697083,2.4382307529449463,0.012300930917263031,244.81906127929688,26.25,81.69298553466797,1746519854.449549,-0.41207370162010193,0.1809440404176712,1.0097708702087402,1267.7655029296875,-0.05517692118883133,1000,0,0.01240792777389288,1519.178561798,132.8913116455078,-0.0068683139979839325,-0.4798309803009033,8.649999618530273,NaN,0.0072812968865036964,0.17054864764213562,4,111.92769622802734
120000.0,1.202959418296814,1.0129952430725098,0.2150370329618454,0.358366459608078,40,3.2948198318481445,1.0129952430725098,0,0.00028199999360367656,-1.6579033136367798,-0.00505635142326355,0.07250411808490753,6,0.2033502459526062,0.2150370329618454,0.2033502459526062,0.8063262104988098,2.929257869720459,0.01439111027866602,250.23126220703125,39.150001525878906,79.92606353759766,1746520104.7611475,-0.4171300530433655,0.2150370329618454,1.0129952430725098,1518.072509765625,-0.04990539327263832,1000,0,0.01581389084458351,1768.922144924,133.87229919433594,0.0028473418205976486,1.5031487941741943,9.329999923706055,NaN,0.010128638707101345,0.2033502459526062,5,116.35890197753906
140000.0,1.1763596534729004,1.0105644464492798,0.24954169988632202,0.9769068360328674,40,4.934367656707764,1.0105644464492798,0,0.0002789999998640269,-0.7802137732505798,0.051892608404159546,0.23398303985595703,7,0.23670008778572083,0.24954169988632202,0.23670008778572083,0.7853373289108276,3.296661376953125,0.01264912635087967,249.62265014648438,67.0,80.12093353271484,1746520354.5042882,-0.36523744463920593,0.24954169988632202,1.0105644464492798,1767.7821044921875,-0.0238132756203413,1000,0,0.013309799134731293,2015.664397503,133.63531494140625,-0.004227738361805677,1.6395478248596191,12.15999984741211,NaN,0.005900900345295668,0.23670008778572083,6,115.9872817993164
160000.0,1.14772629737854,1.0120599269866943,0.28269779682159424,0.4334963858127594,40,2.407604217529297,1.0120599269866943,0,0.00027600000612437725,-0.27748456597328186,0.028536736965179443,-0.08085785806179047,8,0.2703205645084381,0.28269779682159424,0.2703205645084381,0.7636426687240601,2.6727049350738525,0.01338140107691288,246.65505981445312,22.0,81.08489990234375,1746520601.2470837,-0.3367007076740265,0.28269779682159424,1.0120599269866943,2014.56689453125,-0.034805744886398315,1000,0,0.014318669214844704,2262.03168389,133.04220581054688,0.0013008266687393188,-2.526763439178467,11.359999656677246,NaN,0.0072017270140349865,0.2703205645084381,7,113.61279296875
180000.0,1.0928808450698853,1.0165528059005737,0.3163909316062927,0.6613848209381104,40,2.7139623165130615,1.0165528059005737,0,0.0002730000123847276,0.20218506455421448,-0.05052077770233154,-0.1085817813873291,9,0.30458155274391174,0.3163909316062927,0.30458155274391174,0.7228996157646179,2.4875071048736572,0.015074832364916801,246.27008056640625,46.70000076293945,81.21165466308594,1746520847.613714,-0.38722148537635803,0.3163909316062927,1.0165528059005737,2260.91357421875,-0.00016053066065069288,1000,0,0.018671084195375443,2507.491416261,133.77085876464844,0.0011295243166387081,0.30635809898376465,14.84000015258789,NaN,0.008331251330673695,0.30458155274391174,8,112.49916076660156
200000.0,1.059897541999817,1.012143850326538,0.35005736351013184,0.4232225716114044,40,3.184753179550171,1.012143850326538,0,0.0002699999895412475,0.22261640429496765,0.014805644750595093,-0.25128477811813354,10,0.3393925726413727,0.35005736351013184,0.3393925726413727,0.6992381811141968,3.1919069290161133,0.013972794637084007,245.36328125,37.349998474121094,81.51178741455078,1746521093.0736158,-0.37241584062576294,0.35005736351013184,1.012143850326538,2506.378173828125,0.01943318173289299,1000,0,0.016755465418100357,2753.76993779,134.4876708984375,0.0008558966219425201,0.4707908630371094,15.579999923706055,NaN,0.009187147952616215,0.3393925726413727,9,110.87554931640625
