Loss/Loss_cost_critic,Safety/shield_violation,Loss/Loss_reward_critic,Train/Epoch,Train/StopIter,Train/Entropy,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Safety/shield_adv_c,Time/FPS,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Metrics/EpCost,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Time/Epoch,Train/PolicyRatio/Max,Train/PolicyStd,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio,Value/Adv,Safety/ShieldLagrangeMultiplier/Max,Safety/EpCostShield,TotalEnvSteps,Train/PolicyRatio/Std,Loss/Loss_pi/Delta,_step,Value/reward,Safety/ShieldLagrangeMultiplier/Std,Value/cost,Time/Rollout,Loss/Loss_cost_critic/Delta,Train/LR,_runtime,Loss/Loss_reward_critic/Delta,Time/Total,Time/Update,Train/PolicyRatio/Min,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,Train/KL
18.460832595825195,0.20871762931346893,0.016495350748300552,0,40,1.3980748653411865,-0.4353785514831543,0.04500000178813934,1746528250.449505,NaN,109.61028289794922,0.035999998450279236,-1.4502277374267578,42.29999923706055,0.035999998450279236,0.035999998450279236,182.46463012695312,1.0049312114715576,0.9793959856033325,0.04500000178813934,1.0049312114715576,0.17840935289859772,0.04500000178813934,97.75,20000.0,0.010380737483501434,-0.4353785514831543,1,0.16146281361579895,0,0.004758739378303289,95.05227661132812,18.460832595825195,0.0002969999914057553,339.614819117,0.016495350748300552,182.46536254882812,87.41226196289062,1.0049312114715576,1000,0,0.009422224946320057
9.608205795288086,2.699812412261963,0.008371916599571705,1,40,1.362265706062317,-0.397498220205307,0.0790155902504921,1746528406.8677077,NaN,127.93135833740234,0.07018294930458069,-0.8582326173782349,29.875,0.07018294930458069,0.07018294930458069,156.33383178710938,1.006398320198059,0.9450666308403015,0.0790155902504921,1.006398320198059,0.10775936394929886,0.0790155902504921,66.05000305175781,40000.0,0.012263990938663483,0.03788033127784729,2,0.10650049149990082,0,0.9101406335830688,69.28136444091797,-8.85262680053711,0.00029399999766610563,504.185600188,-0.008123434148728848,338.88897705078125,87.05242919921875,1.006398320198059,1000,0,0.013603667728602886
20.354347229003906,3.114527702331543,0.010892041958868504,2,40,1.3327677249908447,-0.35757341980934143,0.1132785975933075,1746528571.438434,NaN,121.59190368652344,0.1047646552324295,-0.21224719285964966,40.099998474121094,0.1047646552324295,0.1047646552324295,164.48463439941406,1.007638931274414,0.9176359176635742,0.1132785975933075,1.007638931274414,0.045563891530036926,0.1132785975933075,127.75,60000.0,0.011412475258111954,0.039924800395965576,3,0.10437724739313126,0,1.2614127397537231,73.6604232788086,10.74614143371582,0.000291000003926456,661.318147841,0.0025201253592967987,503.45770263671875,90.82416534423828,1.007638931274414,1000,0,0.011836384423077106
15.610834121704102,6.050531387329102,0.013330216519534588,3,40,1.2983700037002563,-0.3739813268184662,0.14791980385780334,1746528728.5709376,NaN,127.3391342163086,0.13963165879249573,0.36767953634262085,45.162498474121094,0.13963165879249573,0.13963165879249573,157.0609130859375,1.0096440315246582,0.8869566917419434,0.14791980385780334,1.0096440315246582,-0.05583518370985985,0.14791980385780334,117.0999984741211,80000.0,0.012552364729344845,-0.016407907009124756,4,0.10730435699224472,0,1.9094265699386597,73.00450134277344,-4.743513107299805,0.0002880000101868063,814.944026265,0.0024381745606660843,660.60546875,84.05635833740234,1.0096440315246582,1000,0,0.014935331419110298
13.728382110595703,6.612067222595215,0.019126055762171745,4,40,1.2636523246765137,-0.3556038737297058,0.1828228384256363,1746528882.1968145,NaN,130.26284790039062,0.1746961921453476,0.8830457925796509,45.65999984741211,0.1746961921453476,0.1746961921453476,153.53573608398438,1.0105522871017456,0.8567673563957214,0.1828228384256363,1.0105522871017456,0.03890680521726608,0.1828228384256363,120.9000015258789,100000.0,0.012499983422458172,0.018377453088760376,5,0.13775746524333954,0,2.0517284870147705,71.60855102539062,-1.8824520111083984,0.0002849999873433262,969.316366916,0.0057958392426371574,814.2113647460938,81.92711639404297,1.0105522871017456,1000,0,0.011786399409174919
13.557639122009277,7.679275035858154,0.02089412696659565,5,40,1.2349989414215088,-0.35631904006004333,0.217966228723526,1746529036.5692267,NaN,129.61947631835938,0.20999690890312195,1.9541637897491455,51.709999084472656,0.20999690890312195,0.20999690890312195,154.29779052734375,1.0117441415786743,0.8326704502105713,0.217966228723526,1.0117441415786743,-0.02250088006258011,0.217966228723526,129.0500030517578,120000.0,0.012682694010436535,-0.0007151663303375244,6,0.20219716429710388,0,2.6365528106689453,71.36534118652344,-0.17074298858642578,0.00028199999360367656,1126.966199781,0.0017680712044239044,968.598876953125,82.93240356445312,1.0117441415786743,1000,0,0.012076138518750668
15.371801376342773,9.21083927154541,0.02781100384891033,6,40,1.2076938152313232,-0.297932893037796,0.25338613986968994,1746529194.2189648,NaN,126.93101501464844,0.2455543428659439,2.736016035079956,62.040000915527344,0.2455543428659439,0.2455543428659439,157.56590270996094,1.0091992616653442,0.8105171918869019,0.25338613986968994,1.0091992616653442,-0.0643138661980629,0.25338613986968994,170.89999389648438,140000.0,0.012229125015437603,0.058386147022247314,7,0.2020031213760376,0,3.600940704345703,72.33114624023438,1.814162254333496,0.0002789999998640269,1282.713182153,0.006916876882314682,1126.2403564453125,85.23470306396484,1.0091992616653442,1000,0,0.01138467900454998
13.975754737854004,10.206985473632812,0.024164250120520592,7,40,1.1731683015823364,-0.4430546760559082,0.2880074977874756,1746529349.9660442,NaN,128.47079467773438,0.2813292443752289,3.3534483909606934,59.11000061035156,0.2813292443752289,0.2813292443752289,155.6774139404297,1.0136398077011108,0.7832766771316528,0.2880074977874756,1.0136398077011108,-0.3560332655906677,0.2880074977874756,85.25,160000.0,0.013652310706675053,-0.14512178301811218,8,0.2469983845949173,0,4.318661689758301,70.83270263671875,-1.3960466384887695,0.00027600000612437725,1440.830783341,-0.00364675372838974,1282.0003662109375,84.84466552734375,1.0136398077011108,1000,0,0.014393996447324753
13.475756645202637,9.491608619689941,0.017678238451480865,8,40,1.1550493240356445,-0.28344231843948364,0.32311156392097473,1746529508.0834846,NaN,126.54539489746094,0.3172432482242584,3.6258325576782227,57.33000183105469,0.3172432482242584,0.3172432482242584,158.04605102539062,1.0104103088378906,0.7692493200302124,0.32311156392097473,1.0104103088378906,-0.11638650298118591,0.32311156392097473,158.89999389648438,180000.0,0.013331380672752857,0.15961235761642456,9,0.2772403955459595,0,4.192671298980713,72.2610092163086,-0.4999980926513672,0.0002730000123847276,1597.292566297,-0.006486011669039726,1440.11669921875,85.78498077392578,1.0104103088378906,1000,0,0.013269561342895031
13.274543762207031,11.677656173706055,0.034267134964466095,9,40,1.117347002029419,-0.482014536857605,0.35754984617233276,1746529664.5459273,NaN,127.8760757446289,0.3532544672489166,4.136260509490967,56.90999984741211,0.3532544672489166,0.3532544672489166,156.40142822265625,1.0180728435516357,0.7411894798278809,0.35754984617233276,1.0180727243423462,-0.15673528611660004,0.35754984617233276,89.3499984741211,200000.0,0.01500673871487379,-0.19857221841812134,10,0.25581982731819153,0,5.478821277618408,72.67027282714844,-0.20121288299560547,0.0002699999895412475,1756.148536837,0.01658889651298523,1596.591064453125,83.73110961914062,1.0180728435516357,1000,0,0.018387308344244957
