Train/Entropy,Train/PolicyRatio,Value/cost,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,Value/Adv,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Time/Epoch,Value/reward,Train/PolicyRatio/Min,Metrics/EpRet,Time/FPS,Loss/Loss_pi,Time/Rollout,Misc/FinalStepNorm,Misc/gradient_norm,Loss/Loss_reward_critic,TotalEnvSteps,Metrics/EpCost,Train/PolicyRatio/Max,Misc/H_inv_g,Metrics/EpLen,Train/LR,Time/Total,Misc/Alpha,Train/PolicyStd,Train/StopIter,_step,_runtime,Train/Epoch,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Train/KL,Misc/xHx,_timestamp,Time/Update,Misc/AcceptanceStep,Train/PolicyRatio/Std
1.4099630117416382,0.9994988441467285,0.0649639442563057,-0.007554954383522272,0,-3.356933575560106e-08,2.329892158508301,0.035999998450279236,0.035999998450279236,62.50205993652344,-0.19150681793689728,0.9994988441467285,0.08102776110172272,319.98944091796875,-0.007554954383522272,55.306068420410156,0.22797273099422455,0.12384232133626938,0.004631202667951584,20000.0,27.350000381469727,0.9994988441467285,0.1317351758480072,1000,0,62.503936767578125,1.730538010597229,0.9911372065544128,10,1,133.379315299,0,2.329892158508301,0.004631202667951584,0.035999998450279236,0.0004343025793787092,0.006678317673504353,1743305987.3967817,7.195976257324219,1,0.00035439879866316915
1.4083181619644165,1.0002717971801758,0.6179869174957275,0.0005686548538506031,0,1.3732909920349812e-08,1.0709861516952515,0.06972619891166687,0.06972619891166687,62.322166442871094,-0.159164696931839,1.0002717971801758,-0.12237198650836945,320.9131164550781,-0.006986299529671669,54.90290069580078,0.36006927490234375,0.062173992395401,0.002987859770655632,40000.0,17.225000381469727,1.0002717971801758,0.16233211755752563,1000,0,124.88471984863281,2.21810245513916,0.9894645810127258,10,2,195.580867375,1,-1.2589060068130493,-0.0016433428972959518,0.06972619891166687,0.00021555874263867736,0.004065048880875111,1743306049.7851646,7.419249534606934,1,0.00019213344785384834
1.4052599668502808,1.000174880027771,0.9972687363624573,-0.002047833986580372,0,8.392333938900265e-09,3.885136365890503,0.10407087206840515,0.10407087206840515,62.133628845214844,-0.13793061673641205,1.000174880027771,0.10897965729236603,321.8868713378906,-0.00903413351625204,54.89548110961914,0.37420138716697693,0.047478899359703064,0.001632408588193357,60000.0,27.883333206176758,1.000174880027771,0.2165762484073639,1000,0,187.0852508544922,1.72780442237854,0.986456573009491,10,3,257.625069081,2,2.8141502141952515,-0.001355451182462275,0.10407087206840515,0.00023125468578655273,0.0066994656808674335,1743306111.9867132,7.238131523132324,1,0.00012357461673673242
1.4108085632324219,1.0008212327957153,1.727152705192566,0.0015008975751698017,0,-2.5177001816700795e-08,1.8007806539535522,0.13847367465496063,0.13847367465496063,61.99164581298828,-0.1052941307425499,1.0008213520050049,0.1861265003681183,322.6241149902344,-0.007533235941082239,54.62274169921875,0.3305400013923645,0.0623871348798275,0.0030671784188598394,80000.0,22.837499618530273,1.0008213520050049,0.16139839589595795,1000,0,249.14630126953125,2.047975778579712,0.9920769333839417,10,4,319.845705603,3,-2.0843557119369507,0.0014347698306664824,0.13847367465496063,0.00031548881088383496,0.004768474958837032,1743306174.031546,7.368889331817627,1,0.0005807273555546999
1.4094337224960327,1.0000306367874146,1.2019062042236328,0.001178116537630558,0,-1.5258788677030566e-09,0.9892853498458862,0.17266206443309784,0.17266206443309784,62.143165588378906,-0.08084322512149811,1.000030755996704,0.09437135607004166,321.8374938964844,-0.006355119403451681,54.56675720214844,0.32871878147125244,0.10307028144598007,0.00439361110329628,100000.0,20.18000030517578,1.000030755996704,0.1519632488489151,1000,0,311.3438720703125,2.163146734237671,0.9906389713287354,10,5,381.72678004,4,-0.811495304107666,0.0013264326844364405,0.17266206443309784,0.0002791993319988251,0.0042742216028273106,1743306236.2515554,7.57639217376709,1,2.169161416532006e-05
1.3964120149612427,1.0000909566879272,1.3488320112228394,0.0013105864636600018,0,1.5258788677030566e-09,0.6894739866256714,0.20615212619304657,0.20615212619304657,61.818450927734375,-0.0710911899805069,1.0000909566879272,0.12310325354337692,323.52801513671875,-0.005044532939791679,54.50480651855469,0.3371249735355377,0.037826068699359894,0.003615790279582143,120000.0,15.8100004196167,1.0000909566879272,0.11793085187673569,1000,0,373.2362060546875,2.85866641998291,0.9779050946235657,10,6,444.614497744,5,-0.29981136322021484,-0.0007778208237141371,0.20615212619304657,0.00027433360810391605,0.0024473792873322964,1743306298.1326544,7.313627243041992,1,6.434420356526971e-05
1.3853178024291992,0.9992685317993164,0.9031789302825928,-0.0001451508142054081,0,-7.629394338515283e-10,0.37928318977355957,0.23907765746116638,0.23907765746116638,62.8321418762207,-0.05462063103914261,0.9992685317993164,0.23331478238105774,318.3084411621094,-0.0051896837539970875,55.40930938720703,0.3226369023323059,0.06671731919050217,0.003482938976958394,140000.0,15.199999809265137,0.9992685317993164,0.11704806238412857,1000,0,436.1317138671875,2.7564480304718018,0.9670596122741699,10,7,506.636092655,6,-0.3101907968521118,-0.00013285130262374878,0.23907765746116638,0.00031469130772165954,0.0026322598569095135,1743306361.020531,7.422815322875977,1,0.0005172542296350002
1.3752962350845337,1.0000677108764648,1.2989683151245117,0.0007898015901446342,0,-3.051757735406113e-09,0.7992295026779175,0.2703189253807068,0.2703189253807068,61.95999526977539,-0.04555255174636841,1.0000677108764648,0.171274334192276,322.7889404296875,-0.004399882163852453,54.57743835449219,0.3299935460090637,0.04709986597299576,0.005142334848642349,160000.0,8.34000015258789,1.0000677108764648,0.10525508970022202,1000,0,498.14764404296875,3.135179042816162,0.957335889339447,10,8,568.988882066,7,0.4199463129043579,0.0016593958716839552,0.2703189253807068,0.0002616404090076685,0.0020347130484879017,1743306423.0419745,7.38253927230835,1,4.79350819659885e-05
1.3654184341430664,0.9997045397758484,1.4952236413955688,-0.0005377102643251419,0,8.678435747810909e-09,1.7864631414413452,0.3010580539703369,0.3010580539703369,62.277732849121094,-0.03522544726729393,0.9997045397758484,0.1730184555053711,321.1420593261719,-0.004937592428177595,54.768943786621094,0.32768556475639343,0.049488719552755356,0.004340254236012697,180000.0,12.479999542236328,0.9997045397758484,0.12656913697719574,1000,0,560.4860229492188,2.588984727859497,0.9481344819068909,10,9,631.491319029,8,0.9872336387634277,-0.000802080612629652,0.3010580539703369,0.00027400304679758847,0.002983798971399665,1743306485.394659,7.508771896362305,1,0.0002089640765916556
1.370428442955017,0.9988270401954651,1.682034969329834,-0.0015220791101455688,0,-6.103515470812226e-09,2.3985373973846436,0.33209753036499023,0.33209753036499023,62.453128814697266,-0.022531161084771156,0.9988270998001099,0.35414794087409973,320.24017333984375,-0.006459671538323164,55.03095626831055,0.3271518349647522,0.044953640550374985,0.003151997458189726,200000.0,16.770000457763672,0.9988270998001099,0.1478414684534073,1000,0,623.0152587890625,2.212855577468872,0.9530258774757385,10,10,693.346206448,9,0.6120742559432983,-0.0011882567778229713,0.33209753036499023,0.00029348983662202954,0.004084348678588867,1743306547.8978407,7.42215633392334,1,0.0008293938008137047
