Safety/ShieldLagrangeMultiplier,Train/PolicyStd,Time/Total,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Safety/shield_adv_c,Safety/shield_violation,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Train/StopIter,Safety/ShieldLagrangeMultiplier/Min,_runtime,Time/Update,Metrics/EpLen,Train/Epoch,Train/PolicyRatio/Min,_step,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,Value/reward,Loss/Loss_reward_critic,Train/PolicyRatio,Train/KL,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,Value/cost,Loss/Loss_pi/Delta,Train/Entropy,Value/Adv,Metrics/LagrangeMultiplier/Std,TotalEnvSteps,Train/PolicyRatio/Max,_timestamp,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Time/FPS,Metrics/LagrangeMultiplier/Max,Time/Rollout,Train/LR,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield
0.04500000178813934,0.987973690032959,193.68971252441406,-0.3182741105556488,0.04500000178813934,193.68902587890625,NaN,-0.14466583728790283,0.183218851685524,73.35380554199219,40,0.04500000178813934,367.509972015,85.47573852539062,500,0,1.003993034362793,1,0.010469057597219944,0.03599999472498894,0.13874807953834534,0.012657740153372288,1.003993034362793,0.007963811047375202,73.35380554199219,0,-0.17258349061012268,-0.3182741105556488,1.4067976474761963,-0.010097168385982513,0,20000.0,1.003993034362793,1746536056.643183,0.012657740153372288,183.5,103.25830078125,0.03599999472498894,108.21324157714844,0.0002969999914057553,0.03599999472498894,224.875
0.08002844452857971,0.9677103757858276,366.7598571777344,-0.2516108751296997,0.08002844452857971,173.0166473388672,NaN,8.616485595703125,0.34873268008232117,-22.280223846435547,40,0.08002844452857971,539.671415954,82.80900573730469,500,1,1.003657579421997,2,0.010869640856981277,0.07104047387838364,0.12731868028640747,0.01566425897181034,1.003657579421997,0.008401850238442421,51.07358169555664,0,7.0802154541015625,0.0666632354259491,1.3860584497451782,0.009925035759806633,0,40000.0,1.003657579421997,1746536229.740242,0.003006518818438053,195.64999389648438,115.59581756591797,0.07104047387838364,90.20756530761719,0.00029399999766610563,0.07104047387838364,233.625
0.11469687521457672,0.9428432583808899,538.9375,-0.26365986466407776,0.11469687521457672,172.0928497314453,NaN,11.914090156555176,0.4802491068840027,3.1686058044433594,40,0.11469687521457672,714.351489172,83.46266174316406,500,2,1.0048726797103882,3,0.011703773401677608,0.10602745413780212,0.08863106369972229,0.019819226115942,1.0048726797103882,0.011708559468388557,54.2421875,0,10.168381690979004,-0.012048989534378052,1.3600283861160278,0.02271989732980728,0,60000.0,1.0048726797103882,1746536401.901829,0.0041549671441316605,184.27000427246094,116.2163314819336,0.10602745413780212,88.6301498413086,0.000291000003926456,0.10602745413780212,190.10000610351562
0.1493855118751526,0.9151535034179688,713.6184692382812,-0.22615768015384674,0.1493855118751526,174.61192321777344,NaN,17.111543655395508,1.1217979192733765,24.70494842529297,40,0.1493855118751526,883.93901128,86.12352752685547,500,3,1.0040056705474854,4,0.012618064880371094,0.14084264636039734,0.18456384539604187,0.016570398584008217,1.0040056705474854,0.010716468095779419,78.94713592529297,0,15.107661247253418,0.03750218451023102,1.330161213874817,0.015409814193844795,0,80000.0,1.0040056705474854,1746536576.5819087,-0.0032488275319337845,169.4499969482422,114.53971862792969,0.14084264636039734,88.48834228515625,0.0002880000101868063,0.14084264636039734,206.9499969482422
0.183881014585495,0.8881158232688904,883.2172241210938,-0.24891720712184906,0.183881014585495,169.53297424316406,NaN,19.07463836669922,2.1319499015808105,15.023544311523438,40,0.183881014585495,1058.338624693,81.259521484375,500,4,1.006394624710083,5,0.01279318518936634,0.17558538913726807,0.27814868092536926,0.020100068300962448,1.006394624710083,0.018554652109742165,93.9706802368164,0,16.43455696105957,-0.02275952696800232,1.3000200986862183,-0.06628069281578064,0,100000.0,1.006394624710083,1746536746.169028,0.0035296697169542313,171.27000427246094,117.97115325927734,0.17558538913726807,88.27340698242188,0.0002849999873433262,0.17558538913726807,185.85000610351562
0.2172928750514984,0.8531151413917542,1057.61328125,-0.3288725018501282,0.2172928750514984,174.34458923339844,NaN,15.073312759399414,2.9183852672576904,-13.741828918457031,40,0.2172928750514984,1232.812557659,86.09849548339844,500,5,1.0057743787765503,6,0.013458682224154472,0.2096531093120575,0.3517300486564636,0.028174707666039467,1.0057742595672607,0.014572463929653168,80.22885131835938,0,12.619514465332031,-0.07995529472827911,1.2597686052322388,-0.10444969683885574,0,120000.0,1.0057743787765503,1746536920.5695505,0.008074639365077019,128.25,114.71534729003906,0.2096531093120575,88.24604797363281,0.00028199999360367656,0.2096531093120575,123.32499694824219
0.25032737851142883,0.8240301012992859,1232.09033203125,-0.29578864574432373,0.25032737851142883,174.4182586669922,NaN,18.7585506439209,4.31447696685791,24.637786865234375,40,0.25032737851142883,1405.682477099,83.37913513183594,500,6,1.0090947151184082,7,0.013078326359391212,0.24290892481803894,0.5186753869056702,0.04157460108399391,1.0090947151184082,0.013374297879636288,104.86663818359375,0,15.046055793762207,0.03308385610580444,1.2249693870544434,-0.2677678167819977,0,140000.0,1.0090947151184082,1746537095.043302,0.013399893417954445,110.30999755859375,114.6668930053711,0.24290892481803894,91.03905487060547,0.0002789999998640269,0.24290892481803894,144.39999389648438
0.2834200859069824,0.798076868057251,1404.9317626953125,-0.29221871495246887,0.2834200859069824,172.7846221923828,NaN,23.07916259765625,6.1875901222229,4.6744842529296875,40,0.2834200859069824,1570.587704966,83.02255249023438,500,7,1.0076754093170166,8,0.013363850302994251,0.27553993463516235,0.6947881579399109,0.07267923653125763,1.0076754093170166,0.016089914366602898,109.54112243652344,0,18.97128677368164,0.0035699307918548584,1.1928348541259766,-0.18068289756774902,0,160000.0,1.0076754093170166,1746537267.913023,0.031104635447263718,108.55000305175781,115.75103759765625,0.27553993463516235,89.76203155517578,0.00027600000612437725,0.27553993463516235,166.1750030517578
0.3144875466823578,0.772689700126648,1569.6171875,-0.4139455556869507,0.3144875466823578,164.59837341308594,NaN,11.804102897644043,6.551915168762207,-49.46464920043945,40,0.3144875466823578,1734.383646181,81.44387817382812,500,8,1.0106123685836792,9,0.013445761054754257,0.30739855766296387,0.6944147944450378,0.05025970935821533,1.0106123685836792,0.01387049350887537,60.076473236083984,0,8.173666954040527,-0.12172684073448181,1.1602307558059692,0.05958087742328644,0,180000.0,1.0106123685836792,1746537432.818156,-0.022419527173042297,94.4000015258789,121.50788116455078,0.30739855766296387,83.15445709228516,0.0002730000123847276,0.30739855766296387,58.125
0.3435882329940796,0.7421998381614685,1733.64501953125,-0.45605966448783875,0.3435882329940796,163.72189331054688,NaN,11.911925315856934,6.251186370849609,-14.900688171386719,40,0.3435882329940796,1897.1897132,81.13189697265625,500,9,1.0140920877456665,10,0.014367440715432167,0.3376169204711914,0.8342298865318298,0.07225470244884491,1.0140920877456665,0.015546899288892746,45.175785064697266,0,8.370345115661621,-0.04211410880088806,1.1197052001953125,0.21167206764221191,0,200000.0,1.0140920877456665,1746537596.61406,0.021994993090629578,54.130001068115234,122.15837097167969,0.3376169204711914,82.58995056152344,0.0002699999895412475,0.3376169204711914,46.67499923706055
0.37056225538253784,0.7196412086486816,1896.458251953125,-0.4219549000263214,0.37056225538253784,162.73992919921875,NaN,7.6457343101501465,5.680478572845459,-26.511478424072266,40,0.37056225538253784,2059.836775228,82.21256256103516,500,10,1.0132379531860352,11,0.013759985566139221,0.3655325770378113,0.8699384927749634,0.046523962169885635,1.0132379531860352,0.013446994125843048,18.664306640625,0,5.121201038360596,0.034104764461517334,1.0886205434799194,-0.038447655737400055,0,220000.0,1.0132379531860352,1746537759.4201932,-0.025730740278959274,23.93000030517578,122.89547729492188,0.3655325770378113,80.52731323242188,0.00026699999580159783,0.3655325770378113,29.649999618530273
0.3955512046813965,0.6966947913169861,2059.08740234375,-0.42747417092323303,0.3955512046813965,162.56500244140625,NaN,6.765770435333252,5.947570323944092,-0.6263236999511719,40,0.3955512046813965,2219.067879671,83.82040405273438,500,11,1.0142357349395752,12,0.01443288754671812,0.39127540588378906,0.8791807889938354,0.051298171281814575,1.0142357349395752,0.01568743772804737,18.037982940673828,0,4.0673933029174805,-0.005519270896911621,1.0556763410568237,0.3996277451515198,0,240000.0,1.0142357349395752,1746537922.067171,0.00477420911192894,18.239999771118164,123.0277099609375,0.39127540588378906,78.74454498291016,0.0002640000020619482,0.39127540588378906,24.174999237060547
0.41830047965049744,0.6706636548042297,2218.334716796875,-0.45178768038749695,0.41830047965049744,159.16448974609375,NaN,5.02433967590332,5.816761493682861,-6.904252052307129,40,0.41830047965049744,2379.58986265,81.69265747070312,500,12,1.0194525718688965,13,0.015080960467457771,0.4148682951927185,0.9708787202835083,0.056911829859018326,1.0194525718688965,0.017264654859900475,11.1337308883667,0,3.0105655193328857,-0.024313509464263916,1.0172500610351562,0.2077307254076004,0,260000.0,1.0194525718688965,1746538081.2983274,0.005613658577203751,10.779999732971191,125.65616607666016,0.4148682951927185,77.47178649902344,0.0002610000083222985,0.4148682951927185,7.099999904632568
0.4391489028930664,0.6506958603858948,2378.84912109375,-0.3913766145706177,0.4391489028930664,160.44613647460938,NaN,3.7136764526367188,5.516787052154541,-5.3661932945251465,40,0.4391489028930664,2541.659173137,81.93596649169922,500,13,1.0170247554779053,14,0.014179341495037079,0.43639901280403137,0.9399646520614624,0.04734759032726288,1.0170246362686157,0.014612833969295025,5.767537593841553,0,2.3479537963867188,0.06041106581687927,0.9865282773971558,0.22514232993125916,0,280000.0,1.0170247554779053,1746538241.8202143,-0.009564239531755447,5.980000019073486,124.65242767333984,0.43639901280403137,78.51010131835938,0.0002579999854788184,0.43639901280403137,9.475000381469727
0.4585001468658447,0.6323157548904419,2540.917724609375,-0.364101380109787,0.4585001468658447,161.99325561523438,NaN,3.2792422771453857,5.524950981140137,0.08284854888916016,40,0.4585001468658447,2701.757887939,82.97980499267578,500,14,1.0185688734054565,15,0.015219743363559246,0.4561269283294678,1.0528236627578735,0.06270402669906616,1.0185688734054565,0.014977309852838516,5.850386142730713,0,2.096390962600708,0.02727523446083069,0.9567123055458069,0.12547942996025085,0,300000.0,1.0185688734054565,1746538403.8895657,0.015356436371803284,6.679999828338623,123.4619369506836,0.4561269283294678,79.01338958740234,0.00025499999173916876,0.4561269283294678,15.475000381469727
0.4761647582054138,0.6200721859931946,2701.019287109375,-0.3906811475753784,0.4761647582054138,160.0270233154297,NaN,2.6788785457611084,5.72023868560791,-2.4934115409851074,40,0.4761647582054138,2862.018156912,81.94520568847656,500,15,1.0197099447250366,16,0.014852236956357956,0.47419455647468567,1.0822527408599854,0.062081627547740936,1.0197099447250366,0.014562939293682575,3.3569746017456055,0,1.8127392530441284,-0.02657976746559143,0.9361673593521118,-0.280229777097702,0,320000.0,1.0197099447250366,1746538563.9882321,-0.0006223991513252258,5.150000095367432,124.97888946533203,0.47419455647468567,78.08174896240234,0.0002519999979995191,0.47419455647468567,4.0
0.4924527704715729,0.6025837063789368,2861.29345703125,-0.367028146982193,0.4924527704715729,160.20211791992188,NaN,2.5092883110046387,6.162870407104492,-0.7577297687530518,40,0.4924527704715729,3021.74294925,82.62263488769531,500,16,1.0195125341415405,17,0.01483964640647173,0.49071598052978516,1.0100317001342773,0.05234505608677864,1.0195125341415405,0.01555083692073822,2.5992448329925537,0,1.6808398962020874,0.023653000593185425,0.9071318507194519,-0.23298756778240204,0,340000.0,1.0195125341415405,1746538724.2490602,-0.009736571460962296,3.4700000286102295,124.84229278564453,0.49071598052978516,77.57943725585938,0.00024900000425986946,0.49071598052978516,8.149999618530273
0.5076608657836914,0.5834235548973083,3021.01904296875,-0.3375062942504883,0.5076608657836914,159.66778564453125,NaN,2.0738046169281006,5.845493316650391,0.518871545791626,40,0.5076608657836914,3181.059306865,81.8842544555664,500,17,1.0196635723114014,18,0.015099616721272469,0.5059808492660522,1.0825743675231934,0.056137289851903915,1.0196635723114014,0.015120691619813442,3.1181163787841797,0,1.299101710319519,0.029521852731704712,0.8723803758621216,-0.017749488353729248,0,360000.0,1.0196635723114014,1746538883.970045,0.0037922337651252747,6.989999771118164,125.26008605957031,0.5059808492660522,77.78348541259766,0.0002460000105202198,0.5059808492660522,12.925000190734863
