_runtime,Train/Epoch,TotalEnvSteps,Time/Epoch,Time/Update,Metrics/EpCost,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,Time/Rollout,Train/PolicyRatio/Min,Value/cost,Train/KL,Safety/shield_violation,Safety/shield_adv_c,Metrics/EpRet,Value/reward,Train/LR,Value/Adv,Loss/Loss_pi,Train/Entropy,Train/PolicyStd,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Time/FPS,Time/Total,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Metrics/EpLen,Loss/Loss_pi/Delta,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,_step,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,_timestamp,Loss/Loss_reward_critic/Delta
322.164905435,0,20000.0,173.26084899902344,81.17161560058594,11.949999809265137,40,0.044999994337558746,92.08917999267578,1.0039589405059814,-0.01890062727034092,0.010186932049691677,-0.03785499930381775,NaN,-1.1917755603790283,0.043258070945739746,0.0002969999914057553,0.12765562534332275,-0.4756506681442261,1.3988890647888184,0.9802188277244568,24.049999237060547,0,0.044999994337558746,115.43289184570312,173.26153564453125,1.0039589405059814,0.035999998450279236,0,0.035999998450279236,1000,-0.4756506681442261,2.608013868331909,0.01000236626714468,0.044999994337558746,1,2.608013868331909,1.0039589405059814,0.035999998450279236,0.010820310562849045,1746518886.9207864,0.01000236626714468
472.766173473,1,40000.0,147.95095825195312,80.68285369873047,10.625,40,0.08001439273357391,67.26805877685547,1.0061020851135254,0.12426624447107315,0.01131966058164835,0.4616362750530243,NaN,-1.163466215133667,0.05405978858470917,0.00029399999766610563,0.19649705290794373,-0.42222803831100464,1.3606115579605103,0.9434091448783875,29.149999618530273,0,0.08001439273357391,135.179931640625,321.2705383300781,1.0061020851135254,0.07083295285701752,0,0.07083295285701752,1000,0.053422629833221436,0.27134108543395996,0.008546171709895134,0.08001439273357391,2,2.879354953765869,1.0061020851135254,0.07083295285701752,0.011558767408132553,1746519034.9287744,-0.001456194557249546
624.409001359,2,60000.0,150.5406036376953,80.91885375976562,10.966666221618652,40,0.11461861431598663,69.62169647216797,1.00521981716156,0.40534988045692444,0.01065280381590128,1.4230445623397827,NaN,-0.9073637127876282,0.05283094570040703,0.000291000003926456,0.06636419892311096,-0.3862759470939636,1.3306481838226318,0.9155321717262268,43.849998474121094,0,0.11461861431598663,132.85452270507812,471.8679504394531,1.00521981716156,0.10568534582853317,0,0.10568534582853317,1000,0.035952091217041016,2.529665946960449,0.00489417091012001,0.11461861431598663,3,5.409020900726318,1.00521981716156,0.10568534582853317,0.011665956117212772,1746519185.5300531,-0.0036520007997751236
774.414558696,3,80000.0,151.58578491210938,81.47087860107422,13.637499809265137,40,0.14786966145038605,70.11483001708984,1.0097596645355225,0.8356402516365051,0.01665966399013996,2.5713844299316406,NaN,-0.6609702110290527,0.031318675726652145,0.0002880000101868063,0.060575712472200394,-0.3736303150653839,1.2881797552108765,0.8774852752685547,77.55000305175781,0,0.14786966145038605,131.93850708007812,623.5143432617188,1.0097596645355225,0.14073815941810608,0,0.14073815941810608,1000,0.012645632028579712,0.7303428649902344,0.004997727926820517,0.14786966145038605,4,6.139363765716553,1.0097596645355225,0.14073815941810608,0.013151144608855247,1746519337.172836,0.00010355701670050621
924.4341943,4,100000.0,149.95223999023438,80.9961166381836,15.989999771118164,40,0.1812756210565567,68.95608520507812,1.0122054815292358,0.6354090571403503,0.01648157835006714,2.3871853351593018,NaN,-0.5205427408218384,0.045486930757761,0.0002849999873433262,-0.012148059904575348,-0.4187608063220978,1.238921046257019,0.8354231119155884,42.400001525878906,0,0.1812756210565567,133.37579345703125,773.5238037109375,1.0122054815292358,0.17597633600234985,0,0.17597633600234985,1000,-0.04513049125671387,-2.239940881729126,0.0051675341092050076,0.1812756210565567,5,3.8994228839874268,1.0122054815292358,0.17597633600234985,0.013753955252468586,1746519487.1784134,0.00016980618238449097
1076.88146435,5,120000.0,149.95176696777344,80.74087524414062,15.199999809265137,40,0.21537694334983826,69.2108383178711,1.012690782546997,0.3883976936340332,0.011921238154172897,1.6035505533218384,NaN,-0.40557318925857544,0.04577629268169403,0.00028199999360367656,-0.12962710857391357,-0.3302534222602844,1.2022079229354858,0.8055287599563599,66.8499984741211,0,0.21537694334983826,133.376220703125,923.5286865234375,1.012690782546997,0.21137212216854095,0,0.21137212216854095,1000,0.08850738406181335,-1.0442001819610596,0.025572791695594788,0.21537694334983826,6,2.855222702026367,1.012690782546997,0.21137212216854095,0.01281639002263546,1746519637.1979027,0.02040525758638978
1227.453617405,6,140000.0,152.3770294189453,81.24871063232422,23.43000030517578,40,0.2500225305557251,71.1282730102539,1.008255124092102,1.3945262432098389,0.013418824411928654,4.102673530578613,NaN,-0.12177412956953049,0.010414384305477142,0.0002789999998640269,0.0027842000126838684,-0.3941443860530853,1.1676849126815796,0.7783884406089783,70.30000305175781,0,0.2500225305557251,131.25338745117188,1075.9818115234375,1.0082550048828125,0.24680207669734955,0,0.24680207669734955,1000,-0.0638909637928009,1.886878490447998,0.004305844195187092,0.2500225305557251,7,4.742101192474365,1.008255124092102,0.24680207669734955,0.012455139309167862,1746519789.6453247,-0.021266947500407696
1379.23394871,7,160000.0,150.51107788085938,80.29832458496094,27.110000610351562,40,0.2848581075668335,70.21271514892578,1.0140037536621094,1.9550416469573975,0.012705815024673939,5.061936855316162,NaN,-0.039270419627428055,0.013016708195209503,0.00027600000612437725,0.14213764667510986,-0.3929309546947479,1.1456400156021118,0.7615521550178528,58.5,0,0.2848581075668335,132.88058471679688,1226.554931640625,1.0140037536621094,0.28238844871520996,0,0.28238844871520996,1000,0.0012134313583374023,4.163943767547607,0.0085807079449296,0.2848581075668335,8,8.906044960021973,1.0140037536621094,0.28238844871520996,0.01334762666374445,1746519940.217486,0.004274863749742508
1527.983586158,8,180000.0,151.7188262939453,81.24456787109375,27.770000457763672,40,0.3201475441455841,70.47420501708984,1.0109871625900269,1.6240304708480835,0.013753692619502544,4.372077941894531,NaN,-0.024068832397460938,0.02163015492260456,0.0002730000123847276,0.1562640219926834,-0.3378759026527405,1.1216754913330078,0.7437474131584167,74.94999694824219,0,0.3201475441455841,131.8227996826172,1378.3348388671875,1.0109871625900269,0.31830158829689026,0,0.31830158829689026,1000,0.055055052042007446,-3.1439952850341797,0.00672101927921176,0.3201475441455841,9,5.762049674987793,1.0109871625900269,0.31830158829689026,0.013041223399341106,1746520091.9977853,-0.0018596886657178402
1678.063878713,9,200000.0,148.6904754638672,80.67537689208984,26.229999542236328,40,0.3550117313861847,68.01506042480469,1.0123804807662964,1.499877691268921,0.014305801130831242,4.639003276824951,NaN,-0.047908999025821686,0.014536255039274693,0.0002699999895412475,-0.12529484927654266,-0.37188035249710083,1.1031938791275024,0.7304580211639404,47.25,0,0.3550117313861847,134.50759887695312,1527.0867919921875,1.0123803615570068,0.35452327132225037,0,0.35452327132225037,1000,-0.03400444984436035,-2.0461857318878174,0.010188395157456398,0.3550117313861847,10,3.7158639430999756,1.0123804807662964,0.35452327132225037,0.013263566419482231,1746520240.7474358,0.0034673758782446384
