Train/LR,Value/reward,Time/FPS,Value/cost,Loss/Loss_pi/Delta,Loss/Loss_pi,Train/Entropy,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield,Train/PolicyStd,Time/Rollout,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Max,Metrics/EpLen,_timestamp,Train/PolicyRatio,_runtime,TotalEnvSteps,Value/Adv,Misc/FinalStepNorm,Misc/xHx,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/KL,Loss/Loss_reward_critic,Train/Epoch,Loss/Loss_cost_critic,Time/Total,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Time/Update,Misc/Alpha,Time/Epoch,Train/StopIter,Loss/Loss_reward_critic/Delta,_step,Misc/gradient_norm,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation
0,0.23578745126724243,97.06547546386719,0.08607174456119537,-0.2839759886264801,-0.2839759886264801,1.4596158266067505,1.0003783702850342,0.03599999472498894,223.5749969482422,1.0419458150863647,180.48251342773438,5.546491622924805,0.03599999472498894,500,1746508946.5768688,1.0003782510757446,360.0833916,20000.0,-8.392333938900265e-09,0.2445354461669922,0.0025587156414985657,0.044999994337558746,195.4499969482422,0.00026743579655885696,0.044999994337558746,-0.8876709938049316,0,1.0003783702850342,0.0003718264342751354,0.04030377417802811,0,86.05445861816406,206.0477294921875,0.08746588230133057,1,0,0.03599999472498894,25.563949584960938,2.795780897140503,206.04649353027344,10,0.04030377417802811,1,0.055754855275154114,86.05445861816406,0.044999994337558746,-0.03361925110220909
0,0.19816036522388458,130.97299194335938,5.656290054321289,-0.005269885063171387,-0.2892458736896515,1.4889785051345825,0.9986426830291748,0.07090413570404053,190.35000610351562,1.0725908279418945,128.42225646972656,4.526954650878906,0.07090413570404053,500,1746509099.36869,0.9986426830291748,510.403221983,40000.0,7.629394338515283e-10,0.233087420463562,0.0035067701246589422,0.07974177598953247,180.9875030517578,0.00095976801821962,0.07974177598953247,-1.0804650783538818,0,0.9986426830291748,0.000434792076703161,0.024927465245127678,1,54.814964294433594,358.84149169921875,0.09760186076164246,1,0,0.07090413570404053,24.28096580505371,2.3881452083587646,152.7032470703125,10,-0.015376308932900429,2,0.09595248103141785,-31.23949432373047,0.07974177598953247,6.0990309715271
0,0.2978215217590332,133.13955688476562,4.921199798583984,-0.08313345909118652,-0.372379332780838,1.5097755193710327,1.001448631286621,0.10521932691335678,96.2750015258789,1.0952017307281494,123.46920776367188,1.6057486534118652,0.10521932691335678,500,1746509249.6887522,1.001448631286621,661.112698909,60000.0,3.051757735406113e-09,0.3676590323448181,0.004021918401122093,0.11222958564758301,141.32000732421875,0.001024280791170895,0.11222958564758301,0.13459090888500214,0,1.001448631286621,0.00024618429597467184,0.023312825709581375,2,46.2421875,509.14495849609375,0.1648721694946289,1,0,0.10521932691335678,26.74908447265625,2.229964017868042,150.21832275390625,10,-0.0016146395355463028,3,0.03813697770237923,-8.572776794433594,0.11222958564758301,6.241340637207031
0,0.3597993850708008,132.7841033935547,9.915552139282227,0.09420788288116455,-0.27817144989967346,1.5225504636764526,1.0012668371200562,0.13848556578159332,152.375,1.1091960668563843,124.7647705078125,4.059286117553711,0.13848556578159332,500,1746509400.397935,1.0012668371200562,816.727284028,80000.0,-1.525878801089675e-08,0.3493227958679199,0.005118511617183685,0.1450960338115692,105.9800033569336,0.000895761011634022,0.1450960338115692,1.726975917816162,0,1.0012668371200562,0.00037791801150888205,0.023877525702118874,3,86.57367706298828,659.8701171875,0.17671938240528107,1,0,0.13848556578159332,25.855621337890625,1.976709008216858,150.6204376220703,10,0.0005646999925374985,4,0.04815221205353737,40.33148956298828,0.1450960338115692,12.13730525970459
0,0.4013368785381317,128.6222381591797,13.994781494140625,0.01132318377494812,-0.26684826612472534,1.524729609489441,1.0018953084945679,0.17146854102611542,172.27499389648438,1.1115931272506714,132.5384063720703,1.1294772624969482,0.17146854102611542,500,1746509556.0123353,1.0018953084945679,974.137622656,100000.0,-6.866454960174906e-09,0.298096239566803,0.005784347653388977,0.1784839630126953,117.52999877929688,0.0013401012402027845,0.1784839630126953,3.4842700958251953,0,1.0018953084945679,0.00041122877155430615,0.034025996923446655,4,99.518798828125,815.4483642578125,0.16031312942504883,1,0,0.17146854102611542,22.955644607543945,1.8594624996185303,155.4940948486328,10,0.010148471221327782,5,0.07379698753356934,12.945121765136719,0.1784839630126953,17.0753116607666
0,0.5903562903404236,127.15377807617188,19.79112434387207,0.02523718774318695,-0.2416110783815384,1.505795955657959,1.0011727809906006,0.20487573742866516,197.6750030517578,1.0908427238464355,129.82814025878906,2.608635187149048,0.20487573742866516,500,1746509713.4230897,1.001172661781311,1131.025731845,120000.0,-5.683898862685055e-08,0.2945336103439331,0.003955579362809658,0.2124311774969101,151.75,0.0008291690028272569,0.2124311774969101,5.329379081726074,0,1.0011727809906006,0.0003649734426289797,0.0541500449180603,5,110.37589263916016,972.8690795898438,0.13098618388175964,1,0,0.20487573742866516,27.461652755737305,2.2485854625701904,157.2898712158203,10,0.020124047994613647,6,0.05436992645263672,10.857093811035156,0.2124311774969101,22.18810272216797
0,0.8301068544387817,127.54985046386719,17.885400772094727,-0.08839394152164459,-0.330005019903183,1.4831711053848267,1.0011833906173706,0.23857632279396057,148.0,1.0663899183273315,130.54896545410156,-0.05906519293785095,0.23857632279396057,500,1746509870.3108,1.0011833906173706,1283.02344161,140000.0,1.0681151962899094e-08,0.26388347148895264,0.004577811807394028,0.2462204098701477,151.2100067138672,0.0008367554401047528,0.2462204098701477,7.011387825012207,0,1.0011833906173706,0.0004186806327197701,0.07315029203891754,6,114.83648681640625,1129.7796630859375,0.12624861299991608,1,0,0.23857632279396057,26.252445220947266,2.090188980102539,156.8014373779297,10,0.01900024712085724,7,0.13712221384048462,4.460594177246094,0.2462204098701477,19.841520309448242
0,0.985985517501831,131.66006469726562,16.486602783203125,-0.054676175117492676,-0.38468119502067566,1.4905561208724976,1.0012563467025757,0.27216416597366333,119.8499984741211,1.0743041038513184,126.76895141601562,-3.0090065002441406,0.27216416597366333,500,1746510022.3086925,1.0012563467025757,1429.363473796,160000.0,-1.2969969986897922e-08,0.2506575882434845,0.008602797985076904,0.27943697571754456,128.69000244140625,0.000888399372342974,0.27943697571754456,8.784952163696289,0,1.0012563467025757,0.0003948853991460055,0.1191079169511795,7,121.15314483642578,1281.7799072265625,0.16439400613307953,1,0,0.27216416597366333,25.13736343383789,1.524736762046814,151.90634155273438,10,0.04595762491226196,8,0.1740555614233017,6.316658020019531,0.27943697571754456,18.873380661010742
0,1.3100390434265137,136.76901245117188,16.653255462646484,-0.00035065412521362305,-0.3850318491458893,1.5221184492111206,1.001253604888916,0.3052806556224823,113.0,1.1088746786117554,122.41146087646484,-0.2891927659511566,0.3052806556224823,500,1746510168.6487403,1.001253604888916,1581.113590948,180000.0,3.051757735406113e-09,0.28844302892684937,0.004708512220531702,0.31209784746170044,107.30000305175781,0.000886432477273047,0.31209784746170044,9.994089126586914,0,1.001253604888916,0.00031506840605288744,0.14497916400432587,8,95.17587280273438,1428.1046142578125,0.13995467126369476,1,0,0.3052806556224823,23.82046127319336,2.0609748363494873,146.23194885253906,10,0.025871247053146362,9,0.0775940790772438,-25.977272033691406,0.31209784746170044,18.933521270751953
0,1.5282373428344727,131.8798065185547,14.729240417480469,-0.03341600298881531,-0.4184478521347046,1.5369502305984497,1.0018028020858765,0.33772361278533936,98.7750015258789,1.1252690553665161,124.33779907226562,1.878441572189331,0.33772361278533936,500,1746510320.398997,1.0018028020858765,1725.300014252,200000.0,1.602172794434864e-08,0.28710246086120605,0.00713752768933773,0.3440445065498352,92.72000122070312,0.001274689333513379,0.3440445065498352,11.31159782409668,0,1.0018028020858765,0.0003430029610171914,0.1707221418619156,9,82.6978988647461,1579.8751220703125,0.171512633562088,1,0,0.33772361278533936,27.315370559692383,1.6739435195922852,151.6532440185547,10,0.02574297785758972,10,0.10380883514881134,-12.477973937988281,0.3440445065498352,17.125526428222656
