TotalEnvSteps,Train/PolicyRatio,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Time/Total,Loss/Loss_cost_critic,_runtime,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Loss/Loss_cost_critic/Delta,_step,Train/StopIter,Metrics/EpRet,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,Train/LR,Time/Epoch,Time/Update,Safety/shield_adv_c,Metrics/EpCost,Value/reward,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Std,Value/Adv,Loss/Loss_pi,Train/PolicyRatio/Max,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,_timestamp,Train/Entropy,Time/FPS,Value/cost,Metrics/EpLen,Train/KL,Safety/shield_violation,Time/Rollout
220000.0,1.0134904384613037,0.036170899868011475,0.3906136155128479,1768.0958251953125,9.699625968933105,1932.627953533,0.38380008935928345,10,-3.201547622680664,11,40,3.916172504425049,0.013819602318108082,0.3906136155128479,0.00026699999580159783,161.90185546875,83.00279998779297,NaN,54.970001220703125,0.31677642464637756,0.3906136155128479,0,0.06600531935691833,1.0134904384613037,0.011627817526459694,0.38380008935928345,0.7087532877922058,0,-0.2400745302438736,-0.3124626874923706,1.0134904384613037,130.4499969482422,0.38380008935928345,1746529657.383466,1.0742378234863281,123.53162384033203,4.621931076049805,1000,0.01291549950838089,9.483835220336914,78.89901733398438
240000.0,1.0059114694595337,0.03199858218431473,0.42708152532577515,1931.8206787109375,14.400407791137695,2094.306758441,0.4192405343055725,11,4.70078182220459,12,40,4.419488430023193,0.013741031289100647,0.42708152532577515,0.0002640000020619482,163.64085388183594,83.73670959472656,NaN,61.02000045776367,0.3873303234577179,0.42708152532577515,0,0.17281879484653473,1.0059114694595337,-0.004172317683696747,0.4192405343055725,0.7007630467414856,0,0.09043584764003754,-0.13964389264583588,1.0059114694595337,212.39999389648438,0.4192405343055725,1746529821.1024263,1.0628560781478882,122.2188720703125,4.619260311126709,1000,0.01385948434472084,10.38882064819336,79.9040756225586
260000.0,1.0127488374710083,0.03155782073736191,0.4637397825717926,2093.486328125,10.506957054138184,2252.927906606,0.4542764723300934,12,-3.8934507369995117,13,40,4.908147811889648,0.013892837800085545,0.4637397825717926,0.0002610000083222985,161.5857391357422,86.52491760253906,NaN,62.220001220703125,0.4080132842063904,0.4637397825717926,0,-0.29375509917736053,1.0127488374710083,-0.0004407614469528198,0.4542764723300934,0.6839184165000916,0,0.018334366381168365,-0.4333989918231964,1.0127488374710083,106.05000305175781,0.4542764723300934,1746529982.7810943,1.0386000871658325,123.77330017089844,4.955475807189941,1000,0.017597613856196404,11.682451248168945,75.06073760986328
280000.0,1.0154284238815308,0.02707877941429615,0.5003671050071716,2252.11279296875,9.852818489074707,2408.153630515,0.4891696274280548,13,-0.6541385650634766,14,40,5.1342453956604,0.015121258795261383,0.5003671050071716,0.0002579999854788184,158.5350341796875,83.12916564941406,NaN,56.0,0.44590848684310913,0.5003671050071716,0,0.040418654680252075,1.0154284238815308,-0.004479041323065758,0.4891696274280548,0.6620590090751648,0,-0.2172670215368271,-0.39298033714294434,1.0154284238815308,116.4000015258789,0.4891696274280548,1746530141.4025164,1.0061960220336914,126.15508270263672,4.864572525024414,1000,0.01762160286307335,11.476837158203125,75.40582275390625
300000.0,1.0143489837646484,0.04176850616931915,0.536756694316864,2407.340576171875,11.364704132080078,2568.674979663,0.5236819386482239,14,1.511885643005371,15,40,5.5986552238464355,0.015412692911922932,0.536756694316864,0.00025499999173916876,155.1405029296875,80.57506561279297,NaN,50.29999923706055,0.47181278467178345,0.536756694316864,0,-0.007111251354217529,1.0143489837646484,0.014689726755023003,0.5236819386482239,0.6448737382888794,0,-0.15313579142093658,-0.40009158849716187,1.0143489837646484,102.55000305175781,0.5236819386482239,1746530296.6282725,0.9799047112464905,128.91539001464844,4.606686115264893,1000,0.01951518841087818,10.5378999710083,74.56539916992188
320000.0,1.0117042064666748,0.033145587891340256,0.5729906558990479,2567.88671875,9.70289134979248,2705.009064798,0.5581390261650085,15,-1.6618127822875977,16,40,5.476813793182373,0.015379550866782665,0.5729906558990479,0.0002519999979995191,160.46102905273438,84.04896545410156,NaN,51.470001220703125,0.4617750942707062,0.5729906558990479,0,0.06468793749809265,1.0117042064666748,-0.008622918277978897,0.5581390261650085,0.6331149339675903,0,0.02521277591586113,-0.3354036509990692,1.0117042064666748,116.19999694824219,0.5581390261650085,1746530457.1500425,0.9614143371582031,124.64085388183594,4.1231913566589355,1000,0.01712503656744957,10.047558784484863,76.41201782226562
340000.0,1.010502815246582,0.02303037978708744,0.6086853742599487,2704.200439453125,10.514263153076172,2862.604315912,0.5926991701126099,16,0.8113718032836914,17,29,5.267955303192139,0.014641346409916878,0.6086853742599487,0.00024900000425986946,136.25538635253906,58.870277404785156,NaN,42.2599983215332,0.5091424584388733,0.6086853742599487,0,-0.008866757154464722,1.010502815246582,-0.010115208104252815,0.5926991701126099,0.6220146417617798,0,0.08094330877065659,-0.34427040815353394,1.010502815246582,124.44999694824219,0.5926991701126099,1746530593.4837763,0.9437295794487,146.78318786621094,4.375015735626221,1000,0.021870434284210205,11.151413917541504,77.38506317138672
360000.0,1.0141403675079346,0.024658890441060066,0.6438612937927246,2861.8154296875,9.371362686157227,3019.263945159,0.6269135475158691,17,-1.1429004669189453,18,40,5.1840386390686035,0.015403705649077892,0.6438612937927246,0.0002460000105202198,157.53492736816406,81.69293975830078,NaN,41.11000061035156,0.5004048943519592,0.6438612937927246,0,-0.06528875231742859,1.0141403675079346,0.0016285106539726257,0.6269135475158691,0.6072396636009216,0,-0.04540114849805832,-0.4095591604709625,1.0141403675079346,101.75,0.6269135475158691,1746530751.0792973,0.9197887778282166,126.95597076416016,4.710598468780518,1000,0.018079599365592003,10.886738777160645,75.84191131591797
380000.0,1.012939453125,0.05309922993183136,0.678746223449707,3018.448486328125,10.985992431640625,3173.41885955,0.6609852313995361,18,1.6146297454833984,19,39,5.611116409301758,0.01579628698527813,0.678746223449707,0.00024300000222865492,156.57403564453125,80.79042053222656,NaN,44.2400016784668,0.5260445475578308,0.678746223449707,0,-0.0007304251194000244,1.012939453125,0.028440339490771294,0.6609852313995361,0.5954849123954773,0,-0.07891162484884262,-0.41028958559036255,1.012939453125,109.1500015258789,0.6609852313995361,1746530907.7383924,0.9002671837806702,127.735107421875,5.10421895980835,1000,0.020691579207777977,11.567051887512207,75.78353881835938
400000.0,1.008828043937683,0.031541187316179276,0.7136625051498413,3172.61328125,13.912652015686035,3296.451452183,0.6954107880592346,19,2.92665958404541,20,37,5.333892822265625,0.01560559868812561,0.7136625051498413,0.00023999999393709004,154.07870483398438,75.06941223144531,NaN,50.2599983215332,0.5537952184677124,0.7136625051498413,0,0.07240411639213562,1.008828043937683,-0.021558042615652084,0.6954107880592346,0.5880447030067444,0,-0.06321848183870316,-0.33788546919822693,1.008828043937683,134.64999389648438,0.6954107880592346,1746531061.8933527,0.8876702785491943,129.8037872314453,5.1521992683410645,1000,0.020159952342510223,12.012569427490234,79.00922393798828
420000.0,1.016913890838623,0.04528961330652237,0.7484912872314453,3295.634521484375,11.384662628173828,3444.320710062,0.728728175163269,20,-2.527989387512207,21,24,5.9022040367126465,0.01578916795551777,0.7484912872314453,0.00023700000019744039,122.94409942626953,48.36186218261719,NaN,47.7599983215332,0.7008354663848877,0.7484912872314453,0,-0.3432454764842987,1.0169140100479126,0.013748425990343094,0.728728175163269,0.5714666247367859,0,-0.03205571696162224,-0.6811309456825256,1.0169140100479126,68.0999984741211,0.728728175163269,1746531184.9261425,0.858819305896759,162.67556762695312,6.183415412902832,1000,0.020315425470471382,14.48417854309082,74.58219146728516
440000.0,1.012749195098877,0.029977276921272278,0.7832307815551758,3443.531494140625,11.338363647460938,3590.30941827,0.7621618509292603,21,-0.046298980712890625,22,36,5.950373649597168,0.016128601506352425,0.7832307815551758,0.00023400000645779073,147.80731201171875,73.20755767822266,NaN,47.45000076293945,0.5939921140670776,0.7832307815551758,0,0.29172810912132263,1.012749195098877,-0.015312336385250092,0.7621618509292603,0.5596095323562622,0,0.1473054140806198,-0.389402836561203,1.012749195098877,115.9000015258789,0.7621618509292603,1746531332.7938778,0.8378731608390808,135.31130981445312,5.374541282653809,1000,0.02059480920433998,11.91989803314209,74.5997085571289
460000.0,1.0154032707214355,0.03803299367427826,0.8179222345352173,3589.439453125,11.576851844787598,3747.285213386,0.7954360842704773,22,0.23848819732666016,23,32,6.093732833862305,0.015748878940939903,0.8179222345352173,0.00023099999816622585,145.84957885742188,66.59770965576172,NaN,48.040000915527344,0.5925607681274414,0.8179222345352173,0,-0.07595348358154297,1.0154032707214355,0.008055716753005981,0.7954360842704773,0.5501018166542053,0,-0.019873492419719696,-0.46535632014274597,1.0154032707214355,103.30000305175781,0.7954360842704773,1746531478.7840497,0.8206925392150879,137.12759399414062,6.157031059265137,1000,0.02193622477352619,12.580382347106934,79.25181579589844
480000.0,1.0151318311691284,0.03204496204853058,0.8523592352867126,3746.3994140625,7.958271026611328,3870.409639794,0.8288032412528992,23,-3.6185808181762695,24,40,5.597394943237305,0.016003651544451714,0.8523592352867126,0.0002280000044265762,156.8168487548828,81.08263397216797,NaN,43.72999954223633,0.6137837171554565,0.8523592352867126,0,0.07991403341293335,1.0151318311691284,-0.005988031625747681,0.8288032412528992,0.5410505533218384,0,0.39463627338409424,-0.3854422867298126,1.0151318311691284,114.0,0.8288032412528992,1746531635.7598019,0.8040894269943237,127.53731536865234,5.562829494476318,1000,0.018389390781521797,12.115859031677246,75.73417663574219
500000.0,1.015627145767212,0.03118138387799263,0.8861590027809143,3869.611572265625,10.23704719543457,4010.501249551,0.8616196513175964,24,2.278776168823242,25,24,5.597784519195557,0.01591436378657818,0.8861590027809143,0.00022499999613501132,123.05531311035156,48.458160400390625,NaN,36.02000045776367,0.6176788806915283,0.8861590027809143,0,-0.1046818196773529,1.0156272649765015,-0.0008635781705379486,0.8616196513175964,0.5298079252243042,0,0.04788675159215927,-0.4901241064071655,1.0156272649765015,85.5999984741211,0.8616196513175964,1746531758.8848407,0.7830439805984497,162.52853393554688,5.567967414855957,1000,0.020114924758672714,11.67966365814209,74.59711456298828
520000.0,1.012603998184204,0.039703141897916794,0.9198485016822815,4009.71435546875,12.349058151245117,4138.11446948,0.8946350812911987,25,2.112010955810547,26,31,5.402103424072266,0.016039859503507614,0.9198485016822815,0.00022200000239536166,140.0330352783203,63.065040588378906,NaN,44.209999084472656,0.6364825963973999,0.9198485016822815,0,0.10460761189460754,1.012603998184204,0.008521758019924164,0.8946350812911987,0.5188279747962952,0,-0.07492440938949585,-0.385516494512558,1.012603998184204,115.6500015258789,0.8946350812911987,1746531898.9762151,0.762161374092102,142.82345581054688,5.615365505218506,1000,0.022932562977075577,12.007668495178223,76.9679183959961
540000.0,1.0109775066375732,0.03929797187447548,0.9534058570861816,4137.30859375,12.98891544342041,4276.673253715,0.9276790618896484,26,0.639857292175293,27,24,5.7735371589660645,0.015711039304733276,0.9534058570861816,0.00021899999410379678,127.5379867553711,51.71958923339844,NaN,43.47999954223633,0.5999487042427063,0.9534058570861816,0,0.029963523149490356,1.0109776258468628,-0.0004051700234413147,0.9276790618896484,0.5130409598350525,0,0.3235945701599121,-0.3555529713630676,1.0109776258468628,108.75,0.9276790618896484,1746532026.5891626,0.7509721517562866,156.81602478027344,4.705655097961426,1000,0.02063702419400215,11.075434684753418,75.818359375
560000.0,1.0098174810409546,0.05066701024770737,0.986838161945343,4275.88427734375,11.677165031433105,4398.099056506,0.9608560800552368,27,-1.3117504119873047,28,29,6.138063907623291,0.01582012139260769,0.986838161945343,0.00021600000036414713,138.49697875976562,61.51349639892578,NaN,43.25,0.6761803030967712,0.986838161945343,0,-0.0190771222114563,1.0098174810409546,0.011369038373231888,0.9608560800552368,0.5084501504898071,0,-0.03093729540705681,-0.3746300935745239,1.0098174810409546,113.5,0.9608560800552368,1746532165.1484506,0.7418196797370911,144.40748596191406,5.217217445373535,1000,0.0202297605574131,11.778861045837402,76.98342895507812
580000.0,1.019553542137146,0.03592799976468086,1.0200766324996948,4397.29541015625,9.388739585876465,4490.618065588,0.9922969937324524,28,-2.2884254455566406,29,25,6.467031478881836,0.01631535030901432,1.0200766324996948,0.00021300000662449747,121.35011291503906,50.69704818725586,NaN,41.65999984741211,0.7671912908554077,1.0200766324996948,0,-0.3173190951347351,1.0195534229278564,-0.014739010483026505,0.9922969937324524,0.4953470528125763,0,-0.04535328969359398,-0.691949188709259,1.0195534229278564,39.95000076293945,0.9922969937324524,1746532286.573747,0.7155855894088745,164.81236267089844,5.38049840927124,1000,0.021811073645949364,11.4574556350708,70.65303039550781
600000.0,1.002162218093872,0.05073803663253784,1.0534520149230957,4489.798828125,20.922618865966797,4631.344300531,1.0248875617980957,29,11.533879280090332,30,8,7.099572658538818,0.014948439784348011,1.0534520149230957,0.0002099999983329326,92.42782592773438,16.307273864746094,NaN,47.2400016784668,0.7655573487281799,1.0534520149230957,0,0.5724409818649292,1.0021623373031616,0.01481003686785698,1.0248875617980957,0.49295923113822937,0,-0.19366231560707092,-0.11950820684432983,1.0021623373031616,152.5500030517578,1.0248875617980957,1746532379.0927978,0.710810124874115,216.38504028320312,5.307197570800781,1000,0.020029820501804352,11.380528450012207,76.12051391601562
620000.0,1.0145195722579956,0.03705384209752083,1.0865514278411865,4630.54345703125,8.57995319366455,4756.241668888,1.0570430755615234,30,-12.342665672302246,31,31,7.07320499420166,0.016574902459979057,1.0865514278411865,0.00020700000459328294,140.65472412109375,65.1988754272461,NaN,40.0099983215332,0.8011932969093323,1.0865514278411865,0,-0.35446587204933167,1.0145195722579956,-0.013684194535017014,1.0570430755615234,0.4899709224700928,0,0.2089862823486328,-0.4739740788936615,1.0145195722579956,87.05000305175781,1.0570430755615234,1746532519.8189719,0.7048355340957642,142.19216918945312,5.203503131866455,1000,0.021362656727433205,11.362527847290039,75.45579528808594
640000.0,1.0141736268997192,0.03665011003613472,1.1193891763687134,4755.4423828125,9.680521965026855,4878.989272334,1.0884963274002075,31,1.1005687713623047,32,25,6.9814772605896,0.016346773132681847,1.1193891763687134,0.00020399999630171806,124.82552337646484,51.27363967895508,NaN,39.63999938964844,0.6749474406242371,1.1193891763687134,0,-0.012540996074676514,1.0141736268997192,-0.0004037320613861084,1.0884963274002075,0.47884297370910645,0,0.162144735455513,-0.486515074968338,1.0141736268997192,74.44999694824219,1.0884963274002075,1746532644.7164006,0.681871771812439,160.22364807128906,5.081159591674805,1000,0.020339971408247948,10.590381622314453,73.55184173583984
660000.0,1.0104398727416992,0.035206448286771774,1.1521042585372925,4878.20166015625,9.525973320007324,4987.205929502,1.1198409795761108,32,-0.15454864501953125,33,24,6.786283016204834,0.01570100709795952,1.1521042585372925,0.0002010000025620684,122.68714904785156,49.43580627441406,NaN,41.45000076293945,0.8660700917243958,1.1521042585372925,0,0.14670974016189575,1.0104398727416992,-0.0014436617493629456,1.1198409795761108,0.47554272413253784,0,0.11813504993915558,-0.33980533480644226,1.0104398727416992,94.5999984741211,1.1198409795761108,1746532767.4645777,0.6747136116027832,163.01625061035156,5.142329692840576,1000,0.020025352016091347,9.922533988952637,73.25130462646484
680000.0,1.0066109895706177,0.055267028510570526,1.1848394870758057,4986.404296875,10.906760215759277,5100.367017394,1.1511054039001465,33,1.3807868957519531,34,16,6.983896255493164,0.01416064240038395,1.1848394870758057,0.00019799999427050352,108.1463623046875,32.0844612121582,NaN,43.61000061035156,0.776451826095581,1.1848394870758057,0,0.001611560583114624,1.0066111087799072,0.020060580223798752,1.1511054039001465,0.473667711019516,0,-0.09289008378982544,-0.33819377422332764,1.0066111087799072,95.0,1.1511054039001465,1746532875.680648,0.6707557439804077,184.93455505371094,5.452463150024414,1000,0.024243324995040894,10.20535659790039,76.0618667602539
700000.0,1.0087394714355469,0.0633559301495552,1.2172338962554932,5099.56640625,11.23361873626709,5231.795730203,1.1819127798080444,34,0.3268585205078125,35,18,6.912126541137695,0.01418293733149767,1.2172338962554932,0.00019500000053085387,113.0880126953125,36.606346130371094,NaN,37.45000076293945,0.9437751770019531,1.2172338962554932,0,-0.11382126808166504,1.0087394714355469,0.00808890163898468,1.1819127798080444,0.46885430812835693,0,-0.08571591228246689,-0.4520150423049927,1.0087394714355469,79.69999694824219,1.1819127798080444,1746532988.8417137,0.6604857444763184,176.85340881347656,4.936243057250977,1000,0.0223253071308136,10.643891334533691,76.48162841796875
720000.0,1.0091183185577393,0.04496868699789047,1.2496509552001953,5231.00244140625,11.146615028381348,5375.252049839,1.212778091430664,35,-0.08700370788574219,36,27,6.978072643280029,0.016990916803479195,1.2496509552001953,0.00019200000679120421,131.364013671875,55.65753936767578,NaN,42.83000183105469,0.8611425757408142,1.2496509552001953,0,0.12303683161735535,1.0091183185577393,-0.018387243151664734,1.212778091430664,0.4657059907913208,0,0.002809680998325348,-0.32897821068763733,1.0091183185577393,97.5,1.212778091430664,1746533120.2705667,0.6538999080657959,152.2487030029297,4.630558490753174,1000,0.025218652561306953,9.83462905883789,75.70641326904297
740000.0,1.0045872926712036,0.039059314876794815,1.2822110652923584,5374.4501953125,11.501636505126953,5504.843633988,1.2439802885055542,36,0.35502147674560547,37,33,6.814627647399902,0.01610361598432064,1.2822110652923584,0.00018899999849963933,143.38192749023438,68.05966186523438,NaN,44.86000061035156,0.7567693591117859,1.2822110652923584,0,0.08315624296665192,1.0045872926712036,-0.005909372121095657,1.2439802885055542,0.46726658940315247,0,-0.17376509308815002,-0.2458219677209854,1.0045872926712036,108.69999694824219,1.2439802885055542,1746533263.7267072,0.6571071743965149,139.4875946044922,5.053018093109131,1000,0.020678594708442688,9.502498626708984,75.32222747802734
760000.0,1.0133157968521118,0.044759415090084076,1.3152387142181396,5504.04150390625,11.780011177062988,5619.877688283,1.2757664918899536,37,0.27837467193603516,38,27,6.979989051818848,0.016132473945617676,1.3152387142181396,0.00018600000475998968,129.5181121826172,54.342071533203125,NaN,50.790000915527344,0.8116291165351868,1.3152387142181396,0,-0.0767432302236557,1.0133157968521118,0.005700100213289261,1.2757664918899536,0.4622134864330292,0,-0.15440955758094788,-0.3225651979446411,1.0133157968521118,120.3499984741211,1.2757664918899536,1746533393.318294,0.6461268067359924,154.41856384277344,5.712002754211426,1000,0.020425263792276382,11.702292442321777,75.17599487304688
780000.0,1.004750370979309,0.03711516037583351,1.348798155784607,5619.08154296875,12.77503490447998,5758.092993039,1.3085747957229614,38,0.9950237274169922,39,19,6.598598003387451,0.015736615285277367,1.348798155784607,0.0001829999964684248,114.96504211425781,38.71744918823242,NaN,52.939998626708984,0.8280248045921326,1.348798155784607,0,0.24776246398687363,1.004750370979309,-0.007644254714250565,1.3085747957229614,0.463750958442688,0,0.06290296465158463,-0.07480273395776749,1.004750370979309,142.5,1.3085747957229614,1746533508.3523571,0.6493497490882874,173.96592712402344,4.961055278778076,1000,0.022541387006640434,10.342619895935059,76.24755096435547
800000.0,1.0148662328720093,0.035992782562971115,1.3828386068344116,5757.29248046875,8.011053085327148,5905.718324474,1.3406282663345337,39,-4.763981819152832,40,31,6.156811714172363,0.01584997959434986,1.3828386068344116,0.00018000000272877514,138.14366149902344,63.19599151611328,NaN,53.18000030517578,0.7782071828842163,1.3828386068344116,0,-0.378743939101696,1.0148662328720093,-0.0011223778128623962,1.3406282663345337,0.4583728313446045,0,0.07154406607151031,-0.4535466730594635,1.0148662328720093,74.69999694824219,1.3406282663345337,1746533646.567731,0.6375765204429626,144.77682495117188,4.103580474853516,1000,0.020708510652184486,9.984602928161621,74.94762420654297
820000.0,1.0111066102981567,0.03895346820354462,1.4169797897338867,5904.89892578125,6.684393405914307,6035.990814636,1.3721504211425781,40,-1.3266596794128418,41,36,5.783273696899414,0.015989206731319427,1.4169797897338867,0.00017699999443721026,147.5330810546875,72.1535873413086,NaN,47.400001525878906,0.7529349327087402,1.4169797897338867,0,0.04787999391555786,1.0111066102981567,0.0029606856405735016,1.3721504211425781,0.45319968461990356,0,0.37673887610435486,-0.40566667914390564,1.0111066102981567,79.94999694824219,1.3721504211425781,1746533794.1929061,0.6260232329368591,135.56280517578125,4.621027946472168,1000,0.020211094990372658,9.627448081970215,75.37944793701172
