Time/Rollout,_step,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic/Delta,Train/StopIter,Time/FPS,Train/PolicyRatio/Min,Train/Epoch,_runtime,Loss/Loss_pi,Train/PolicyStd,Value/reward,Train/LR,Loss/Loss_pi/Delta,Value/cost,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max,TotalEnvSteps,Value/Adv,Time/Epoch,Time/Total,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Train/Entropy,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic,Train/PolicyRatio,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Train/KL,_timestamp,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Time/Update
90.33138275146484,1,3.500999689102173,22.947940826416016,40,134.10391235351562,1.0002777576446533,0,299.962309541,-0.009755139239132404,0.9968246221542358,0.23553061485290527,0.0002969999914057553,-0.009755139239132404,0.09106822311878204,500,3.500999689102173,1.0002777576446533,20000,0.0756458044052124,149.13807678222656,149.13914489746094,205.97500610351562,0,1.415753722190857,3.500999689102173,0.022525206208229065,1.0002777576446533,22.947940826416016,0.007415700238198042,0.004041911102831364,1745027990.0290213,-1.2835737466812134,0.022525206208229065,58.806617736816406
89.54069519042969,2,6.989159107208252,-10.748010635375977,40,133.48336791992188,1.000184178352356,1,449.14695604,-0.01436682790517807,0.9989355802536011,0.14434854686260223,0.00029399999766610563,-0.004611688666045666,5.453310966491699,500,6.989159107208252,1.000184178352356,40000,-0.054646916687488556,149.83140563964844,299.0315246582031,188.125,0,1.4178701639175415,6.989159107208252,0.020242610946297646,1.000184178352356,12.199930191040039,0.007619609124958515,0.004807198420166969,1745028139.9181662,-0.8696451187133789,-0.0022825952619314194,60.29065704345703
90.27191162109375,3,10.480152130126953,5.711330413818359,40,134.1207733154297,1.0002559423446655,2,597.505082661,-0.03040536306798458,0.9942463636398315,0.1005902886390686,0.000291000003926456,-0.01603853516280651,11.615747451782227,500,10.480152130126953,1.0002559423446655,60000,0.07256216555833817,149.11932373046875,448.2076721191406,194.94000244140625,0,1.4131652116775513,10.480152130126953,0.024351151660084724,1.0002559423446655,17.9112606048584,0.008826041594147682,0.005103026516735554,1745028289.1027744,-0.7688633799552917,0.004108540713787079,58.847354888916016
89.89845275878906,4,13.947883605957031,0.736419677734375,40,134.86375427246094,1.0005708932876587,3,746.030617682,-0.03420018404722214,0.9835401177406311,0.05371987819671631,0.0002880000101868063,-0.0037948209792375565,11.264909744262695,500,13.947883605957031,1.0005708932876587,80000,0.04123559594154358,148.2978057861328,596.5709228515625,170.30999755859375,0,1.4023381471633911,13.947883605957031,0.03418575972318649,1.0005708932876587,18.647680282592773,0.009796224534511566,0.0071606868878006935,1745028437.4609878,-0.9555585980415344,0.009834608063101768,58.39931106567383
89.94544219970703,5,17.305335998535156,-10.358546257019043,40,134.71327209472656,1.000308871269226,4,894.665125368,-0.030453694984316826,0.9667750000953674,0.11957592517137527,0.0002849999873433262,0.0037464890629053116,4.927758693695068,500,17.305335998535156,1.000308871269226,100000,-0.32189130783081055,148.46347045898438,745.0953369140625,114.62000274658203,0,1.3851381540298462,17.305335998535156,0.03826043754816055,1.000308871269226,8.28913402557373,0.011652653105556965,0.010426175780594349,1745028585.9865117,-0.45765364170074463,0.00407467782497406,58.517974853515625
89.82466125488281,6,20.408496856689453,-6.756170392036438,40,134.61488342285156,1.0006400346755981,5,1043.834409893,-0.009876806288957596,0.964737057685852,0.19487780332565308,0.00028199999360367656,0.02057688869535923,0.2056298851966858,500,20.408496856689453,1.0006400346755981,120000,-0.2385721504688263,148.5719757080078,893.7284545898438,51.029998779296875,0,1.3828176259994507,20.408496856689453,0.028371701017022133,1.0006400346755981,1.5329636335372925,0.011244302615523338,0.008653637021780014,1745028734.6210225,0.339164137840271,-0.00988873653113842,58.74726486206055
89.96971130371094,7,23.177181243896484,-0.08608460426330566,40,134.1309051513672,1.0016423463821411,6,1193.473966513,-0.013798571191728115,0.9589411616325378,0.1541202813386917,0.0002789999998640269,-0.003921764902770519,0.005270882975310087,500,23.177181243896484,1.0016423463821411,140000,-0.020974792540073395,149.1080780029297,1042.9005126953125,13.600000381469727,0,1.3767285346984863,23.177181243896484,0.030698111280798912,1.0016422271728516,1.4468790292739868,0.01106385700404644,0.00881219282746315,1745028883.7902527,0.258872926235199,0.002326410263776779,59.138301849365234
90.16986846923828,8,25.679384231567383,2.2645119428634644,40,133.70986938476562,1.0008463859558105,7,1343.151623348,-0.01344846747815609,0.952194333076477,0.14897631108760834,0.00027600000612437725,0.0003501037135720253,0.7572441101074219,500,25.679384231567383,1.0008463859558105,160000,-0.027423415333032608,149.5775909423828,1192.537841796875,14.539999961853027,0,1.3695284128189087,25.679384231567383,0.02736840955913067,1.0008463859558105,3.711390972137451,0.009799599647521973,0.007696216925978661,1745029033.4298723,0.5474700331687927,-0.0033297017216682434,59.40766143798828
90.4363021850586,9,27.956432342529297,-1.605832576751709,40,133.67852783203125,1.000664234161377,8,1492.630106638,-0.009303614497184753,0.9496763348579407,0.17634466290473938,0.0002730000123847276,0.004144852980971336,1.086655855178833,500,27.956432342529297,1.000664234161377,180000,-0.16399437189102173,149.6126708984375,1342.214111328125,13.329999923706055,0,1.3671472072601318,27.956432342529297,0.02266189269721508,1.000664234161377,2.105558395385742,0.010488052852451801,0.010067315772175789,1745029183.1075604,0.582048773765564,-0.004706516861915588,59.176300048828125
90.5152359008789,10,30.059415817260742,1.6158406734466553,40,133.84779357910156,1.0011277198791504,9,1641.004488424,-0.016245130449533463,0.9419146776199341,0.17472927272319794,0.0002699999895412475,-0.006941515952348709,0.5972365140914917,500,30.059415817260742,1.0011277198791504,200000,-0.5174232125282288,149.4234619140625,1491.7008056640625,17.149999618530273,0,1.3590072393417358,30.059415817260742,0.027890413999557495,1.0011277198791504,3.7213990688323975,0.010523702949285507,0.0073891025967895985,1745029332.584852,0.42770013213157654,0.005228521302342415,58.908164978027344
