Value/cost,Metrics/LagrangeMultiplier/Max,Time/FPS,Misc/gradient_norm,Metrics/EpLen,Train/PolicyStd,Time/Epoch,TotalEnvSteps,Safety/EpCostShield,Misc/xHx,Value/reward,Train/PolicyRatio/Max,Train/LR,Train/PolicyRatio/Std,_runtime,Time/Rollout,Misc/FinalStepNorm,Metrics/EpCost,Loss/Loss_cost_critic,Safety/shield_violation,_step,Train/KL,_timestamp,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi/Delta,Train/StopIter,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Safety/shield_adv_c,Loss/Loss_cost_critic/Delta,Misc/Alpha,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Time/Update,Misc/H_inv_g,Train/PolicyRatio/Min,Train/Epoch,Metrics/EpRet,Train/PolicyRatio,Misc/AcceptanceStep,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Value/Adv,Train/Entropy,Safety/ShieldLagrangeMultiplier/Std
0.22645707428455353,0.03599999472498894,154.7706298828125,0.05001450330018997,1000,0.9733486175537109,129.22348022460938,20000.0,13.149999618530273,0.0021135539282113314,0.07727159559726715,0.9998173713684082,0,0.00012913794489577413,232.850371815,112.25664520263672,0.24323005974292755,1.9500000476837158,1.6151602268218994,-0.1447327733039856,1,0.000403550046030432,1746537876.6560957,-0.039971694350242615,0.005532292649149895,0.044999994337558746,-0.039971694350242615,10,0.044999994337558746,0.03599999472498894,-0.030574684962630272,1.6151602268218994,3.076148509979248,0.044999994337558746,129.22494506835938,16.96681785583496,0.07906967401504517,0.9998173713684082,0,-1.1748450994491577,0.9998173713684082,1,0.005532292649149895,0.03599999472498894,0,6.103515470812226e-09,1.3917344808578491,0
0.257037490606308,0.07094715535640717,194.84555053710938,0.06110917404294014,1000,0.9741331934928894,102.6454086303711,40000.0,12.899999618530273,0.0036318888887763023,0.04442354291677475,0.9995881915092468,0,0.00029123472631908953,343.292579229,85.6612548828125,0.3006725013256073,2.5250000953674316,2.5848169326782227,0.4959183633327484,2,0.00032091347384266555,1746537979.36831,-0.03836539015173912,-0.0012889807112514973,0.07998087257146835,0.0016063041985034943,10,0.07998087257146835,0.07094715535640717,0.5494034886360168,0.9696567058563232,2.346648931503296,0.07998087257146835,231.94113159179688,16.984128952026367,0.12812845408916473,0.9995881915092468,1,-0.8158025741577148,0.9995881915092468,1,0.0042433119378983974,0.07094715535640717,0,-3.814697002724188e-09,1.3926759958267212,0
0.3785886764526367,0.10551896691322327,181.21824645996094,0.06606810539960861,1000,0.9734997749328613,110.36416625976562,60000.0,28.049999237060547,0.00696155522018671,0.040443453937768936,0.9996751546859741,0,0.0002297284227097407,448.520278897,93.37247467041016,0.3438366949558258,3.700000047683716,4.749685764312744,1.0695583820343018,3,0.0002801661321427673,1746538089.8105493,-0.02514808438718319,-0.0005697810556739569,0.11350928246974945,0.013217305764555931,10,0.11350928246974945,0.10551896691322327,1.1242971420288086,2.1648688316345215,1.6949682235717773,0.11350928246974945,342.3765563964844,16.99165916442871,0.20285731554031372,0.9996751546859741,2,-0.5047535300254822,0.9996750950813293,1,0.0036735308822244406,0.10551896691322327,0,-3.814697002724188e-09,1.391912817955017,0
0.4335681200027466,0.14019329845905304,190.16561889648438,0.05930027365684509,1000,0.9843873381614685,105.1714859008789,80000.0,41.54999923706055,0.004900821018964052,0.03180753439664841,1.000240683555603,0,0.00017010472947731614,555.100395119,87.77979278564453,0.3487964868545532,4.349999904632568,4.708827018737793,1.0266779661178589,4,0.00028360250871628523,1746538195.0381436,0.012751378118991852,-0.0014297747984528542,0.1465858668088913,0.03789946250617504,10,0.1465858668088913,0.14019329845905304,1.1482046842575073,-0.04085874557495117,2.0201337337493896,0.1465858668088913,447.6195983886719,17.39166831970215,0.17266011238098145,1.000240683555603,3,-0.27105697989463806,1.000240683555603,1,0.0022437560837715864,0.14019329845905304,0,-8.392333938900265e-09,1.4024988412857056,0
0.7615601420402527,0.17515967786312103,187.76150512695312,0.0623723529279232,1000,0.9793785214424133,106.51810455322266,100000.0,22.850000381469727,0.003522504586726427,0.032423462718725204,0.99968022108078,0,0.00022613188775721937,668.926837845,89.8449478149414,0.31414794921875,4.5,3.2304258346557617,1.6411398649215698,5,0.00037859525764361024,1746538301.6183543,-0.035035353153944016,0.0010945710819214582,0.17980116605758667,-0.04778673127293587,10,0.17980116605758667,0.17515967786312103,-0.1634877324104309,-1.4784011840820312,2.382805347442627,0.17980116605758667,554.1957397460938,16.673141479492188,0.13183952867984772,0.99968022108078,4,-0.15312471985816956,0.99968022108078,1,0.0033383271656930447,0.17515967786312103,0,3.051757735406113e-09,1.3970608711242676,0
0.9079060554504395,0.20869536697864532,175.8065643310547,0.10861296951770782,1000,0.9720914959907532,113.76139068603516,120000.0,97.55000305175781,0.006444393657147884,0.029862146824598312,0.9990928173065186,0,0.0006414750241674483,774.667979572,96.67689514160156,0.314876914024353,9.170000076293945,6.878362655639648,3.556739568710327,6,0.00033984548645094037,1746538415.4446862,0.09621348232030869,0.0011431188322603703,0.2101415991783142,0.1312488354742527,10,0.2101415991783142,0.20869536697864532,0.5024163722991943,3.6479368209838867,1.7616662979125977,0.2101415991783142,668.0183715820312,17.08446502685547,0.17873811721801758,0.9990928173065186,5,0.1743146926164627,0.9990928173065186,1,0.004481445997953415,0.20869536697864532,0,3.051757735406113e-09,1.389877200126648,0
0.9254758954048157,0.24241593480110168,189.26820373535156,0.07296895980834961,1000,0.9765823483467102,105.67015838623047,140000.0,24.149999618530273,0.002421376761049032,0.042103346437215805,0.9999982714653015,0,1.2083729643563856e-06,883.487106067,88.6353759765625,0.30128487944602966,10.569999694824219,4.036691188812256,2.1364214420318604,7,0.000311504234559834,1746538521.1859143,-0.03875226527452469,0.0012668254785239697,0.23974750936031342,-0.13496574759483337,10,0.23974750936031342,0.24241593480110168,0.38625767827033997,-2.8416714668273926,2.873974561691284,0.23974750936031342,773.7552490234375,17.03475570678711,0.10483213514089584,0.9999982714653015,6,0.25509846210479736,0.9999982714653015,1,0.005748271476477385,0.24241593480110168,0,-1.5258788677030566e-09,1.393763542175293,0
1.2368366718292236,0.27656468749046326,183.93370056152344,0.10804188996553421,1000,0.9871893525123596,108.7348403930664,160000.0,42.45000076293945,0.0036616139113903046,0.05169930309057236,0.9993168711662292,0,0.0004830590623896569,995.236626674,91.82564544677734,0.2929457724094391,12.319999694824219,5.465540409088135,2.3061912059783936,8,0.0003178156912326813,1746538630.0050452,0.012066707015037537,0.0017635803669691086,0.2702217102050781,0.050818972289562225,10,0.2702217102050781,0.27656468749046326,0.3567344546318054,1.428849220275879,2.337104558944702,0.2702217102050781,882.5665283203125,16.909170150756836,0.1253456026315689,0.9993168711662292,7,0.1468602567911148,0.9993168711662292,1,0.007511851843446493,0.27656468749046326,0,-1.0681151962899094e-08,1.4036287069320679,0
1.40858793258667,0.31124147772789,179.0795135498047,0.1018906831741333,1000,0.9917804598808289,111.68223571777344,180000.0,48.650001525878906,0.005303914658725262,0.058101024478673935,0.9986802935600281,0,0.0009331874316558242,1103.494035099,94.65223693847656,0.31342655420303345,13.869999885559082,5.005973815917969,3.1633973121643066,9,0.00029764414648525417,1746538741.7545843,0.0018146131187677383,-0.0014861943200230598,0.30166366696357727,-0.010252093896269798,10,0.30166366696357727,0.31124147772789,-0.36672839522361755,-0.459566593170166,1.9418529272079468,0.30166366696357727,994.32861328125,17.02997589111328,0.16140592098236084,0.9986802935600281,8,0.09501541405916214,0.9986802935600281,1,0.006025657523423433,0.31124147772789,0,-2.2888182460434336e-09,1.4076799154281616,0
1.7255018949508667,0.34647443890571594,184.85098266601562,0.08187907934188843,1000,0.9908895492553711,108.19525909423828,200000.0,50.900001525878906,0.005090272054076195,0.040483880788087845,0.9995372295379639,0,0.00032722813193686306,1208.276163454,90.87067413330078,0.3363686501979828,15.279999732971191,4.844727039337158,3.9150874614715576,10,0.0002213202533312142,1746538850.0120153,-0.014150361530482769,0.0016543171368539333,0.33393755555152893,-0.015964974649250507,10,0.33393755555152893,0.34647443890571594,0.39076685905456543,-0.16124677658081055,1.9821845293045044,0.33393755555152893,1102.5877685546875,17.32455825805664,0.16969594359397888,0.9995372295379639,9,-0.0033522890880703926,0.9995372295379639,1,0.007679974660277367,0.34647443890571594,0,3.051757735406113e-09,1.406941533088684,0
