_timestamp,Time/Rollout,Time/Total,Loss/Loss_cost_critic,_step,Train/Entropy,Safety/ShieldLagrangeMultiplier/Std,_runtime,Time/Update,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Train/Epoch,Loss/Loss_cost_critic/Delta,Time/Epoch,Train/LR,Loss/Loss_pi,Value/Adv,Metrics/EpLen,Train/KL,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Time/FPS,Value/cost,Safety/shield_adv_c,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Safety/EpCostShield,Metrics/EpRet,Train/PolicyRatio,Train/PolicyRatio/Std,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Max,Value/reward,Loss/Loss_reward_critic/Delta,Train/StopIter,Metrics/EpCost
1746509978.5771182,175.7445068359375,377.2023010253906,61.309814453125,1,1.4082939624786377,0,690.234677485,201.45639038085938,1.003607988357544,0.035999998450279236,1.003607988357544,-0.3341902494430542,0.035999998450279236,0,61.309814453125,377.2010192871094,0.0002969999914057553,-0.3341902494430542,-0.2597029209136963,500,0.010630138218402863,-0.03620288521051407,0.044999994337558746,53.022125244140625,0.08415617048740387,NaN,20000.0,0,0.9894845485687256,0.035999998450279236,0.044999994337558746,203.9499969482422,-1.0779857635498047,1.0036078691482544,0.011273552663624287,0.025602709501981735,0.044999994337558746,0.23563677072525024,0.025602709501981735,40,179.3249969482422
1746510290.347045,116.41146850585938,688.9822998046875,38.30906295776367,2,1.3728456497192383,0,835.016125671,195.26585388183594,1.0004611015319824,0.07044965773820877,1.0004611015319824,-0.025758475065231323,0.07044965773820877,1,-23.000751495361328,311.67742919921875,0.00029399999766610563,-0.3599487245082855,0.33514368534088135,500,0.01365160197019577,3.8877086639404297,0.07849934697151184,64.16890716552734,3.2377116680145264,NaN,40000.0,0,0.9555192589759827,0.07044965773820877,0.07849934697151184,122.0250015258789,-0.21371261775493622,1.0004611015319824,0.014105998910963535,0.022191181778907776,0.07849934697151184,0.18476499617099762,-0.0034115277230739594,40,137.03750610351562
1746510435.1285443,118.8385009765625,833.7699584960938,43.060829162597656,3,1.345042109489441,0,1156.666634193,25.867080688476562,1.0008883476257324,0.10399413853883743,1.0008883476257324,-0.009541928768157959,0.10399413853883743,2,4.751766204833984,144.7056427001953,0.000291000003926456,-0.3694906532764435,-0.090818852186203,500,0.021889857947826385,6.638646125793457,0.11098397523164749,138.21160888671875,5.589663505554199,NaN,60000.0,0,0.9304487109184265,0.10399413853883743,0.11098397523164749,98.4749984741211,1.7016509771347046,1.0008883476257324,0.013704627752304077,0.027812199667096138,0.11098397523164749,0.24337029457092285,0.005621017888188362,5,103.97000122070312
1746510756.778655,123.48768615722656,1155.391845703125,65.29480743408203,4,1.297337293624878,0,1473.641680424,198.05897521972656,1.0001996755599976,0.13689899444580078,1.0001996755599976,0.0753755271434784,0.13689899444580078,3,22.233978271484375,321.5467834472656,0.0002880000101868063,-0.2941151261329651,0.40352675318717957,500,0.012475676834583282,12.966747283935547,0.14424285292625427,62.199344635009766,10.483440399169922,NaN,80000.0,0,0.889018177986145,0.13689899444580078,0.14424285292625427,152.0749969482422,4.4389777183532715,1.0001996755599976,0.012591925449669361,0.04081830382347107,0.14424285292625427,0.3905736207962036,0.013006104156374931,40,94.13999938964844
1746511073.753919,121.11508178710938,1472.375,58.269020080566406,5,1.262707233428955,0,1790.086740297,195.7561798095703,1.0019387006759644,0.17003580927848816,1.0019387006759644,0.008000463247299194,0.17003580927848816,4,-7.025787353515625,316.87139892578125,0.0002849999873433262,-0.2861146628856659,-0.2421574592590332,500,0.014083917252719402,15.36543083190918,0.1779603660106659,63.117088317871094,12.429006576538086,NaN,100000.0,0,0.8607507348060608,0.17003580927848816,0.1779603660106659,152.27499389648438,6.796669960021973,1.0019387006759644,0.012747219763696194,0.06611055880784988,0.1779603660106659,0.6246981620788574,0.025292254984378815,40,116.27999877929688
1746511390.1987891,117.55022430419922,1788.8270263671875,75.4126968383789,6,1.2390514612197876,0,2110.221346259,198.80130004882812,1.0016899108886719,0.2036823034286499,1.0016899108886719,0.04137352108955383,0.2036823034286499,5,17.1436767578125,316.3516540527344,0.00028199999360367656,-0.24474114179611206,-0.024952836334705353,500,0.008478294126689434,19.100465774536133,0.2121734619140625,63.22078323364258,15.859834671020508,NaN,120000.0,0,0.8419299721717834,0.2036823034286499,0.2121734619140625,174.0749969482422,9.305303573608398,1.0016899108886719,0.011004901491105556,0.1022292897105217,0.2121734619140625,0.864187479019165,0.036118730902671814,40,138.25
1746511710.3332806,120.27294921875,2108.950927734375,67.50595092773438,7,1.2165071964263916,0,2427.686152207,199.7574462890625,1.0026618242263794,0.23769453167915344,1.0026618242263794,-0.05753159523010254,0.23769453167915344,6,-7.906745910644531,320.0304870605469,0.0002789999998640269,-0.3022727370262146,-0.2120455801486969,500,0.008628145791590214,19.056373596191406,0.24644210934638977,62.494049072265625,15.747970581054688,NaN,140000.0,0,0.8234339356422424,0.23769453167915344,0.24644210934638977,146.5500030517578,10.591252326965332,1.0026617050170898,0.010798349045217037,0.11966218054294586,0.24644210934638977,1.1811844110488892,0.017432890832424164,40,139.32000732421875
1746512027.798409,119.36555480957031,2426.427734375,75.2789306640625,8,1.196892261505127,0,2750.16754606,198.00454711914062,1.0016473531723022,0.27172350883483887,1.0016473531723022,-0.029825270175933838,0.27172350883483887,7,7.772979736328125,317.3702392578125,0.00027600000612437725,-0.33209800720214844,-0.217829167842865,500,0.00783515628427267,16.06162452697754,0.2800785303115845,63.017879486083984,12.806228637695312,NaN,160000.0,0,0.8075206279754639,0.27172350883483887,0.2800785303115845,106.69999694824219,11.95406723022461,1.0016473531723022,0.01086376141756773,0.16285085678100586,0.2800785303115845,1.4436277151107788,0.04318867623806,40,122.0999984741211
1746512350.2796018,120.3458251953125,2748.9130859375,56.69728469848633,9,1.1715577840805054,0,3068.056986468,202.0480499267578,1.0035313367843628,0.3052399158477783,1.0035313367843628,0.010563582181930542,0.3052399158477783,8,-18.581645965576172,322.39398193359375,0.0002730000123847276,-0.3215344250202179,-0.030618183314800262,500,0.010286379605531693,18.024187088012695,0.3135606646537781,62.0359001159668,14.7823486328125,NaN,180000.0,0,0.7870611548423767,0.3052399158477783,0.3135606646537781,123.44999694824219,12.606672286987305,1.0035313367843628,0.011126534081995487,0.17210401594638824,0.3135606646537781,1.6981314420700073,0.009253159165382385,40,95.11000061035156
1746512668.1690364,121.59037780761719,3066.781982421875,53.822933197021484,10,1.141202449798584,0,3393.249921179,196.18948364257812,1.00530207157135,0.33848828077316284,1.00530207157135,-0.019384294748306274,0.33848828077316284,9,-2.8743515014648438,317.7799987792969,0.0002699999895412475,-0.34091871976852417,-0.05764472484588623,500,0.00926037598401308,18.93855857849121,0.34692496061325073,62.936622619628906,15.888704299926758,NaN,200000.0,0,0.7638630867004395,0.33848828077316284,0.34692496061325073,123.0,13.561921119689941,1.00530207157135,0.011474519036710262,0.18712835013866425,0.34692496061325073,1.9237886667251587,0.015024334192276001,40,100.75
