Metrics/LagrangeMultiplier/Std,Safety/shield_violation,Value/cost,Metrics/EpLen,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic,Train/PolicyRatio/Min,Train/PolicyRatio,Metrics/LagrangeMultiplier,Train/StopIter,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Time/Update,Loss/Loss_cost_critic,Loss/Loss_reward_critic/Delta,Time/Epoch,Train/LR,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Max,Metrics/EpCost,Train/KL,Time/Total,Train/PolicyRatio/Std,Train/Epoch,Safety/ShieldLagrangeMultiplier/Std,_step,Train/Entropy,Value/Adv,TotalEnvSteps,Loss/Loss_pi/Delta,Time/FPS,Train/PolicyRatio/Max,Time/Rollout,_runtime,Loss/Loss_pi,_timestamp,Train/PolicyStd,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Min,Value/reward
0,0.0062728337943553925,-0.05472689867019653,1000,0.044999994337558746,0.044999994337558746,0.00666850758716464,1.000173568725586,1.000173568725586,0.035999998450279236,40,0.035999998450279236,-0.7080336809158325,14.097859382629395,106.53777313232422,14.097859382629395,0.00666850758716464,251.37997436523438,0.0002969999914057553,NaN,0.035999998450279236,33.650001525878906,0.006256708409637213,251.3812255859375,0.009319816716015339,0,0,1,1.4100961685180664,0.0058640241622924805,20000.0,-0.05390947684645653,79.56083679199219,1.000173568725586,144.842041015625,469.851239438,-0.05390947684645653,1746550141.4147127,0.9912014007568359,59.20000076293945,0.044999994337558746,0.13382241129875183
0,1.2066739797592163,0.251341313123703,1000,0.07985201478004456,0.07985201478004456,0.007079169619828463,0.9994605183601379,0.9994604587554932,0.0710386261343956,40,0.0710386261343956,-1.0496799945831299,-3.5369882583618164,108.17214965820312,10.560871124267578,0.0004106620326638222,217.5001220703125,0.00029399999766610563,NaN,0.0710386261343956,35.70000076293945,0.008405042812228203,468.9557189941406,0.011469000019133091,1,0,2,1.4008655548095703,0.12333811074495316,40000.0,0.03520388528704643,91.95397186279297,0.9994605183601379,109.32786560058594,691.88335302,-0.018705591559410095,1746550359.0007577,0.9821158647537231,81.5999984741211,0.07985201478004456,0.10059245675802231
0,4.2884955406188965,1.9438738822937012,1000,0.1141783595085144,0.1141783595085144,0.0052862828597426414,1.0001758337020874,1.0001758337020874,0.10614971816539764,40,0.10614971816539764,-0.662281334400177,5.89869499206543,108.6577377319336,16.459566116333008,-0.0017928867600858212,221.967041015625,0.000291000003926456,NaN,0.10614971816539764,42.483333587646484,0.010172029957175255,691.0087280273438,0.012806846760213375,2,0,3,1.4039274454116821,-0.13846080005168915,60000.0,0.040817657485604286,90.10346984863281,1.0001758337020874,113.30918884277344,917.371471058,0.02211206592619419,1746550581.0329363,0.985187828540802,124.55000305175781,0.1141783595085144,0.08620848506689072
0,4.486510753631592,1.11454176902771,1000,0.14748501777648926,0.14748501777648926,0.006272199563682079,0.9983139038085938,0.9983139038085938,0.14129306375980377,40,0.14129306375980377,-0.22134926915168762,-2.296762466430664,108.09809875488281,14.162803649902344,0.0009859167039394379,225.36587524414062,0.0002880000101868063,NaN,0.14129306375980377,52.875,0.009899700991809368,916.4393920898438,0.011796046048402786,3,0,4,1.4050531387329102,0.23228511214256287,80000.0,0.16270647011697292,88.74458312988281,0.9983139038085938,117.26768493652344,1141.464597731,0.18481853604316711,1746550806.521545,0.9862896203994751,206.35000610351562,0.14748501777648926,0.09485304355621338
0,7.442228317260742,3.5408191680908203,1000,0.18130522966384888,0.18130522966384888,0.009099804796278477,0.9988405108451843,0.9988405108451843,0.17660358548164368,40,0.17660358548164368,0.09309350699186325,3.2309398651123047,107.85926055908203,17.39374351501465,0.0028276052325963974,224.00372314453125,0.0002849999873433262,NaN,0.17660358548164368,54.130001068115234,0.0089936014264822,1140.5653076171875,0.010736824944615364,4,0,5,1.4013371467590332,-0.024202916771173477,100000.0,-0.14906781911849976,89.28423309326172,0.9988405108451843,116.1443099975586,1366.978695303,0.03575071692466736,1746551030.6140962,0.982658863067627,138.85000610351562,0.18130522966384888,0.10062142461538315
0,9.863452911376953,4.175983428955078,1000,0.21570754051208496,0.21570754051208496,0.008456124924123287,0.9978475570678711,0.9978474974632263,0.2120833396911621,40,0.2120833396911621,0.5928341150283813,2.596700668334961,107.91364288330078,19.99044418334961,-0.0006436798721551895,225.44949340820312,0.00028199999360367656,NaN,0.2120833396911621,64.2300033569336,0.009072518907487392,1366.103759765625,0.011025046929717064,5,0,6,1.3979557752609253,-0.023154348134994507,120000.0,0.0684891864657402,88.711669921875,0.9978475570678711,117.5357666015625,1591.796298379,0.10423990339040756,1746551256.1281958,0.979378342628479,188.39999389648438,0.21570754051208496,0.09155558794736862
0,12.402316093444824,5.877683639526367,1000,0.2505491375923157,0.2505491375923157,0.01742313802242279,0.9966816306114197,0.9966816306114197,0.24775800108909607,40,0.24775800108909607,1.699710488319397,-1.7975578308105469,107.53488159179688,18.192886352539062,0.008967013098299503,224.75250244140625,0.0002789999998640269,NaN,0.24775800108909607,73.19999694824219,0.00982857495546341,1590.921630859375,0.011262595653533936,6,0,7,1.4109838008880615,-0.030333319678902626,140000.0,-0.0659659095108509,88.98677062988281,0.9966816306114197,117.217529296875,1816.893010142,0.038273993879556656,1746551480.945911,0.9923941493034363,184.60000610351562,0.2505491375923157,0.17851606011390686
0,14.11668872833252,6.339834213256836,1000,0.28577059507369995,0.28577059507369995,0.021367790177464485,0.9990777969360352,0.9990777969360352,0.28367453813552856,40,0.28367453813552856,2.6123645305633545,1.109292984008789,107.25457000732422,19.30217933654785,0.003944652155041695,225.02371215820312,0.00027600000612437725,NaN,0.28367453813552856,74.93000030517578,0.009209453128278255,1816.0101318359375,0.010685089975595474,7,0,8,1.4086745977401733,-0.16190633177757263,160000.0,-0.00729522667825222,88.87952423095703,0.9990777969360352,117.7690658569336,2041.486500028,0.030978767201304436,1746551706.0427604,0.9900804162025452,195.10000610351562,0.28577059507369995,0.24095360934734344
0,13.394763946533203,5.963347434997559,1000,0.32125887274742126,0.32125887274742126,0.02360725589096546,0.9997372031211853,0.9997372031211853,0.3197639584541321,40,0.3197639584541321,3.319020986557007,-2.7343921661376953,106.62248229980469,16.567787170410156,0.0022394657135009766,224.52044677734375,0.0002730000123847276,NaN,0.3197639584541321,70.5999984741211,0.010365220718085766,2040.6029052734375,0.011528952047228813,8,0,9,1.4077051877975464,0.15420344471931458,180000.0,0.018444152548909187,89.07875061035156,0.9997372031211853,117.8978500366211,2264.312982732,0.04942291975021362,1746551930.636061,0.9890166521072388,190.64999389648438,0.32125887274742126,0.28780126571655273
0,13.538731575012207,6.1271653175354,1000,0.3563550114631653,0.3563550114631653,0.03148317337036133,1.0009253025054932,1.0009253025054932,0.3560033440589905,40,0.3560033440589905,4.268157482147217,0.2871971130371094,106.65985107421875,16.854984283447266,0.007875917479395866,222.7537078857422,0.0002699999895412475,NaN,0.3560033440589905,71.26000213623047,0.009841235354542732,2263.4306640625,0.011071785353124142,9,0,10,1.3910380601882935,0.06855575740337372,200000.0,-0.19059589505195618,89.78526306152344,1.0009253025054932,116.09371185302734,2488.133059179,-0.14117297530174255,1746552153.4624193,0.9727696180343628,136.14999389648438,0.3563550114631653,0.42441171407699585
0,15.890592575073242,6.929530620574951,1000,0.39113402366638184,0.39113402366638184,0.02645791880786419,1.0024735927581787,1.0024735927581787,0.3921812176704407,40,0.3921812176704407,5.048247814178467,-2.9767723083496094,107.80186462402344,13.878211975097656,-0.005025254562497139,223.74842834472656,0.00026699999580159783,NaN,0.3921812176704407,63.459999084472656,0.010265650227665901,2487.251220703125,0.011194221675395966,10,0,11,1.3737127780914307,0.14536705613136292,220000.0,-0.09785814583301544,89.38610076904297,1.0024735927581787,115.94647216796875,2708.875888176,-0.239031121134758,1746552377.2828104,0.956130862236023,135.6999969482422,0.39113402366638184,0.381648451089859
