Train/Entropy,Value/Adv,Value/cost,Loss/Loss_cost_critic/Delta,Train/KL,Train/PolicyRatio/Min,Train/PolicyRatio/Std,_timestamp,Train/StopIter,_runtime,Value/reward,Time/Total,Metrics/LagrangeMultiplier,Train/PolicyRatio,Train/PolicyRatio/Max,Loss/Loss_cost_critic,Time/Epoch,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Time/Rollout,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Loss/Loss_reward_critic,Time/FPS,Loss/Loss_pi/Delta,Metrics/EpRet,Train/LR,_step,Metrics/EpCost,Metrics/LagrangeMultiplier/Min,Time/Update,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,Metrics/EpLen,Train/Epoch
1.4120962619781494,0.23799896240234375,-0.1750129610300064,22.922378540039062,0.007639970164746046,0.9992629289627075,0.010707507841289043,1743324469.3765833,40,326.958692032,0.13917750120162964,162.5348663330078,0.035999998450279236,0.9992629289627075,0.9992629289627075,22.922378540039062,162.53390502929688,-0.00912562571465969,0.014786913059651852,97.29715728759766,0,0.9931841492652893,0.014786913059651852,123.0512466430664,-0.00912562571465969,-0.2854629158973694,0.0002969999914057553,1,219.8000030517578,0.035999998450279236,65.23665618896484,20000.0,0.035999998450279236,500,0
1.4008113145828247,-0.12519513070583344,7.667900562286377,-8.421900749206543,0.009179998189210892,0.9994534254074097,0.012355645187199116,1743324632.979901,40,493.612002429,0.1362125426530838,326.1331787109375,0.07101404666900635,0.9994534254074097,0.9994534254074097,14.50047779083252,163.53591918945312,-0.014360767789185047,-0.004263699054718018,97.58401489257812,0,0.9820778965950012,0.010523214004933834,122.29729461669922,-0.005235142074525356,0.055148087441921234,0.00029399999766610563,2,223.5124969482422,0.07101404666900635,65.95185089111328,40000.0,0.07101404666900635,500,1
1.3845911026000977,0.12396499514579773,13.412795066833496,4.419371604919434,0.01113689411431551,0.999837338924408,0.012887304648756981,1743324799.631889,40,658.568002543,0.10482925921678543,492.79583740234375,0.10601945221424103,0.999837338924408,0.999837338924408,18.919849395751953,166.59561157226562,-0.015224335715174675,-0.00017301179468631744,97.8796615600586,0,0.9663267731666565,0.010350202210247517,120.05118560791016,-0.0008635679259896278,0.46873581409454346,0.000291000003926456,3,221.0500030517578,0.10601945221424103,68.71588897705078,60000.0,0.10601945221424103,500,2
1.363541603088379,-0.11379226297140121,18.711685180664062,6.377353668212891,0.011739366687834263,0.9998819828033447,0.012131846509873867,1743324964.5844293,40,822.054209467,0.20250394940376282,657.7533569335938,0.14092972874641418,0.9998819828033447,0.9998819828033447,25.297203063964844,164.89979553222656,-0.015202528797090054,0.0031066425144672394,98.78347778320312,0,0.9462878108024597,0.013456844724714756,121.28578186035156,2.180691808462143e-05,1.2974122762680054,0.0002880000101868063,4,208.72999572753906,0.14092972874641418,66.11626434326172,80000.0,0.14092972874641418,500,3
1.3499772548675537,0.07457931339740753,23.119586944580078,4.313087463378906,0.011284864507615566,1.0018171072006226,0.012423155829310417,1743325128.0754144,40,985.48912218,0.2698594331741333,821.2315063476562,0.17589180171489716,1.0018171072006226,1.0018171072006226,29.61029052734375,163.42593383789062,-0.01706085354089737,0.004212290979921818,97.31529998779297,0,0.933647096157074,0.017669135704636574,122.37960052490234,-0.0018583247438073158,2.5285756587982178,0.0002849999873433262,5,222.74000549316406,0.17589180171489716,66.11054229736328,100000.0,0.17589180171489716,500,4
1.331210970878601,0.38796937465667725,23.05559730529785,-2.345447540283203,0.014588518999516964,0.9998518228530884,0.012294258922338486,1743325291.5103626,40,1149.272966403,0.35156527161598206,984.6787109375,0.21078094840049744,0.9998518228530884,0.9998518228530884,27.264842987060547,163.3839111328125,-0.01669800467789173,0.006555689498782158,97.47798156738281,0,0.9163305163383484,0.02422482520341873,122.41107177734375,0.0003628488630056381,3.3939194679260254,0.00028199999360367656,6,209.10000610351562,0.21078094840049744,65.90587615966797,120000.0,0.21078094840049744,500,5
1.3072824478149414,-0.052458733320236206,24.90969467163086,6.395652770996094,0.01309972070157528,1.0018115043640137,0.012660753913223743,1743325455.2942235,40,1314.328554794,0.5110768675804138,1148.463134765625,0.24552038311958313,1.0018115043640137,1.0018115043640137,33.66049575805664,163.73374938964844,-0.02424768917262554,0.01149250939488411,97.62602996826172,0,0.8947293758392334,0.03571733459830284,122.14952850341797,-0.00754968449473381,4.656200408935547,0.0002789999998640269,7,198.22999572753906,0.24552038311958313,66.10767364501953,140000.0,0.24552038311958313,500,6
1.279356598854065,-0.059670716524124146,30.202377319335938,-0.20157241821289062,0.01757342554628849,1.0003856420516968,0.013359518721699715,1743325620.3497784,40,1479.679704124,0.7612563371658325,1313.5096435546875,0.28002434968948364,1.0003856420516968,1.0003856420516968,33.45892333984375,164.99679565429688,-0.02549188770353794,0.01522812619805336,97.79273223876953,0,0.8703694343566895,0.0509454607963562,121.2144775390625,-0.0012441985309123993,6.5027337074279785,0.00027600000612437725,8,185.82000732421875,0.28002434968948364,67.2040023803711,160000.0,0.28002434968948364,500,7
1.2547149658203125,-0.15487486124038696,23.651025772094727,-8.697826385498047,0.014341185800731182,0.9999143481254578,0.013393459841609001,1743325785.7009242,40,1644.751977771,0.7099605202674866,1478.8626708984375,0.31432005763053894,0.999914288520813,0.9999143481254578,24.761096954345703,165.29432678222656,-0.026057880371809006,-0.017008516937494278,98.88489532470703,0,0.8492069244384766,0.03393694385886192,120.99628448486328,-0.0005659926682710648,7.293003082275391,0.0002730000123847276,9,182.66000366210938,0.31432005763053894,66.40937805175781,180000.0,0.31432005763053894,500,8
1.227468729019165,0.005296625196933746,23.150671005249023,1.8477706909179688,0.01669355481863022,1.0012141466140747,0.013970416970551014,1743325950.7726264,40,1810.030298702,0.9134025573730469,1643.936279296875,0.3479897677898407,1.0012141466140747,1.0012141466140747,26.608867645263672,165.0159454345703,-0.029715614393353462,0.012011021375656128,98.51243591308594,0,0.8267393112182617,0.04594796523451805,121.20040893554688,-0.0036577340215444565,7.692731857299805,0.0002699999895412475,10,146.22000122070312,0.3479897677898407,66.50344848632812,200000.0,0.3479897677898407,500,9
