Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Metrics/EpRet,Value/reward,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost,Loss/Loss_pi/Delta,Value/Adv,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Max,Train/Entropy,Train/StopIter,Misc/Alpha,Time/Update,Metrics/EpLen,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Misc/FinalStepNorm,Misc/xHx,Value/cost,Loss/Loss_pi,TotalEnvSteps,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,_runtime,_step,Time/Rollout,Train/PolicyRatio/Min,Train/KL,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Time/FPS,Safety/EpCostShield,Train/LR,_timestamp,Misc/gradient_norm,Train/PolicyRatio/Std,Safety/shield_violation,Misc/H_inv_g,Loss/Loss_reward_critic,Train/Epoch,Metrics/LagrangeMultiplier,Train/PolicyStd,Time/Total
0.03599999472498894,45.70827865600586,-0.03870423883199692,-0.007945739664137363,0,1.0002741813659668,0.04500000178813934,46.400001525878906,-0.36970171332359314,-2.2888182460434336e-09,1.0002741813659668,0.03599999472498894,1.4557685852050781,10,3.2331302165985107,23.579147338867188,500,1,0.04500000178813934,0,174.76226806640625,0.3010234236717224,0.001913292333483696,0.12843285501003265,-0.36970171332359314,20000.0,0.030973775312304497,45.70827865600586,309.093122711,1,151.18309020996094,1.0002741813659668,0.000292364158667624,1.6463297605514526,0.04500000178813934,114.4411849975586,63.45000076293945,0,1746508663.5685766,0.04219136759638786,0.00019387550128158182,-0.2962687015533447,0.09310587495565414,0.030973775312304497,0,0.03599999472498894,1.037868857383728,174.7635040283203
0.06926655769348145,21.169559478759766,0.7265533208847046,-0.004035298712551594,0,1.0008373260498047,0.07707461714744568,105.86250305175781,0.08623439073562622,1.525878801089675e-08,1.0008373260498047,0.06926655769348145,1.4942981004714966,10,2.819244384765625,23.501113891601562,500,1,0.07707461714744568,0,133.0273895263672,0.3413213789463043,0.002516302280128002,3.8760414123535156,-0.2834673225879669,40000.0,-0.01200098916888237,66.87783813476562,441.996087938,2,109.52623748779297,1.0008373260498047,0.0003037882852368057,5.159384250640869,0.07707461714744568,150.344970703125,192.52499389648438,0,1746508796.7055593,0.03184318542480469,0.000592022726777941,4.571425914764404,0.12106839567422867,0.018972786143422127,1,0.06926655769348145,1.0783944129943848,307.8866271972656
0.10326903313398361,-17.150856018066406,1.6155301332473755,0.03987962752580643,0,1.0022211074829102,0.10986123234033585,114.58999633789062,-0.04594036936759949,-1.9836425835251248e-08,1.0022211074829102,0.10326903313398361,1.5032086372375488,10,2.110934257507324,26.102563858032227,500,1,0.10986123234033585,0,132.7856903076172,0.3330475986003876,0.004488276317715645,4.944063186645508,-0.3294076919555664,60000.0,-0.0011902935802936554,49.72698211669922,576.826565005,3,106.68310546875,1.0022211074829102,0.00037783669540658593,2.292998790740967,0.10986123234033585,150.61863708496094,122.55000305175781,0,1746508929.608759,0.04733704403042793,0.0015705600380897522,5.258835315704346,0.15777260065078735,0.01778249256312847,2,0.10326903313398361,1.0880712270736694,440.78826904296875
0.13763248920440674,26.98699951171875,2.9892547130584717,0.18306726217269897,0,1.0007644891738892,0.14347721636295319,141.49000549316406,0.13012313842773438,4.1961669694501325e-08,1.0007646083831787,0.13763248920440674,1.5074607133865356,10,2.1244754791259766,24.480323791503906,500,1,0.14347721636295319,0,134.72543334960938,0.2766534686088562,0.0044312430545687675,12.044928550720215,-0.19928455352783203,80000.0,0.010037535801529884,76.71398162841797,712.601611168,4,110.24507141113281,1.0007646083831787,0.00044886081013828516,3.617790460586548,0.14347721636295319,148.4500732421875,205.1750030517578,0,1746509064.4391932,0.06959608197212219,0.0005406035925261676,13.323235511779785,0.13022200763225555,0.027820028364658356,3,0.13763248920440674,1.0931556224822998,575.6288452148438
0.17168839275836945,32.51868438720703,5.585016250610352,0.42341601848602295,0,1.0001368522644043,0.17700783908367157,214.36000061035156,0.15240438282489777,2.4986267277427032e-08,1.0001368522644043,0.17168839275836945,1.5304218530654907,10,2.407567024230957,23.380273818969727,500,1,0.17700783908367157,0,135.6830596923828,0.2796837389469147,0.0034504199866205454,26.2440242767334,-0.046880170702934265,100000.0,0.009769570082426071,109.232666015625,850.323054594,5,112.3027572631836,1.0001368522644043,0.00035912272869609296,8.200666427612305,0.17700783908367157,147.40234375,318.75,0,1746509200.2149065,0.06403370946645737,9.676916670287028e-05,27.36326789855957,0.11616861820220947,0.03758959844708443,4,0.17168839275836945,1.1195989847183228,711.4177856445312
0.20543672144412994,38.6048583984375,8.531407356262207,0.6866979598999023,0,0.9999937415122986,0.2109769880771637,298.1499938964844,0.040957233402878046,9.00268517511904e-08,0.9999937415122986,0.20543672144412994,1.5547126531600952,10,3.004957437515259,23.94806671142578,500,1,0.2109769880771637,0,137.6298828125,0.2887606918811798,0.0022148857824504375,35.179256439208984,-0.005922937300056219,120000.0,0.02023458480834961,147.8375244140625,988.095899359,6,113.6817855834961,0.9999937415122986,0.00031503356876783073,6.5286407470703125,0.2109769880771637,145.31729125976562,359.7250061035156,0,1746509337.9361687,0.04481033980846405,4.439512395038037e-06,36.385887145996094,0.0960947722196579,0.057824183255434036,5,0.20543672144412994,1.1491613388061523,849.1307373046875
0.23951834440231323,9.864425659179688,10.076521873474121,0.849966824054718,0,1.0005197525024414,0.24550017714500427,340.9800109863281,-0.0032458207570016384,-3.051757735406113e-09,1.0005197525024414,0.23951834440231323,1.575451374053955,10,2.228950262069702,22.918886184692383,500,1,0.24550017714500427,0,137.68157958984375,0.27042797207832336,0.004025578033179045,41.385650634765625,-0.009168758057057858,140000.0,0.003982149064540863,157.7019500732422,1128.662399434,7,114.76268005371094,1.0005197525024414,0.00036142132012173533,3.2291455268859863,0.24550017714500427,145.26271057128906,377.4750061035156,0,1746509475.7090502,0.10493563860654831,0.00036752052255906165,43.06745147705078,0.12132526934146881,0.0618063323199749,6,0.23951834440231323,1.1749706268310547,986.9080200195312
0.27414318919181824,15.736312866210938,11.0888090133667,1.119782567024231,0,1.000162124633789,0.2805313467979431,362.9200134277344,-0.02671209443360567,4.1198727984692596e-08,1.000162124633789,0.27414318919181824,1.5736433267593384,10,2.4854512214660645,25.080522537231445,500,1,0.2805313467979431,0,140.4331817626953,0.28659048676490784,0.003237562719732523,46.02000045776367,-0.03588085249066353,160000.0,0.004780221730470657,173.43826293945312,1266.126124089,8,115.35262298583984,1.000162124633789,0.0003521082107909024,3.087766170501709,0.2805313467979431,142.41648864746094,381.67498779296875,0,1746509616.275093,0.08202444016933441,0.00011469564924482256,47.82037353515625,0.11530722677707672,0.06658655405044556,7,0.27414318919181824,1.173762321472168,1127.429931640625
0.30932021141052246,-17.882736206054688,13.6534423828125,1.5659164190292358,0,0.9996111989021301,0.3159765601158142,361.489990234375,-0.06580958142876625,1.525878801089675e-08,0.9996112585067749,0.30932021141052246,1.5736198425292969,10,1.7732173204421997,24.410541534423828,500,1,0.3159765601158142,0,137.3710479736328,0.24506370723247528,0.006360706407576799,50.44917678833008,-0.10169043391942978,180000.0,0.029139332473278046,155.55552673339844,1403.984301296,9,112.96047973632812,0.9996112585067749,0.00037580792559310794,2.5053699016571045,0.3159765601158142,145.59109497070312,380.04998779296875,0,1746509753.7394023,0.14382508397102356,0.0002749379491433501,52.35124206542969,0.13820286095142365,0.0957258865237236,8,0.30932021141052246,1.1740835905075073,1264.944091796875
0.34488943219184875,-21.91754150390625,17.093473434448242,2.126633882522583,0,1.0005582571029663,0.35143086314201355,330.2799987792969,-0.2042720690369606,3.3187866677053535e-08,1.0005582571029663,0.34488943219184875,1.5859493017196655,10,1.2275606393814087,23.544921875,500,1,0.35143086314201355,0,137.75482177734375,0.22228148579597473,0.013272224925458431,45.56034851074219,-0.3059625029563904,200000.0,0.037960849702358246,133.6379852294922,1541.112242845,10,114.20988464355469,1.0005582571029663,0.0004176905786152929,1.6308350563049316,0.35143086314201355,145.1854705810547,304.125,0,1746509891.5971756,0.19077131152153015,0.0003947192744817585,48.64828109741211,0.181075781583786,0.13368673622608185,9,0.34488943219184875,1.189249038696289,1402.780029296875
